filename,sample_time,0,1,2,3,4,5,6,7,8
clustered_16,600,1.2818,0.0,0.6335,0.05795,0.0,0.31265,0.0,0.0069,0.0
clustered_17,0,2.0,0.75,0.275,0.375,0.275,0.2,0.05,0.025,0.05
clustered_17,100,2.5434,5.6546,0.12105,0.2463,0.1542,0.11515,0.06295,0.0197,0.04505
clustered_17,200,2.08285,2.1177,0.0843,0.13675,1.2904,0.14905,0.19555,0.0262,0.11305
clustered_17,300,4.52615,0.68935,0.1093,0.46125,0.1742,0.2735,0.04455,0.0133,0.0135
clustered_17,400,2.7827,0.0,0.14955,0.1198,5e-05,0.0995,0.002,0.00625,0.0
clustered_17,500,3.10425,0.0,0.33345,0.19155,0.0,0.29905,0.0,0.00315,0.0
clustered_17,600,2.51405,0.0,0.3883,0.14745,0.0,0.1843,0.0,0.00265,0.0
clustered_18,0,2.0,0.75,0.275,0.375,0.275,0.2,0.05,0.025,0.05
clustered_18,100,2.6559,5.948,0.1232,0.26885,0.1754,0.12435,0.0528,0.0217,0.03925
clustered_18,200,2.31175,2.76085,0.1036,0.13965,1.11025,0.1332,0.1805,0.023,0.12485
clustered_18,300,4.04325,0.2411,0.1303,0.43195,0.0,0.2642,0.05265,0.0132,0.0
clustered_18,400,2.6833,0.0,0.28995,0.10705,0.0,0.1495,0.00775,0.0068,0.0
clustered_18,500,3.98655,0.0,0.5507,0.2683,0.0,0.3585,0.0,0.0048,0.0
clustered_18,600,1.8064,0.0,0.41515,0.0801,0.0,0.2589,0.0,0.00575,0.0
clustered_19,0,2.0,0.75,0.275,0.375,0.275,0.2,0.05,0.025,0.05
clustered_19,100,2.26505,6.17185,0.10825,0.24575,0.12895,0.1091,0.05395,0.0195,0.04255
clustered_19,200,2.55335,3.3169,0.09955,0.2151,1.2002,0.12125,0.18585,0.0243,0.1371
clustered_19,300,3.31075,0.0,0.13685,0.31235,0.01765,0.2058,0.0912,0.01435,0.0014
clustered_19,400,2.2216,0.0,0.1795,0.264,0.0,0.17945,0.0,0.00665,0.0
clustered_19,500,3.29415,0.0,0.4157,0.1553,0.0,0.2389,0.0,0.00405,0.0
clustered_19,600,2.1858,0.0,0.6991,0.0814,0.0,0.28415,0.0,0.0037,0.0
clustered_20,0,2.0,0.75,0.275,0.375,0.275,0.2,0.05,0.025,0.05
clustered_20,100,2.2343,5.98825,0.1254,0.24435,0.17955,0.1214,0.0568,0.0197,0.0396
clustered_20,200,2.59065,1.8753,0.12125,0.1674,1.2619,0.17355,0.20675,0.02275,0.1233
clustered_20,300,3.7788,0.4684,0.19,0.3185,0.007,0.34445,0.0225,0.01585,0.00195
clustered_20,400,3.30235,0.0,0.29555,0.16485,0.0,0.16955,0.0451,0.0089,0.0035
clustered_20,500,2.79975,0.0,0.4105,0.22145,0.0,0.3971,0.0,0.00675,0.0
clustered_20,600,3.9528,0.0,0.35575,0.158,0.0,0.22315,0.0,0.00805,0.0
