filename,sample_time,type_id,r,0,1,2,3,4,5,6,7,8
random_1,100,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,100,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,100,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,100,5,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,100,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,100,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,100,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,100,0,2,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
random_1,100,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,100,2,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,100,3,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,100,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,100,5,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,100,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,100,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,100,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,100,0,3,0.0,0.0,0.3448275862068965,0.3448275862068965,0.0,0.6551724137931034,0.0,0.3448275862068965,0.0
random_1,100,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,100,2,3,0.3448275862068965,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
random_1,100,3,3,0.3448275862068965,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
random_1,100,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,100,5,3,0.6551724137931034,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
random_1,100,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,100,7,3,0.3448275862068965,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
random_1,100,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,100,0,4,0.0,0.0,0.3445190156599553,0.19398138125135314,0.3445190156599553,0.6554809843400446,0.0,0.3445190156599553,0.0
random_1,100,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,100,2,4,0.3445190156599553,0.0,0.0,0.15053763440860216,0.0,1.0,0.0,0.0,0.0
random_1,100,3,4,0.19398138125135314,0.0,0.15053763440860216,0.0,0.15053763440860216,0.8494623655913979,0.0,0.15053763440860216,0.0
random_1,100,4,4,0.3445190156599553,0.0,0.0,0.15053763440860216,0.0,1.0,0.0,0.0,0.0
random_1,100,5,4,0.6554809843400446,0.0,1.0,0.8494623655913979,1.0,0.0,0.0,1.0,0.0
random_1,100,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,100,7,4,0.3445190156599553,0.0,0.0,0.15053763440860216,0.0,1.0,0.0,0.0,0.0
random_1,100,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,100,0,5,0.0,0.0,0.5799842395587076,0.19277885235332043,0.5799842395587076,0.42001576044129235,0.0,0.5799842395587076,0.0
random_1,100,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,100,2,5,0.5799842395587076,0.0,0.0,0.3872053872053872,0.0,1.0,0.0,0.0,0.0
random_1,100,3,5,0.19277885235332043,0.0,0.3872053872053872,0.0,0.3872053872053872,0.6127946127946129,0.0,0.3872053872053872,0.0
random_1,100,4,5,0.5799842395587076,0.0,0.0,0.3872053872053872,0.0,1.0,0.0,0.0,0.0
random_1,100,5,5,0.42001576044129235,0.0,1.0,0.6127946127946129,1.0,0.0,0.0,1.0,0.0
random_1,100,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,100,7,5,0.5799842395587076,0.0,0.0,0.3872053872053872,0.0,1.0,0.0,0.0,0.0
random_1,100,8,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,200,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
random_1,200,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,200,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,200,3,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,200,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,200,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,200,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,200,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,200,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,200,0,2,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
random_1,200,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,200,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,200,3,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,200,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,200,5,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,200,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,200,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,200,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,200,0,3,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
random_1,200,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,200,2,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,200,3,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,200,4,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,200,5,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,200,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,200,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,200,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,200,0,4,0.0,0.9039301310043668,0.09606986899563319,0.09606986899563319,0.09606986899563319,0.09606986899563319,0.0,0.0,0.0
random_1,200,1,4,0.9039301310043668,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
random_1,200,2,4,0.09606986899563319,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,200,3,4,0.09606986899563319,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,200,4,4,0.09606986899563319,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,200,5,4,0.09606986899563319,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,200,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,200,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,200,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,200,0,5,0.0,0.9126074498567335,0.08739255014326648,0.042948105698822035,0.08739255014326648,0.08739255014326648,0.0,0.08739255014326648,0.0
random_1,200,1,5,0.9126074498567335,0.0,1.0,0.9555555555555556,1.0,1.0,0.0,1.0,0.0
random_1,200,2,5,0.08739255014326648,1.0,0.0,0.044444444444444446,0.0,0.0,0.0,0.0,0.0
random_1,200,3,5,0.042948105698822035,0.9555555555555556,0.044444444444444446,0.0,0.044444444444444446,0.044444444444444446,0.0,0.044444444444444446,0.0
random_1,200,4,5,0.08739255014326648,1.0,0.0,0.044444444444444446,0.0,0.0,0.0,0.0,0.0
random_1,200,5,5,0.08739255014326648,1.0,0.0,0.044444444444444446,0.0,0.0,0.0,0.0,0.0
random_1,200,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,200,7,5,0.08739255014326648,1.0,0.0,0.044444444444444446,0.0,0.0,0.0,0.0,0.0
random_1,200,8,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,300,0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
random_1,300,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
random_1,300,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,300,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,300,4,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
random_1,300,5,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
random_1,300,6,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
random_1,300,7,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
random_1,300,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,300,0,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
random_1,300,1,2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
random_1,300,2,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
random_1,300,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,300,4,2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
random_1,300,5,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
random_1,300,6,2,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
random_1,300,7,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
random_1,300,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,300,0,3,0.0,1.0,0.0,0.0,1.0,0.2,1.0,0.0,1.0
random_1,300,1,3,1.0,0.0,1.0,1.0,0.0,0.8,0.0,1.0,0.0
random_1,300,2,3,0.0,1.0,0.0,0.0,1.0,0.2,1.0,0.0,1.0
random_1,300,3,3,0.0,1.0,0.0,0.0,1.0,0.2,1.0,0.0,1.0
random_1,300,4,3,1.0,0.0,1.0,1.0,0.0,0.8,0.0,1.0,0.0
random_1,300,5,3,0.2,0.8,0.2,0.2,0.8,0.0,0.8,0.2,0.8
random_1,300,6,3,1.0,0.0,1.0,1.0,0.0,0.8,0.0,1.0,0.0
random_1,300,7,3,0.0,1.0,0.0,0.0,1.0,0.2,1.0,0.0,1.0
random_1,300,8,3,1.0,0.0,1.0,1.0,0.0,0.8,0.0,1.0,0.0
random_1,300,0,4,0.0,1.0,0.0,0.0,1.0,0.16666666666666666,0.75,0.0,1.0
random_1,300,1,4,1.0,0.0,1.0,1.0,0.0,0.8333333333333334,0.25,1.0,0.0
random_1,300,2,4,0.0,1.0,0.0,0.0,1.0,0.16666666666666666,0.75,0.0,1.0
random_1,300,3,4,0.0,1.0,0.0,0.0,1.0,0.16666666666666666,0.75,0.0,1.0
random_1,300,4,4,1.0,0.0,1.0,1.0,0.0,0.8333333333333334,0.25,1.0,0.0
random_1,300,5,4,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.0,0.5833333333333334,0.16666666666666666,0.8333333333333334
random_1,300,6,4,0.75,0.25,0.75,0.75,0.25,0.5833333333333334,0.0,0.75,0.25
random_1,300,7,4,0.0,1.0,0.0,0.0,1.0,0.16666666666666666,0.75,0.0,1.0
random_1,300,8,4,1.0,0.0,1.0,1.0,0.0,0.8333333333333334,0.25,1.0,0.0
random_1,300,0,5,0.0,1.0,0.0,0.0,1.0,0.16666666666666666,0.8333333333333334,0.0,1.0
random_1,300,1,5,1.0,0.0,1.0,1.0,0.0,0.8333333333333334,0.16666666666666663,1.0,0.0
random_1,300,2,5,0.0,1.0,0.0,0.0,1.0,0.16666666666666666,0.8333333333333334,0.0,1.0
random_1,300,3,5,0.0,1.0,0.0,0.0,1.0,0.16666666666666666,0.8333333333333334,0.0,1.0
random_1,300,4,5,1.0,0.0,1.0,1.0,0.0,0.8333333333333334,0.16666666666666663,1.0,0.0
random_1,300,5,5,0.16666666666666666,0.8333333333333334,0.16666666666666666,0.16666666666666666,0.8333333333333334,0.0,0.6666666666666667,0.16666666666666666,0.8333333333333334
random_1,300,6,5,0.8333333333333334,0.16666666666666663,0.8333333333333334,0.8333333333333334,0.16666666666666663,0.6666666666666667,0.0,0.8333333333333334,0.16666666666666663
random_1,300,7,5,0.0,1.0,0.0,0.0,1.0,0.16666666666666666,0.8333333333333334,0.0,1.0
random_1,300,8,5,1.0,0.0,1.0,1.0,0.0,0.8333333333333334,0.16666666666666663,1.0,0.0
random_1,400,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,0,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
random_1,400,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,2,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
random_1,400,3,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
random_1,400,4,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
random_1,400,5,5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
random_1,400,6,5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
random_1,400,7,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,400,8,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,500,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,500,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,500,2,1,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
random_1,500,3,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,500,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,500,5,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,500,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,500,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,500,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,500,0,2,0.0,0.0,0.6568627450980392,0.3431372549019608,0.0,0.3431372549019608,0.0,0.0,0.0
random_1,500,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,500,2,2,0.6568627450980392,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
random_1,500,3,2,0.3431372549019608,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,500,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,500,5,2,0.3431372549019608,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,500,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,500,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,500,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,500,0,3,0.0,0.0,0.0347991142043657,0.13761467889908258,0.0,0.8623853211009175,0.0,0.0,0.0
random_1,500,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,500,2,3,0.0347991142043657,0.0,0.0,0.17241379310344826,0.0,0.8275862068965517,0.0,0.0,0.0
random_1,500,3,3,0.13761467889908258,0.0,0.17241379310344826,0.0,0.0,1.0,0.0,0.0,0.0
random_1,500,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,500,5,3,0.8623853211009175,0.0,0.8275862068965517,1.0,0.0,0.0,0.0,0.0,0.0
random_1,500,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,500,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,500,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,500,0,4,0.0,0.0,0.21004394224733208,0.05448838669177651,0.0,0.7899560577526679,0.0,0.0,0.0
random_1,500,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,500,2,4,0.21004394224733208,0.0,0.0,0.15555555555555559,0.0,1.0,0.0,0.0,0.0
random_1,500,3,4,0.05448838669177651,0.0,0.15555555555555559,0.0,0.0,0.8444444444444444,0.0,0.0,0.0
random_1,500,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,500,5,4,0.7899560577526679,0.0,1.0,0.8444444444444444,0.0,0.0,0.0,0.0,0.0
random_1,500,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,500,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,500,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,500,0,5,0.0,0.0,0.1601106474752684,0.8398893525247316,0.0,0.3521548647902438,0.0,0.0,0.0
random_1,500,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,500,2,5,0.1601106474752684,0.0,0.0,1.0,0.0,0.5122655122655122,0.0,0.0,0.0
random_1,500,3,5,0.8398893525247316,0.0,1.0,0.0,0.0,0.4877344877344878,0.0,0.0,0.0
random_1,500,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,500,5,5,0.3521548647902438,0.0,0.5122655122655122,0.4877344877344878,0.0,0.0,0.0,0.0,0.0
random_1,500,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,500,7,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,500,8,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,600,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,600,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,600,2,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,600,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,600,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,600,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,600,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,600,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
