filename,r,type_id,0,1,2,3,4,5,6,7,8,sample_time
random_1,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
random_1,1,1,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
random_1,1,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
random_1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
random_1,1,4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
random_1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
random_1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
random_1,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
random_1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
random_1,1,0,0.0,0.0,0.41538,0.15556,0.0,0.475,0.0,0.0,0.0,100
random_1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
random_1,1,2,0.41538,0.0,0.0,0.5,0.0,1.0,0.0,0.0,0.0,100
random_1,1,3,0.15556,0.0,0.5,0.0,0.0,0.65625,0.0,0.0,0.0,100
random_1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
random_1,1,5,0.475,0.0,1.0,0.65625,0.0,0.0,0.0,0.0,0.0,100
random_1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
random_1,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
random_1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
random_1,1,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,200
random_1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
random_1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
random_1,1,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
random_1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
random_1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
random_1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
random_1,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
random_1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
random_1,1,0,0.0,0.5,0.0,0.0,0.5,0.5625,0.5,0.5,0.0,300
random_1,1,1,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,300
random_1,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300
random_1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300
random_1,1,4,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,300
random_1,1,5,0.5625,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,300
random_1,1,6,0.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,300
random_1,1,7,0.5,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,300
random_1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300
random_1,1,0,0.0,0.0,0.66667,0.66667,0.0,0.0,0.0,0.0,0.0,400
random_1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400
random_1,1,2,0.66667,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,400
random_1,1,3,0.66667,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,400
random_1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400
random_1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400
random_1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400
random_1,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400
random_1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400
random_1,1,0,0.0,0.0,0.43509,0.62767,0.0,0.83333,0.0,0.0,0.0,500
random_1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500
random_1,1,2,0.43509,0.0,0.0,0.39522,0.0,0.63725,0.0,0.0,0.0,500
random_1,1,3,0.62767,0.0,0.39522,0.0,0.0,1.0,0.0,0.0,0.0,500
random_1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500
random_1,1,5,0.83333,0.0,0.63725,1.0,0.0,0.0,0.0,0.0,0.0,500
random_1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500
random_1,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500
random_1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500
random_1,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,600
random_1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600
random_1,1,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600
random_1,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600
random_1,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600
random_1,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600
random_1,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600
random_1,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600
random_1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600
random_1,2,0,0.0,0.13095,0.525,0.0,0.375,0.45,0.0,0.0,0.0,0
random_1,2,1,0.13095,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0
random_1,2,2,0.525,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
random_1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
random_1,2,4,0.375,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
random_1,2,5,0.45,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
random_1,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
random_1,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
random_1,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
random_1,2,0,0.0,0.0,0.67751,0.25972,0.0,0.45761,0.0,0.0,0.0,100
random_1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
random_1,2,2,0.67751,0.0,0.0,0.73457,0.0,1.0,0.0,0.0,0.0,100
random_1,2,3,0.25972,0.0,0.73457,0.0,0.0,0.52737,0.0,0.0,0.0,100
random_1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
random_1,2,5,0.45761,0.0,1.0,0.52737,0.0,0.0,0.0,0.0,0.0,100
random_1,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
random_1,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
random_1,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
random_1,2,0,0.0,0.0,0.0,0.87027,0.0,1.0,0.0,0.0,0.0,200
random_1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
random_1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
random_1,2,3,0.87027,0.0,0.0,0.0,0.0,0.88288,0.0,0.0,0.0,200
random_1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
random_1,2,5,1.0,0.0,0.0,0.88288,0.0,0.0,0.0,0.0,0.0,200
random_1,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
random_1,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
random_1,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200
random_1,2,0,0.0,0.5,0.5,0.0,0.5,0.56507,0.5,0.5,0.0,300
random_1,2,1,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,300
random_1,2,2,0.5,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,300
random_1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300
random_1,2,4,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,300
random_1,2,5,0.56507,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,300
random_1,2,6,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,300
random_1,2,7,0.5,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,300
random_1,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300
random_1,2,0,0.0,0.0,0.71021,1.0,0.0,0.0,0.0,0.0,0.0,400
random_1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400
random_1,2,2,0.71021,0.0,0.0,0.5148,0.0,0.0,0.0,0.0,0.0,400
random_1,2,3,1.0,0.0,0.5148,0.0,0.0,0.0,0.0,0.0,0.0,400
random_1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400
random_1,2,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400
random_1,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400
random_1,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400
random_1,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400
random_1,2,0,0.0,0.0,0.37087,0.77118,0.0,0.71691,0.0,0.0,0.0,500
random_1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500
random_1,2,2,0.37087,0.0,0.0,0.55714,0.0,0.47143,0.0,0.0,0.0,500
random_1,2,3,0.77118,0.0,0.55714,0.0,0.0,1.0,0.0,0.0,0.0,500
random_1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500
random_1,2,5,0.71691,0.0,0.47143,1.0,0.0,0.0,0.0,0.0,0.0,500
random_1,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500
random_1,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500
random_1,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500
random_1,2,0,0.0,0.0,0.24305,0.6,0.0,0.5,0.0,0.0,0.0,600
random_1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600
random_1,2,2,0.24305,0.0,0.0,0.3893,0.0,0.25403,0.0,0.0,0.0,600
random_1,2,3,0.6,0.0,0.3893,0.0,0.0,1.0,0.0,0.0,0.0,600
random_1,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600
random_1,2,5,0.5,0.0,0.25403,1.0,0.0,0.0,0.0,0.0,0.0,600
random_1,2,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600
random_1,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600
random_1,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600
random_1,3,0,0.0,0.30451,0.51316,0.43421,0.56842,0.35526,0.0,0.0,0.56842,0
random_1,3,1,0.30451,0.0,0.225,0.4125,0.84375,0.4125,0.0,0.0,0.84375,0
random_1,3,2,0.51316,0.225,0.0,0.375,1.0,0.5625,0.0,0.0,1.0,0
random_1,3,3,0.43421,0.4125,0.375,0.0,1.0,0.4375,0.0,0.0,1.0,0
random_1,3,4,0.56842,0.84375,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
random_1,3,5,0.35526,0.4125,0.5625,0.4375,1.0,0.0,0.0,0.0,1.0,0
random_1,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
random_1,3,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
random_1,3,8,0.56842,0.84375,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
random_1,3,0,0.0,0.0,0.30223,0.119,0.0,0.17839,0.0,0.38621,0.0,100
random_1,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
random_1,3,2,0.30223,0.0,0.0,0.29189,0.0,0.38519,0.0,1.0,0.0,100
random_1,3,3,0.119,0.0,0.29189,0.0,0.0,0.16486,0.0,0.41164,0.0,100
random_1,3,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
random_1,3,5,0.17839,0.0,0.38519,0.16486,0.0,0.0,0.0,0.6,0.0,100
random_1,3,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
random_1,3,7,0.38621,0.0,1.0,0.41164,0.0,0.6,0.0,0.0,0.0,100
random_1,3,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100
