filename,sample_time,type_id,0,1,2,3,4,5,6,7,8
random_3,600,7,0.99836,1.0,0.99427,0.99975,0.0,0.99965,0.0,0.0,0.0
random_3,600,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,0,0,0.0,0.65599,0.85251,0.80188,0.8511,0.88921,0.97725,0.99303,0.97733
random_4,0,1,0.65599,0.0,0.85677,0.80952,0.84951,0.88932,0.97701,0.99535,0.97663
random_4,0,2,0.85251,0.85677,0.0,0.86971,0.85976,0.89899,0.97909,0.99579,0.97879
random_4,0,3,0.80188,0.80952,0.86971,0.0,0.86199,0.88425,0.98055,0.99077,0.98119
random_4,0,4,0.8511,0.84951,0.85976,0.86199,0.0,0.89896,0.97571,0.99124,0.98085
random_4,0,5,0.88921,0.88932,0.89899,0.88425,0.89896,0.0,0.98339,0.99482,0.98116
random_4,0,6,0.97725,0.97701,0.97909,0.98055,0.97571,0.98339,0.0,0.98627,0.97966
random_4,0,7,0.99303,0.99535,0.99579,0.99077,0.99124,0.99482,0.98627,0.0,1.0
random_4,0,8,0.97733,0.97663,0.97879,0.98119,0.98085,0.98116,0.97966,1.0,0.0
random_4,100,0,0.0,0.98291,0.96921,0.65895,0.99227,0.87013,0.99249,0.97943,0.99654
random_4,100,1,0.98291,0.0,0.98063,0.9882,0.85491,0.98368,0.89374,0.98727,0.9463
random_4,100,2,0.96921,0.98063,0.0,0.97084,0.98738,0.96121,0.99541,0.96299,0.9996
random_4,100,3,0.65895,0.9882,0.97084,0.0,0.99242,0.84508,0.99329,0.95934,0.99891
random_4,100,4,0.99227,0.85491,0.98738,0.99242,0.0,0.98816,0.94992,0.99333,0.98264
random_4,100,5,0.87013,0.98368,0.96121,0.84508,0.98816,0.0,0.99448,0.96109,0.99915
random_4,100,6,0.99249,0.89374,0.99541,0.99329,0.94992,0.99448,0.0,0.99063,0.97268
random_4,100,7,0.97943,0.98727,0.96299,0.95934,0.99333,0.96109,0.99063,0.0,1.0
random_4,100,8,0.99654,0.9463,0.9996,0.99891,0.98264,0.99915,0.97268,1.0,0.0
random_4,200,0,0.0,0.98426,0.99186,0.84296,0.99468,0.95153,0.99876,0.99481,0.99862
random_4,200,1,0.98426,0.0,0.99724,0.9933,0.79371,0.98054,0.92826,0.98003,0.93168
random_4,200,2,0.99186,0.99724,0.0,0.99256,0.98747,0.99106,0.99937,0.9942,1.0
random_4,200,3,0.84296,0.9933,0.99256,0.0,0.9939,0.87107,0.99931,0.98241,0.99967
random_4,200,4,0.99468,0.79371,0.98747,0.9939,0.0,0.9634,0.92822,0.97007,0.97506
random_4,200,5,0.95153,0.98054,0.99106,0.87107,0.9634,0.0,0.99465,0.98051,0.99712
random_4,200,6,0.99876,0.92826,0.99937,0.99931,0.92822,0.99465,0.0,0.99394,0.87262
random_4,200,7,0.99481,0.98003,0.9942,0.98241,0.97007,0.98051,0.99394,0.0,0.95739
random_4,200,8,0.99862,0.93168,1.0,0.99967,0.97506,0.99712,0.87262,0.95739,0.0
random_4,300,0,0.0,0.99948,0.9871,0.86071,0.9848,0.92376,0.9832,0.99933,1.0
random_4,300,1,0.99948,0.0,0.99472,0.99429,0.90677,0.994,0.97638,0.99669,0.85366
random_4,300,2,0.9871,0.99472,0.0,0.96559,0.98797,0.97118,0.99594,0.99259,0.99613
random_4,300,3,0.86071,0.99429,0.96559,0.0,0.97419,0.89022,0.99475,0.99488,0.99814
random_4,300,4,0.9848,0.90677,0.98797,0.97419,0.0,0.93549,0.93642,0.97827,0.92578
random_4,300,5,0.92376,0.994,0.97118,0.89022,0.93549,0.0,0.97136,0.99118,0.99545
random_4,300,6,0.9832,0.97638,0.99594,0.99475,0.93642,0.97136,0.0,0.97997,0.87558
random_4,300,7,0.99933,0.99669,0.99259,0.99488,0.97827,0.99118,0.97997,0.0,0.99099
random_4,300,8,1.0,0.85366,0.99613,0.99814,0.92578,0.99545,0.87558,0.99099,0.0
random_4,400,0,0.0,0.9861,0.90022,0.90469,0.97795,0.94191,0.99583,0.99252,0.0
random_4,400,1,0.9861,0.0,0.98807,0.97583,0.99188,0.99169,1.0,0.99476,0.0
random_4,400,2,0.90022,0.98807,0.0,0.94737,0.99028,0.97473,0.99746,0.98981,0.0
random_4,400,3,0.90469,0.97583,0.94737,0.0,0.98219,0.92039,0.99799,0.99199,0.0
random_4,400,4,0.97795,0.99188,0.99028,0.98219,0.0,0.98427,0.99994,0.97315,0.0
random_4,400,5,0.94191,0.99169,0.97473,0.92039,0.98427,0.0,0.99934,0.989,0.0
random_4,400,6,0.99583,1.0,0.99746,0.99799,0.99994,0.99934,0.0,0.99712,0.0
random_4,400,7,0.99252,0.99476,0.98981,0.99199,0.97315,0.989,0.99712,0.0,0.0
random_4,400,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,500,0,0.0,0.99228,0.88873,0.83263,0.0,0.82033,0.0,0.99826,0.0
random_4,500,1,0.99228,0.0,0.98502,0.98911,0.0,0.9939,0.0,1.0,0.0
random_4,500,2,0.88873,0.98502,0.0,0.9504,0.0,0.96672,0.0,0.99439,0.0
random_4,500,3,0.83263,0.98911,0.9504,0.0,0.0,0.87766,0.0,0.99865,0.0
random_4,500,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,500,5,0.82033,0.9939,0.96672,0.87766,0.0,0.0,0.0,0.99828,0.0
random_4,500,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,500,7,0.99826,1.0,0.99439,0.99865,0.0,0.99828,0.0,0.0,0.0
random_4,500,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,600,0,0.0,0.9948,0.87055,0.90578,0.0,0.83179,0.0,0.99827,0.0
random_4,600,1,0.9948,0.0,0.97479,0.99594,0.0,0.99513,0.0,1.0,0.0
random_4,600,2,0.87055,0.97479,0.0,0.96406,0.0,0.93261,0.0,0.99373,0.0
random_4,600,3,0.90578,0.99594,0.96406,0.0,0.0,0.89892,0.0,0.99701,0.0
random_4,600,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,600,5,0.83179,0.99513,0.93261,0.89892,0.0,0.0,0.0,0.99744,0.0
random_4,600,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,600,7,0.99827,1.0,0.99373,0.99701,0.0,0.99744,0.0,0.0,0.0
random_4,600,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_5,0,0,0.0,0.65599,0.85251,0.80188,0.8511,0.88921,0.97725,0.99303,0.97733
random_5,0,1,0.65599,0.0,0.85677,0.80952,0.84951,0.88932,0.97701,0.99535,0.97663
random_5,0,2,0.85251,0.85677,0.0,0.86971,0.85976,0.89899,0.97909,0.99579,0.97879
random_5,0,3,0.80188,0.80952,0.86971,0.0,0.86199,0.88425,0.98055,0.99077,0.98119
random_5,0,4,0.8511,0.84951,0.85976,0.86199,0.0,0.89896,0.97571,0.99124,0.98085
random_5,0,5,0.88921,0.88932,0.89899,0.88425,0.89896,0.0,0.98339,0.99482,0.98116
random_5,0,6,0.97725,0.97701,0.97909,0.98055,0.97571,0.98339,0.0,0.98627,0.97966
random_5,0,7,0.99303,0.99535,0.99579,0.99077,0.99124,0.99482,0.98627,0.0,1.0
random_5,0,8,0.97733,0.97663,0.97879,0.98119,0.98085,0.98116,0.97966,1.0,0.0
random_5,100,0,0.0,0.98339,0.96898,0.67203,0.9925,0.8833,0.99133,0.97916,0.99576
random_5,100,1,0.98339,0.0,0.98012,0.9776,0.86765,0.98199,0.89908,0.97428,0.96992
random_5,100,2,0.96898,0.98012,0.0,0.96994,0.98625,0.96508,0.99377,0.97596,0.99957
random_5,100,3,0.67203,0.9776,0.96994,0.0,0.99129,0.85129,0.99178,0.95382,0.99872
random_5,100,4,0.9925,0.86765,0.98625,0.99129,0.0,0.98877,0.94018,0.978,0.97024
random_5,100,5,0.8833,0.98199,0.96508,0.85129,0.98877,0.0,0.9922,0.95816,1.0
random_5,100,6,0.99133,0.89908,0.99377,0.99178,0.94018,0.9922,0.0,0.98193,0.97884
random_5,100,7,0.97916,0.97428,0.97596,0.95382,0.978,0.95816,0.98193,0.0,0.99899
random_5,100,8,0.99576,0.96992,0.99957,0.99872,0.97024,1.0,0.97884,0.99899,0.0
random_5,200,0,0.0,0.98249,0.99039,0.77439,0.99296,0.94673,0.99957,0.99297,0.99946
random_5,200,1,0.98249,0.0,0.99841,0.98113,0.82431,0.98919,0.9405,0.98583,0.94463
random_5,200,2,0.99039,0.99841,0.0,0.98965,0.99274,0.99449,0.99963,0.97902,0.99967
random_5,200,3,0.77439,0.98113,0.98965,0.0,0.99193,0.9033,1.0,0.97682,0.99924
random_5,200,4,0.99296,0.82431,0.99274,0.99193,0.0,0.9768,0.95519,0.95989,0.93729
