filename,r,shannon,simpson
clustered_1,1,1.3918200109902072,0.6600295857988165
clustered_1,2,1.4042334183796752,0.6633199769991146
clustered_1,3,1.423915972621155,0.6737540282220402
clustered_1,4,1.4208545923035283,0.6637959407087216
clustered_1,5,1.4047945312511512,0.6564855854869687
clustered_10,1,1.4179798625210378,0.6775547866205305
clustered_10,2,1.3949128861819484,0.6581686667910422
clustered_10,3,1.3623940826118757,0.6443028086056173
clustered_10,4,1.3832262833839553,0.6490083788540735
clustered_10,5,1.3479192498544368,0.6397758871231636
clustered_11,1,1.2954497264680442,0.5988643391240793
clustered_11,2,1.2687487342076997,0.5951008793556871
clustered_11,3,1.3190097049748462,0.6222160421204672
clustered_11,4,1.3346950970150868,0.6236496722288198
clustered_11,5,1.337916894939752,0.6257533684749934
clustered_12,1,1.2653990288749797,0.5950295857988166
clustered_12,2,1.322505099550204,0.6150441764663892
clustered_12,3,1.399965403030144,0.6478857001991134
clustered_12,4,1.413201204465711,0.6518768847038274
clustered_12,5,1.4226527533510416,0.6578335410131914
clustered_13,1,1.3511261402732884,0.6590613181226362
clustered_13,2,1.3335871539765878,0.6504887543252595
clustered_13,3,1.3213366039869177,0.6475287571853237
clustered_13,4,1.347138656275799,0.6502599795323047
clustered_13,5,1.336208693419381,0.6470080472027016
clustered_14,1,1.4201978121682464,0.6566447191615157
clustered_14,2,1.3816923003692823,0.6423118266914609
clustered_14,3,1.3550088139405119,0.636617765916538
clustered_14,4,1.387118614923235,0.643156139681708
clustered_14,5,1.3725247022951896,0.6365159722047191
clustered_15,1,1.3276310816135242,0.6166858900422914
clustered_15,2,1.3294096261475552,0.609103684122601
clustered_15,3,1.3192287789976715,0.6094802950386322
clustered_15,4,1.328020132928273,0.6047616793156707
clustered_15,5,1.295378380979344,0.5911212145489505
clustered_16,1,1.3521427236106416,0.6680839002267573
clustered_16,2,1.3502667404349837,0.645694322972455
clustered_16,3,1.388476455451082,0.6581644586064569
clustered_16,4,1.4237431064772874,0.6682990868471622
clustered_16,5,1.4001552819170684,0.6610070892808477
clustered_17,1,1.3490737235986217,0.6274622770919067
clustered_17,2,1.373119187495347,0.6199931831190018
clustered_17,3,1.3397300560329075,0.6099750053510243
clustered_17,4,1.3464449919699473,0.6110273022816131
clustered_17,5,1.3398544418373703,0.6096779068920049
clustered_18,1,1.3905836552119735,0.6770862915331252
clustered_18,2,1.3666776384865233,0.6738291155230265
clustered_18,3,1.3032868523229153,0.6537093935790725
clustered_18,4,1.3277636949941336,0.6568539451067131
clustered_18,5,1.3365400650519563,0.6587275235923885
clustered_19,1,1.4099061499532923,0.6640040906012907
clustered_19,2,1.404427369117705,0.6611881028362436
clustered_19,3,1.3501242944990361,0.6442870019830539
clustered_19,4,1.3640176215415225,0.6434061245689413
clustered_19,5,1.340485982512312,0.6327971400933412
clustered_2,1,1.1667740427857658,0.560963167023773
clustered_2,2,1.2096453203231126,0.5715724014289967
clustered_2,3,1.2238353178969712,0.5788531697815007
clustered_2,4,1.2540178468225123,0.5892804326865368
clustered_2,5,1.2256074340489687,0.5783599112667366
clustered_20,1,1.5001219162838777,0.7123554656022189
clustered_20,2,1.464662782997365,0.6826990508848508
clustered_20,3,1.4610037534038143,0.6821512499852387
clustered_20,4,1.4596740053553316,0.6797897481492402
clustered_20,5,1.4436035550905124,0.6729139350429467
clustered_3,1,1.3004783819945893,0.619744627841794
clustered_3,2,1.2601189537260227,0.5859609602099833
clustered_3,3,1.2342329608328846,0.5782844943566604
clustered_3,4,1.247496567605241,0.5767293212605658
clustered_3,5,1.2740091253515569,0.586928472898268
clustered_4,1,1.373773650473772,0.6634999283388957
clustered_4,2,1.2993173372328837,0.6215561224489796
clustered_4,3,1.3023415329284507,0.622046337883977
clustered_4,4,1.323165824445951,0.6277865837496819
clustered_4,5,1.3080277827192857,0.6211156140822358
clustered_5,1,1.4811131923490544,0.6938585768151375
clustered_5,2,1.514896842790556,0.70031330557208
clustered_5,3,1.4731761859727182,0.6838340058188959
clustered_5,4,1.4874343286612948,0.686779649477832
clustered_5,5,1.480259800102492,0.6837664081974602
clustered_6,1,1.3820290620136304,0.6859182694869199
clustered_6,2,1.4689843951162302,0.7099427783637435
clustered_6,3,1.4307135877979378,0.6927961249262946
clustered_6,4,1.4259281992753265,0.6893188644271961
clustered_6,5,1.4264944346419128,0.6889074012068505
clustered_7,1,1.321506465914902,0.6157216349143535
clustered_7,2,1.2742645250691274,0.5815088480384508
clustered_7,3,1.2727367437048671,0.5771947060634042
clustered_7,4,1.267558502076986,0.5740039894254687
clustered_7,5,1.2653852565681294,0.5745937937589144
clustered_8,1,1.3966411719666931,0.6545124716553288
clustered_8,2,1.4411637321316142,0.6747184815021581
clustered_8,3,1.4464039017143184,0.6752373995617238
clustered_8,4,1.4768369408090787,0.6777367329169119
clustered_8,5,1.4730974869309845,0.672122235650526
clustered_9,1,1.501035226693136,0.7014374928289269
clustered_9,2,1.4008132468651164,0.6547096679037223
clustered_9,3,1.4018178704538036,0.6569203084482813
clustered_9,4,1.420502072873659,0.6617853654479156
clustered_9,5,1.391430769819845,0.6503838953293128
random_1,1,1.2409895033752059,0.5943080357142858
random_1,2,1.168479882035883,0.5587508410537758
random_1,3,1.1743200233888687,0.5549426227292388
random_1,4,1.1637448188738433,0.5480978632869957
random_1,5,1.1972005880160468,0.5612015021518351
random_10,1,1.3650137900905734,0.6782505383530111
random_10,2,1.289671410911066,0.6533247824556108
random_10,3,1.3022293723087828,0.656995519814574
random_10,4,1.3287198570321506,0.664385757634999
random_10,5,1.359150271667467,0.6728175317185698
random_11,1,1.2572374250350142,0.6066400596465068
random_11,2,1.2952635450895758,0.6334685322827922
random_11,3,1.336823043599138,0.6486609175006803
random_11,4,1.3202564429466417,0.6409899340427504
random_11,5,1.3422768578622177,0.648795177539872
random_12,1,1.373138240867653,0.6844324506662169
random_12,2,1.4500954941630093,0.7107132307348398
random_12,3,1.4862128028452564,0.717883633431873
random_12,4,1.485480133571871,0.7144037251241928
random_12,5,1.4818046315141893,0.7132071921010195
random_13,1,1.1606438939247303,0.5593532986111109
random_13,2,1.1545443033786362,0.5672614948900793
random_13,3,1.2060352786452737,0.5763072677729015
random_13,4,1.2147940384478504,0.5788470120491704
random_13,5,1.225628658699114,0.5797572850286057
random_14,1,1.4330730401336016,0.7033048513523057
random_14,2,1.4165474526019863,0.6862018266874582
random_14,3,1.4022374306297167,0.6740018855052337
random_14,4,1.4093522682607362,0.6762317160579547
random_14,5,1.4426727982518148,0.6852108569146651
random_15,1,1.2907186668980346,0.6461505614270048
random_15,2,1.3477470381362815,0.6721418027188402
random_15,3,1.3479983329324274,0.6693629220350039
random_15,4,1.3572166676460828,0.672469582923179
random_15,5,1.3584685129226577,0.6697530180402487
random_16,1,1.3484658271520409,0.6618828078524688
random_16,2,1.341647678958448,0.6468167513919147
random_16,3,1.3448526029530525,0.6535781950001709
random_16,4,1.3447711984449204,0.6471878950592345
random_16,5,1.3265881289046138,0.6338647012047686
random_17,1,1.022902199737922,0.5196408529741862
random_17,2,1.012522406149616,0.5184341235229124
random_17,3,1.0421466770107974,0.5219984399260567
random_17,4,1.0560298927890206,0.5254583399737418
random_17,5,1.0575238589921832,0.5261877945183336
random_18,1,1.4605733812773796,0.722979378270237
random_18,2,1.371775687413218,0.6911733650416172
random_18,3,1.345049511971427,0.6744367778437514
random_18,4,1.3489262981114851,0.6745885397430416
random_18,5,1.3547272820596086,0.6748229187584014
random_19,1,1.3247020999218329,0.6511347811359102
random_19,2,1.3174860258344159,0.6474473741319444
random_19,3,1.3464325635022754,0.651676794369477
random_19,4,1.3875712971650593,0.6723741659137816
random_19,5,1.4064137879325314,0.6799768841814504
random_2,1,1.4813671769819048,0.7203947368421053
random_2,2,1.4683884290398652,0.7106391059027778
random_2,3,1.4884990374027667,0.7112630038368735
random_2,4,1.5112008968539774,0.7210832161332129
random_2,5,1.4971607312626574,0.7180625943237829
random_20,1,1.3579676248448966,0.6978907517577069
random_20,2,1.3936360461721997,0.6995801742564388
random_20,3,1.3738628305417504,0.6895013408620441
random_20,4,1.3822501636924562,0.6896347043607114
random_20,5,1.3942755638324331,0.6913100049124845
random_3,1,1.3062513205579245,0.6664503790724677
random_3,2,1.3545638349093083,0.6721112275356832
random_3,3,1.4154041476484966,0.6915998439624037
random_3,4,1.41266197042189,0.690829904394394
random_3,5,1.3953775991352875,0.6851267376453591
random_4,1,1.271551780114175,0.6488642659279779
random_4,2,1.271456342746828,0.648870025951557
random_4,3,1.3188483467453764,0.6580462257617729
random_4,4,1.3346438713634166,0.6659307320876482
random_4,5,1.354757581914785,0.6699454287642563
random_5,1,1.3703018356163952,0.7010337536220533
random_5,2,1.373348091002768,0.6923409363745499
random_5,3,1.3931875042415018,0.6927861060006021
random_5,4,1.3845810432940728,0.688020403091699
random_5,5,1.3942426292348977,0.6881083990613903
random_6,1,1.3791152978375345,0.7092160000000001
random_6,2,1.3294707290596768,0.68804488638353
random_6,3,1.3324118517676693,0.6838924226927945
random_6,4,1.3267280061806368,0.681024025955795
random_6,5,1.3293494215020445,0.6789786960883236
random_7,1,1.1250289943407448,0.5650255661066471
