filename,r,type_id,0,1,2,3,4,5,6,7,8
random_5,2,6,0.5607,0.51538,0.59593,0.625,1.0,0.625,0.0,0.0,0.0
random_5,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_5,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_5,3,0,0.0,0.18588,0.11256,0.08845,0.17748,0.08306,0.2889,0.31868,0.24286
random_5,3,1,0.18588,0.0,0.24085,0.19828,0.14498,0.19002,0.25643,0.24766,0.23586
random_5,3,2,0.11256,0.24085,0.0,0.06249,0.20324,0.13012,0.29926,0.3629,0.18456
random_5,3,3,0.08845,0.19828,0.06249,0.0,0.19561,0.11153,0.29427,0.3364,0.21549
random_5,3,4,0.17748,0.14498,0.20324,0.19561,0.0,0.1495,0.32095,0.10976,0.31504
random_5,3,5,0.08306,0.19002,0.13012,0.11153,0.1495,0.0,0.33482,0.27273,0.30907
random_5,3,6,0.2889,0.25643,0.29926,0.29427,0.32095,0.33482,0.0,1.0,0.45
random_5,3,7,0.31868,0.24766,0.3629,0.3364,0.10976,0.27273,1.0,0.0,0.75
random_5,3,8,0.24286,0.23586,0.18456,0.21549,0.31504,0.30907,0.45,0.75,0.0
random_5,4,0,0.0,0.41619,0.27786,0.19539,0.35218,0.20919,0.56858,0.55719,0.55801
random_5,4,1,0.41619,0.0,0.4782,0.43378,0.27016,0.47347,0.47495,0.26683,0.471
random_5,4,2,0.27786,0.4782,0.0,0.13622,0.43287,0.26734,0.52962,0.48223,0.35958
random_5,4,3,0.19539,0.43378,0.13622,0.0,0.40741,0.21938,0.53878,0.50816,0.46531
random_5,4,4,0.35218,0.27016,0.43287,0.40741,0.0,0.33553,0.64951,0.56078,0.70275
random_5,4,5,0.20919,0.47347,0.26734,0.21938,0.33553,0.0,0.62075,0.58751,0.63683
random_5,4,6,0.56858,0.47495,0.52962,0.53878,0.64951,0.62075,0.0,1.0,1.0
random_5,4,7,0.55719,0.26683,0.48223,0.50816,0.56078,0.58751,1.0,0.0,0.7619
random_5,4,8,0.55801,0.471,0.35958,0.46531,0.70275,0.63683,1.0,0.7619,0.0
random_5,5,0,0.0,0.60574,0.41941,0.21742,0.52254,0.25138,0.6364,0.6352,0.62142
random_5,5,1,0.60574,0.0,0.71668,0.66573,0.41671,0.71575,0.64634,0.60778,0.66746
random_5,5,2,0.41941,0.71668,0.0,0.24371,0.66312,0.44724,0.65879,0.40005,0.30436
random_5,5,3,0.21742,0.66573,0.24371,0.0,0.60476,0.30661,0.65748,0.58682,0.51028
random_5,5,4,0.52254,0.41671,0.66312,0.60476,0.0,0.47887,0.98855,0.83107,0.82921
random_5,5,5,0.25138,0.71575,0.44724,0.30661,0.47887,0.0,0.7096,0.64165,0.64917
random_5,5,6,0.6364,0.64634,0.65879,0.65748,0.98855,0.7096,0.0,1.0,0.7874
random_5,5,7,0.6352,0.60778,0.40005,0.58682,0.83107,0.64165,1.0,0.0,0.57579
random_5,5,8,0.62142,0.66746,0.30436,0.51028,0.82921,0.64917,0.7874,0.57579,0.0
random_6,1,0,0.0,0.58858,0.25375,0.26039,0.36468,0.45281,0.0,0.0,0.0
random_6,1,1,0.58858,0.0,0.42,0.69414,1.0,0.88421,0.0,0.0,0.0
random_6,1,2,0.25375,0.42,0.0,0.22669,0.49474,0.55263,0.0,0.0,0.0
random_6,1,3,0.26039,0.69414,0.22669,0.0,0.59678,0.57547,0.0,0.0,0.0
random_6,1,4,0.36468,1.0,0.49474,0.59678,0.0,0.89404,0.0,0.0,0.0
random_6,1,5,0.45281,0.88421,0.55263,0.57547,0.89404,0.0,0.0,0.0,0.0
random_6,1,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_6,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_6,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_6,2,0,0.0,0.29564,0.12536,0.1585,0.24487,0.17924,0.41591,0.0,0.0
random_6,2,1,0.29564,0.0,0.33378,0.37494,0.43365,0.28988,0.02429,0.0,0.0
random_6,2,2,0.12536,0.33378,0.0,0.13838,0.31373,0.20112,0.45701,0.0,0.0
random_6,2,3,0.1585,0.37494,0.13838,0.0,0.35694,0.28825,0.555,0.0,0.0
random_6,2,4,0.24487,0.43365,0.31373,0.35694,0.0,0.52242,1.0,0.0,0.0
random_6,2,5,0.17924,0.28988,0.20112,0.28825,0.52242,0.0,0.57143,0.0,0.0
random_6,2,6,0.41591,0.02429,0.45701,0.555,1.0,0.57143,0.0,0.0,0.0
random_6,2,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_6,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_6,3,0,0.0,0.21882,0.08485,0.09524,0.10404,0.11655,0.22671,0.30387,0.24224
random_6,3,1,0.21882,0.0,0.23921,0.23121,0.30725,0.18954,0.17436,0.27273,0.24173
random_6,3,2,0.08485,0.23921,0.0,0.08481,0.15838,0.11322,0.22471,0.28272,0.29955
random_6,3,3,0.09524,0.23121,0.08481,0.0,0.14069,0.14367,0.16675,0.33267,0.27551
random_6,3,4,0.10404,0.30725,0.15838,0.14069,0.0,0.1683,0.32381,0.42857,0.40179
random_6,3,5,0.11655,0.18954,0.11322,0.14367,0.1683,0.0,0.25156,0.37969,0.32812
random_6,3,6,0.22671,0.17436,0.22471,0.16675,0.32381,0.25156,0.0,0.75,0.33
random_6,3,7,0.30387,0.27273,0.28272,0.33267,0.42857,0.37969,0.75,0.0,1.0
random_6,3,8,0.24224,0.24173,0.29955,0.27551,0.40179,0.32812,0.33,1.0,0.0
random_6,4,0,0.0,0.5256,0.20497,0.17942,0.1878,0.22559,0.55544,0.38201,0.62316
random_6,4,1,0.5256,0.0,0.57411,0.54067,0.58469,0.60561,0.54134,0.63365,0.50656
random_6,4,2,0.20497,0.57411,0.0,0.15229,0.25274,0.2843,0.60857,0.29346,0.73512
random_6,4,3,0.17942,0.54067,0.15229,0.0,0.12891,0.29159,0.4807,0.37616,0.68797
random_6,4,4,0.1878,0.58469,0.25274,0.12891,0.0,0.27055,0.5232,0.461,0.77935
random_6,4,5,0.22559,0.60561,0.2843,0.29159,0.27055,0.0,0.62988,0.44553,0.83537
random_6,4,6,0.55544,0.54134,0.60857,0.4807,0.5232,0.62988,0.0,0.81579,0.89474
random_6,4,7,0.38201,0.63365,0.29346,0.37616,0.461,0.44553,0.81579,0.0,1.0
random_6,4,8,0.62316,0.50656,0.73512,0.68797,0.77935,0.83537,0.89474,1.0,0.0
random_6,5,0,0.0,0.73722,0.29162,0.26411,0.21943,0.35857,0.78959,0.4305,0.63063
random_6,5,1,0.73722,0.0,0.8005,0.76637,0.76692,0.8658,0.7417,0.7777,0.83451
random_6,5,2,0.29162,0.8005,0.0,0.19327,0.28996,0.36551,0.9027,0.24188,0.71211
random_6,5,3,0.26411,0.76637,0.19327,0.0,0.17577,0.40841,0.78744,0.35596,0.61594
random_6,5,4,0.21943,0.76692,0.28996,0.17577,0.0,0.45976,0.76228,0.41282,0.6166
random_6,5,5,0.35857,0.8658,0.36551,0.40841,0.45976,0.0,0.86238,0.51324,0.84746
random_6,5,6,0.78959,0.7417,0.9027,0.78744,0.76228,0.86238,0.0,1.0,0.91097
random_6,5,7,0.4305,0.7777,0.24188,0.35596,0.41282,0.51324,1.0,0.0,0.63241
random_6,5,8,0.63063,0.83451,0.71211,0.61594,0.6166,0.84746,0.91097,0.63241,0.0
random_7,1,0,0.0,0.33571,0.15373,0.19048,0.26429,0.125,0.0,0.40385,0.0
random_7,1,1,0.33571,0.0,0.32174,0.42593,0.44444,0.38333,0.0,1.0,0.0
random_7,1,2,0.15373,0.32174,0.0,0.16747,0.28696,0.16018,0.0,0.40134,0.0
random_7,1,3,0.19048,0.42593,0.16747,0.0,0.44444,0.21795,0.0,0.64286,0.0
random_7,1,4,0.26429,0.44444,0.28696,0.44444,0.0,0.31667,0.0,1.0,0.0
random_7,1,5,0.125,0.38333,0.16018,0.21795,0.31667,0.0,0.0,0.65625,0.0
