filename,r,sample_time,type_id,0,1,2,3,4,5,6,7,8
random_1,1,300,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,1,400,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,1,400,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,1,400,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,1,400,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,1,400,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,1,400,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,1,400,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,1,400,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,1,400,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,1,500,0,0.0,0.0,0.45636,0.68485,0.0,0.65625,0.0,0.0,0.0
random_1,1,500,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,1,500,2,0.45636,0.0,0.0,0.46732,0.0,0.53824,0.0,0.0,0.0
random_1,1,500,3,0.68485,0.0,0.46732,0.0,0.0,1.0,0.0,0.0,0.0
random_1,1,500,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,1,500,5,0.65625,0.0,0.53824,1.0,0.0,0.0,0.0,0.0,0.0
random_1,1,500,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,1,500,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,1,500,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,1,600,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,1,600,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,1,600,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,1,600,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,1,600,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,1,600,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,1,600,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,1,600,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,1,600,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,0,0,0.0,0.10407,0.1875,0.375,0.22115,0.3125,0.0,0.0,0.0
random_1,2,0,1,0.10407,0.0,0.19091,0.32727,0.27273,0.27273,0.0,0.0,0.0
random_1,2,0,2,0.1875,0.19091,0.0,0.72,0.42857,0.5,0.0,0.0,0.0
random_1,2,0,3,0.375,0.32727,0.72,0.0,0.75,1.0,0.0,0.0,0.0
random_1,2,0,4,0.22115,0.27273,0.42857,0.75,0.0,0.6,0.0,0.0,0.0
random_1,2,0,5,0.3125,0.27273,0.5,1.0,0.6,0.0,0.0,0.0,0.0
random_1,2,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,100,0,0.0,0.0,0.375,0.13979,0.0,0.17472,0.0,0.375,0.0
random_1,2,100,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,100,2,0.375,0.0,0.0,0.30288,0.0,0.4375,0.0,1.0,0.0
random_1,2,100,3,0.13979,0.0,0.30288,0.0,0.0,0.15,0.0,0.42857,0.0
random_1,2,100,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,100,5,0.17472,0.0,0.4375,0.15,0.0,0.0,0.0,0.6,0.0
random_1,2,100,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,100,7,0.375,0.0,1.0,0.42857,0.0,0.6,0.0,0.0,0.0
random_1,2,100,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,200,0,0.0,0.0,0.0,0.49231,0.0,0.56599,0.0,0.0,0.0
random_1,2,200,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,200,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,200,3,0.49231,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
random_1,2,200,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,200,5,0.56599,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
random_1,2,200,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,200,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,200,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,300,0,0.0,1.0,0.75,0.0,1.0,0.0,1.0,0.0,0.0
random_1,2,300,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,300,2,0.75,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
random_1,2,300,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,300,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,300,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,300,6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,300,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,300,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,400,0,0.0,0.0,0.47619,1.0,0.0,0.0,0.0,0.0,0.0
random_1,2,400,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,400,2,0.47619,0.0,0.0,0.85714,0.0,0.0,0.0,0.0,0.0
random_1,2,400,3,1.0,0.0,0.85714,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,400,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,400,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,400,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,400,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,400,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,500,0,0.0,0.0,0.49627,1.0,0.0,0.7767,0.0,0.0,0.0
random_1,2,500,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,500,2,0.49627,0.0,0.0,0.71773,0.0,0.53823,0.0,0.0,0.0
random_1,2,500,3,1.0,0.0,0.71773,0.0,0.0,0.85677,0.0,0.0,0.0
random_1,2,500,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,500,5,0.7767,0.0,0.53823,0.85677,0.0,0.0,0.0,0.0,0.0
random_1,2,500,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,500,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,500,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,600,0,0.0,0.0,0.63993,0.0,0.0,1.0,0.0,0.0,0.0
random_1,2,600,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,600,2,0.63993,0.0,0.0,0.0,0.0,0.62222,0.0,0.0,0.0
random_1,2,600,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,600,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,600,5,1.0,0.0,0.62222,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,600,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,600,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,2,600,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,3,0,0,0.0,0.08608,0.11665,0.18569,0.14223,0.13828,0.28416,0.0,0.25426
random_1,3,0,1,0.08608,0.0,0.11408,0.175,0.16667,0.15,0.36364,0.0,0.31944
random_1,3,0,2,0.11665,0.11408,0.0,0.24148,0.17614,0.15341,0.40909,0.0,0.33333
random_1,3,0,3,0.18569,0.175,0.24148,0.0,0.3,0.2625,0.5,0.0,0.42857
random_1,3,0,4,0.14223,0.16667,0.17614,0.3,0.0,0.3,0.5,0.0,0.42857
random_1,3,0,5,0.13828,0.15,0.15341,0.2625,0.3,0.0,0.5625,0.0,0.42857
random_1,3,0,6,0.28416,0.36364,0.40909,0.5,0.5,0.5625,0.0,0.0,1.0
random_1,3,0,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,3,0,8,0.25426,0.31944,0.33333,0.42857,0.42857,0.42857,1.0,0.0,0.0
random_1,3,100,0,0.0,0.0,0.31034,0.11968,0.0,0.12931,0.0,0.40556,0.0
random_1,3,100,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,3,100,2,0.31034,0.0,0.0,0.2475,0.0,0.32812,0.0,1.0,0.0
random_1,3,100,3,0.11968,0.0,0.2475,0.0,0.0,0.12589,0.0,0.475,0.0
random_1,3,100,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,3,100,5,0.12931,0.0,0.32812,0.12589,0.0,0.0,0.0,0.42857,0.0
random_1,3,100,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,3,100,7,0.40556,0.0,1.0,0.475,0.0,0.42857,0.0,0.0,0.0
random_1,3,100,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,3,200,0,0.0,0.0,0.0,0.72727,0.0,0.81051,0.0,0.0,0.0
random_1,3,200,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,3,200,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,3,200,3,0.72727,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
random_1,3,200,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,3,200,5,0.81051,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
random_1,3,200,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,3,200,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,3,200,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,3,300,0,0.0,1.0,0.6,0.0,1.0,1.0,1.0,0.0,1.0
random_1,3,300,1,1.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
random_1,3,300,2,0.6,0.75,0.0,0.0,0.75,0.75,0.75,0.0,0.75
random_1,3,300,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,3,300,4,1.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
random_1,3,300,5,1.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
random_1,3,300,6,1.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
random_1,3,300,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,3,300,8,1.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0
random_1,3,400,0,0.0,0.0,0.34385,0.61728,0.0,1.0,0.0,0.0,0.0
random_1,3,400,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,3,400,2,0.34385,0.0,0.0,0.24143,0.0,0.42328,0.0,0.0,0.0
random_1,3,400,3,0.61728,0.0,0.24143,0.0,0.0,0.74074,0.0,0.0,0.0
random_1,3,400,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,3,400,5,1.0,0.0,0.42328,0.74074,0.0,0.0,0.0,0.0,0.0
random_1,3,400,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,3,400,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,3,400,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,3,500,0,0.0,0.0,0.6167,1.0,0.0,0.93751,0.0,0.0,0.0
random_1,3,500,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,3,500,2,0.6167,0.0,0.0,0.76515,0.0,0.6389,0.0,0.0,0.0
random_1,3,500,3,1.0,0.0,0.76515,0.0,0.0,0.8235,0.0,0.0,0.0
random_1,3,500,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,3,500,5,0.93751,0.0,0.6389,0.8235,0.0,0.0,0.0,0.0,0.0
random_1,3,500,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,3,500,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,3,500,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,3,600,0,0.0,0.0,0.31979,0.74545,0.0,0.5,0.0,0.0,0.0
random_1,3,600,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,3,600,2,0.31979,0.0,0.0,0.52474,0.0,0.25472,0.0,0.0,0.0
random_1,3,600,3,0.74545,0.0,0.52474,0.0,0.0,1.0,0.0,0.0,0.0
random_1,3,600,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,3,600,5,0.5,0.0,0.25472,1.0,0.0,0.0,0.0,0.0,0.0
random_1,3,600,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,3,600,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,3,600,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,4,0,0,0.0,0.04423,0.07359,0.10939,0.10191,0.08604,0.33083,0.35338,0.34586
random_1,4,0,1,0.04423,0.0,0.10823,0.11765,0.11818,0.13163,0.35714,0.33929,0.32143
random_1,4,0,2,0.07359,0.10823,0.0,0.13325,0.1443,0.1443,0.35714,0.42857,0.33333
random_1,4,0,3,0.10939,0.11765,0.13325,0.0,0.11089,0.16662,0.24887,0.40724,0.40724
random_1,4,0,4,0.10191,0.11818,0.1443,0.11089,0.0,0.13636,0.38182,0.49091,0.49091
random_1,4,0,5,0.08604,0.13163,0.1443,0.16662,0.13636,0.0,0.39091,0.49091,0.49091
random_1,4,0,6,0.33083,0.35714,0.35714,0.24887,0.38182,0.39091,0.0,1.0,1.0
random_1,4,0,7,0.35338,0.33929,0.42857,0.40724,0.49091,0.49091,1.0,0.0,1.0
random_1,4,0,8,0.34586,0.32143,0.33333,0.40724,0.49091,0.49091,1.0,1.0,0.0
random_1,4,100,0,0.0,0.0,0.37938,0.13818,0.0,0.16014,0.0,0.5426,0.0
random_1,4,100,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,4,100,2,0.37938,0.0,0.0,0.30758,0.0,0.35065,0.0,1.0,0.0
random_1,4,100,3,0.13818,0.0,0.30758,0.0,0.0,0.11497,0.0,0.51818,0.0
random_1,4,100,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,4,100,5,0.16014,0.0,0.35065,0.11497,0.0,0.0,0.0,0.57143,0.0
random_1,4,100,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,4,100,7,0.5426,0.0,1.0,0.51818,0.0,0.57143,0.0,0.0,0.0
random_1,4,100,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,4,200,0,0.0,0.50435,0.0,0.41743,0.0,0.38804,0.0,0.0,0.0
random_1,4,200,1,0.50435,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
random_1,4,200,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,4,200,3,0.41743,1.0,0.0,0.0,0.0,0.42456,0.0,0.0,0.0
random_1,4,200,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,4,200,5,0.38804,1.0,0.0,0.42456,0.0,0.0,0.0,0.0,0.0
random_1,4,200,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,4,200,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,4,200,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,4,300,0,0.0,0.88889,0.53333,0.0,0.88889,0.66667,0.66667,0.0,0.88889
random_1,4,300,1,0.88889,0.0,0.66667,0.0,0.0,1.0,0.33333,0.0,0.0
random_1,4,300,2,0.53333,0.66667,0.0,0.0,0.66667,0.50476,0.53333,0.0,0.66667
random_1,4,300,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,4,300,4,0.88889,0.0,0.66667,0.0,0.0,1.0,0.33333,0.0,0.0
random_1,4,300,5,0.66667,1.0,0.50476,0.0,1.0,0.0,0.66667,0.0,1.0
random_1,4,300,6,0.66667,0.33333,0.53333,0.0,0.33333,0.66667,0.0,0.0,0.33333
random_1,4,300,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,4,300,8,0.88889,0.0,0.66667,0.0,0.0,1.0,0.33333,0.0,0.0
random_1,4,400,0,0.0,0.0,0.17538,0.20098,0.0,0.70588,0.0,0.5,0.0
random_1,4,400,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,4,400,2,0.17538,0.0,0.0,0.14988,0.0,0.28889,0.0,0.27778,0.0
random_1,4,400,3,0.20098,0.0,0.14988,0.0,0.0,0.5,0.0,0.5625,0.0
random_1,4,400,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,4,400,5,0.70588,0.0,0.28889,0.5,0.0,0.0,0.0,1.0,0.0
random_1,4,400,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,4,400,7,0.5,0.0,0.27778,0.5625,0.0,1.0,0.0,0.0,0.0
random_1,4,400,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,4,500,0,0.0,0.0,0.29211,0.42434,0.0,0.50501,0.0,0.61991,0.0
random_1,4,500,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,4,500,2,0.29211,0.0,0.0,0.33261,0.0,0.31066,0.0,0.61862,0.0
random_1,4,500,3,0.42434,0.0,0.33261,0.0,0.0,0.45228,0.0,0.83333,0.0
random_1,4,500,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,4,500,5,0.50501,0.0,0.31066,0.45228,0.0,0.0,0.0,1.0,0.0
random_1,4,500,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,4,500,7,0.61991,0.0,0.61862,0.83333,0.0,1.0,0.0,0.0,0.0
random_1,4,500,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,4,600,0,0.0,0.0,0.29689,0.75532,0.0,0.5,0.0,0.0,0.0
random_1,4,600,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,4,600,2,0.29689,0.0,0.0,0.51337,0.0,0.26218,0.0,0.0,0.0
random_1,4,600,3,0.75532,0.0,0.51337,0.0,0.0,1.0,0.0,0.0,0.0
random_1,4,600,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,4,600,5,0.5,0.0,0.26218,1.0,0.0,0.0,0.0,0.0,0.0
random_1,4,600,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,4,600,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,4,600,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,5,0,0,0.0,0.07189,0.12571,0.1219,0.09424,0.18343,0.52163,0.42857,0.35357
random_1,5,0,1,0.07189,0.0,0.13549,0.15856,0.10572,0.21776,0.55598,0.44595,0.36486
random_1,5,0,2,0.12571,0.13549,0.0,0.19481,0.15639,0.14286,0.53571,0.3956,0.37755
random_1,5,0,3,0.1219,0.15856,0.19481,0.0,0.1445,0.21,0.47143,0.52,0.3625
random_1,5,0,4,0.09424,0.10572,0.15639,0.1445,0.0,0.22682,0.55263,0.47368,0.33835
random_1,5,0,5,0.18343,0.21776,0.14286,0.21,0.22682,0.0,0.50714,0.52597,0.4881
random_1,5,0,6,0.52163,0.55598,0.53571,0.47143,0.55263,0.50714,0.0,0.8,1.0
random_1,5,0,7,0.42857,0.44595,0.3956,0.52,0.47368,0.52597,0.8,0.0,0.78571
random_1,5,0,8,0.35357,0.36486,0.37755,0.3625,0.33835,0.4881,1.0,0.78571,0.0
random_1,5,100,0,0.0,0.0,0.66735,0.22174,0.0,0.25952,0.0,0.83929,0.0
random_1,5,100,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,5,100,2,0.66735,0.0,0.0,0.50816,0.0,0.6,0.0,1.0,0.0
random_1,5,100,3,0.22174,0.0,0.50816,0.0,0.0,0.20963,0.0,0.71074,0.0
random_1,5,100,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,5,100,5,0.25952,0.0,0.6,0.20963,0.0,0.0,0.0,0.9,0.0
random_1,5,100,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,5,100,7,0.83929,0.0,1.0,0.71074,0.0,0.9,0.0,0.0,0.0
random_1,5,100,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,5,200,0,0.0,0.25612,0.26115,0.1522,0.0,0.15643,0.0,0.21007,0.0
random_1,5,200,1,0.25612,0.0,1.0,0.3125,0.0,0.4,0.0,1.0,0.0
random_1,5,200,2,0.26115,1.0,0.0,0.22222,0.0,0.4,0.0,1.0,0.0
random_1,5,200,3,0.1522,0.3125,0.22222,0.0,0.0,0.10938,0.0,0.32292,0.0
random_1,5,200,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,5,200,5,0.15643,0.4,0.4,0.10938,0.0,0.0,0.0,0.525,0.0
random_1,5,200,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,5,200,7,0.21007,1.0,1.0,0.32292,0.0,0.525,0.0,0.0,0.0
random_1,5,200,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,5,300,0,0.0,0.53333,0.41253,0.0,0.53333,0.44444,0.44444,0.0,0.53333
random_1,5,300,1,0.53333,0.0,0.53333,0.0,0.0,1.0,0.22222,0.0,0.0
random_1,5,300,2,0.41253,0.53333,0.0,0.0,0.53333,0.46296,0.44444,0.0,0.53333
random_1,5,300,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,5,300,4,0.53333,0.0,0.53333,0.0,0.0,1.0,0.22222,0.0,0.0
random_1,5,300,5,0.44444,1.0,0.46296,0.0,1.0,0.0,0.69444,0.0,1.0
random_1,5,300,6,0.44444,0.22222,0.44444,0.0,0.22222,0.69444,0.0,0.0,0.22222
random_1,5,300,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,5,300,8,0.53333,0.0,0.53333,0.0,0.0,1.0,0.22222,0.0,0.0
random_1,5,400,0,0.0,0.0,0.26896,0.26553,0.0,0.55978,0.6,0.75,0.0
random_1,5,400,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_1,5,400,2,0.26896,0.0,0.0,0.2147,0.0,0.2378,0.32095,0.4061,0.0
random_1,5,400,3,0.26553,0.0,0.2147,0.0,0.0,0.33036,0.5,0.6375,0.0
