filename,sample_time,r,type_id,mae,mdae
random_1,500,4,1,0.0,0.0
random_1,500,5,1,0.0,0.0
random_1,500,1,2,0.2982488888888889,0.28820999999999997
random_1,500,2,2,0.26599222222222224,0.06255
random_1,500,3,2,0.23615666666666663,0.015129999999999977
random_1,500,4,2,0.28801777777777776,0.24333000000000005
random_1,500,5,2,0.25451,0.11678999999999995
random_1,500,1,3,0.2635366666666667,0.010380000000000056
random_1,500,2,3,0.2525088888888889,0.06255
random_1,500,3,3,0.24354333333333336,0.015129999999999977
random_1,500,4,3,0.22776666666666667,0.030279999999999974
random_1,500,5,3,0.2340666666666667,0.13639
random_1,500,1,4,0.0,0.0
random_1,500,2,4,0.0,0.0
random_1,500,3,4,0.0,0.0
random_1,500,4,4,0.0,0.0
random_1,500,5,4,0.0,0.0
random_1,500,1,5,0.2746,0.11551
random_1,500,2,5,0.24640111111111113,0.0049399999999999444
random_1,500,3,5,0.24938666666666665,0.03927000000000003
random_1,500,4,5,0.24876888888888893,0.13626000000000005
random_1,500,5,5,0.2523066666666667,0.13626000000000005
random_1,500,1,6,0.5341066666666667,0.91415
random_1,500,2,6,0.5341066666666667,0.91415
random_1,500,3,6,0.5341066666666667,0.91415
random_1,500,4,6,0.5341066666666667,0.91415
random_1,500,5,6,0.5341066666666667,0.91415
random_1,500,1,7,0.4948411111111111,0.86195
random_1,500,2,7,0.4948411111111111,0.86195
random_1,500,3,7,0.4948411111111111,0.86195
random_1,500,4,7,0.18380333333333335,0.030279999999999974
random_1,500,5,7,0.16630555555555557,0.10731000000000002
random_1,500,1,8,0.0,0.0
random_1,500,2,8,0.0,0.0
random_1,500,3,8,0.0,0.0
random_1,500,4,8,0.0,0.0
random_1,500,5,8,0.0,0.0
random_1,600,1,0,0.3200444444444444,0.0
random_1,600,2,0,0.24794333333333332,0.0
random_1,600,3,0,0.22124444444444447,0.0
random_1,600,4,0,0.22269222222222218,0.0
random_1,600,5,0,0.21153777777777777,0.0
random_1,600,1,1,0.0,0.0
random_1,600,2,1,0.0,0.0
random_1,600,3,1,0.0,0.0
random_1,600,4,1,0.0,0.0
random_1,600,5,1,0.0,0.0
random_1,600,1,2,0.3380911111111111,0.0
random_1,600,2,2,0.2729677777777778,0.0
random_1,600,3,2,0.29106777777777776,0.0
random_1,600,4,2,0.2940466666666667,0.0
random_1,600,5,2,0.2955655555555555,0.0
random_1,600,1,3,0.4200822222222222,0.0
random_1,600,2,3,0.4200822222222222,0.0
random_1,600,3,3,0.18235,0.0
random_1,600,4,3,0.1825166666666667,0.0
random_1,600,5,3,0.1639988888888889,0.0
random_1,600,1,4,0.0,0.0
random_1,600,2,4,0.0,0.0
random_1,600,3,4,0.0,0.0
random_1,600,4,4,0.0,0.0
random_1,600,5,4,0.0,0.0
random_1,600,1,5,0.4100555555555555,0.0
random_1,600,2,5,0.26480666666666663,0.0
random_1,600,3,5,0.22959777777777773,0.0
random_1,600,4,5,0.22876888888888885,0.0
random_1,600,5,5,0.2600355555555555,0.0
random_1,600,1,6,0.0,0.0
random_1,600,2,6,0.0,0.0
random_1,600,3,6,0.0,0.0
random_1,600,4,6,0.0,0.0
random_1,600,5,6,0.0,0.0
random_1,600,1,7,0.44284666666666667,0.0
random_1,600,2,7,0.44284666666666667,0.0
random_1,600,3,7,0.44284666666666667,0.0
random_1,600,4,7,0.44284666666666667,0.0
random_1,600,5,7,0.16052444444444444,0.0
random_1,600,1,8,0.0,0.0
random_1,600,2,8,0.0,0.0
random_1,600,3,8,0.0,0.0
random_1,600,4,8,0.0,0.0
random_1,600,5,8,0.0,0.0
random_2,0,1,0,0.5434622222222223,0.42252999999999996
random_2,0,2,0,0.6442311111111111,0.62995
random_2,0,3,0,0.6434388888888889,0.70887
random_2,0,4,0,0.6170077777777778,0.64642
random_2,0,5,0,0.5663733333333333,0.6237600000000001
random_2,0,1,1,0.5442444444444444,0.51618
random_2,0,2,1,0.6491544444444445,0.61659
random_2,0,3,1,0.6261322222222222,0.6571899999999999
random_2,0,4,1,0.6080355555555554,0.65606
random_2,0,5,1,0.5504322222222222,0.6117699999999999
random_2,0,1,2,0.5391100000000001,0.35251
random_2,0,2,2,0.5849366666666667,0.66501
random_2,0,3,2,0.6385811111111112,0.68362
random_2,0,4,2,0.6187444444444444,0.71546
random_2,0,5,2,0.5808099999999999,0.6748999999999999
random_2,0,1,3,0.46560444444444443,0.13029000000000002
random_2,0,2,3,0.47101,0.42688000000000004
random_2,0,3,3,0.56518,0.61619
random_2,0,4,3,0.6087455555555555,0.69249
random_2,0,5,3,0.555128888888889,0.65096
random_2,0,1,4,0.5730244444444446,0.51618
random_2,0,2,4,0.5551855555555556,0.5767800000000001
random_2,0,3,4,0.5839455555555555,0.5989599999999999
random_2,0,4,4,0.5882044444444444,0.71546
random_2,0,5,4,0.5751988888888888,0.67214
random_2,0,1,5,0.8244555555555556,0.89896
random_2,0,2,5,0.5518188888888889,0.57671
random_2,0,3,5,0.60276,0.62175
random_2,0,4,5,0.5980466666666666,0.71763
random_2,0,5,5,0.5464466666666666,0.6715599999999999
random_2,0,1,6,0.8709922222222222,0.97909
random_2,0,2,6,0.8709922222222222,0.97909
random_2,0,3,6,0.4733577777777777,0.48055000000000003
random_2,0,4,6,0.42670666666666673,0.59389
random_2,0,5,6,0.3261211111111111,0.42308
random_2,0,1,7,0.88303,0.99303
random_2,0,2,7,0.88303,0.99303
random_2,0,3,7,0.88303,0.99303
random_2,0,4,7,0.3849366666666667,0.5039100000000001
random_2,0,5,7,0.3968655555555556,0.47077
random_2,0,1,8,0.8728455555555557,0.97966
random_2,0,2,8,0.8728455555555557,0.97966
random_2,0,3,8,0.5226166666666666,0.55262
random_2,0,4,8,0.3896233333333333,0.49025
random_2,0,5,8,0.42507222222222224,0.60124
random_2,100,1,0,0.790201111111111,0.97889
random_2,100,2,0,0.7635966666666667,0.96648
random_2,100,3,0,0.7377788888888889,0.7970700000000001
random_2,100,4,0,0.7377066666666667,0.76629
random_2,100,5,0,0.7179388888888889,0.75716
random_2,100,1,1,0.8457144444444444,0.97875
random_2,100,2,1,0.8457144444444444,0.97875
random_2,100,3,1,0.8457144444444444,0.97875
random_2,100,4,1,0.8457144444444444,0.97875
random_2,100,5,1,0.8457144444444444,0.97875
random_2,100,1,2,0.8707255555555555,0.9791
random_2,100,2,2,0.8707255555555555,0.9791
random_2,100,3,2,0.58181,0.73039
random_2,100,4,2,0.5786244444444445,0.6088399999999999
random_2,100,5,2,0.6219722222222221,0.6493099999999999
random_2,100,1,3,0.7855411111111111,0.96598
random_2,100,2,3,0.7113488888888888,0.96598
random_2,100,3,3,0.668881111111111,0.60371
random_2,100,4,3,0.7161399999999999,0.73587
random_2,100,5,3,0.6940588888888889,0.7124199999999999
random_2,100,1,4,0.8538133333333333,0.98173
random_2,100,2,4,0.8538133333333333,0.98173
random_2,100,3,4,0.8538133333333333,0.98173
random_2,100,4,4,0.5817477777777778,0.73587
random_2,100,5,4,0.5314566666666667,0.61087
random_2,100,1,5,0.8462777777777777,0.96768
random_2,100,2,5,0.6654077777777778,0.96768
random_2,100,3,5,0.5618444444444444,0.60993
random_2,100,4,5,0.7030688888888889,0.7190399999999999
random_2,100,5,5,0.6827822222222222,0.7124199999999999
random_2,100,1,6,0.8614522222222223,0.98933
random_2,100,2,6,0.8614522222222223,0.98933
random_2,100,3,6,0.8614522222222223,0.98933
random_2,100,4,6,0.8614522222222223,0.98933
random_2,100,5,6,0.8614522222222223,0.98933
random_2,100,1,7,0.8686977777777778,0.97891
random_2,100,2,7,0.6999488888888888,0.97891
random_2,100,3,7,0.6011799999999999,0.7970700000000001
random_2,100,4,7,0.6567666666666666,0.81754
random_2,100,5,7,0.6092211111111111,0.75295
random_2,100,1,8,0.8812877777777778,0.995
random_2,100,2,8,0.8812877777777778,0.995
random_2,100,3,8,0.8812877777777778,0.995
random_2,100,4,8,0.8812877777777778,0.995
random_2,100,5,8,0.8812877777777778,0.995
random_2,200,1,0,0.8612311111111111,0.98619
random_2,200,2,0,0.7285777777777778,0.98619
random_2,200,3,0,0.7565688888888888,0.97746
random_2,200,4,0,0.6609544444444444,0.63432
random_2,200,5,0,0.6924044444444443,0.70116
random_2,200,1,1,0.8508433333333333,0.98167
random_2,200,2,1,0.8508433333333333,0.98167
random_2,200,3,1,0.8508433333333333,0.98167
random_2,200,4,1,0.3400166666666667,0.18696000000000002
random_2,200,5,1,0.4542811111111111,0.32799
random_2,200,1,2,0.8804955555555556,0.98841
random_2,200,2,2,0.8804955555555556,0.98841
random_2,200,3,2,0.8804955555555556,0.98841
random_2,200,4,2,0.3445744444444444,0.011820000000000053
random_2,200,5,2,0.3726033333333334,0.32153
random_2,200,1,3,0.8523111111111111,0.98167
random_2,200,2,3,0.7129699999999999,0.98167
random_2,200,3,3,0.7003600000000001,0.98167
random_2,200,4,3,0.49059777777777774,0.44275
random_2,200,5,3,0.5144344444444445,0.48167000000000004
random_2,200,1,4,0.8400022222222222,0.96219
random_2,200,2,4,0.8400022222222222,0.96219
random_2,200,3,4,0.8400022222222222,0.96219
random_2,200,4,4,0.35828333333333334,0.18696000000000002
random_2,200,5,4,0.34285111111111116,0.05401
random_2,200,1,5,0.8601422222222223,0.96796
random_2,200,2,5,0.6947233333333334,0.96796
random_2,200,3,5,0.6394177777777778,0.96219
random_2,200,4,5,0.3263044444444444,0.03781000000000001
random_2,200,5,5,0.36492888888888886,0.22057000000000004
random_2,200,1,6,0.8556344444444444,0.94616
random_2,200,2,6,0.8556344444444444,0.94616
random_2,200,3,6,0.8556344444444444,0.94616
random_2,200,4,6,0.8556344444444444,0.94616
random_2,200,5,6,0.8556344444444444,0.94616
random_2,200,1,7,0.8640755555555555,0.97139
random_2,200,2,7,0.8640755555555555,0.97139
random_2,200,3,7,0.6807199999999999,0.94599
random_2,200,4,7,0.36649888888888893,0.05401
random_2,200,5,7,0.4163044444444444,0.31628999999999996
random_2,200,1,8,0.8714977777777778,0.98689
random_2,200,2,8,0.8714977777777778,0.98689
random_2,200,3,8,0.8714977777777778,0.98689
random_2,200,4,8,0.8714977777777778,0.98689
random_2,200,5,8,0.8714977777777778,0.98689
random_2,300,1,0,0.41833555555555557,0.19923999999999997
random_2,300,2,0,0.4158866666666667,0.21294000000000002
random_2,300,3,0,0.43897555555555556,0.36214
random_2,300,4,0,0.29265444444444444,0.32661000000000007
random_2,300,5,0,0.2936944444444445,0.28794
random_2,300,1,1,0.47072888888888886,0.31020000000000003
random_2,300,2,1,0.46629444444444446,0.23897999999999997
random_2,300,3,1,0.542548888888889,0.48221
random_2,300,4,1,0.5235955555555556,0.48935999999999996
random_2,300,5,1,0.5450333333333333,0.56293
random_2,300,1,2,0.50838,0.49415
random_2,300,2,2,0.49307666666666666,0.42415
random_2,300,3,2,0.5253166666666667,0.51796
random_2,300,4,2,0.42367222222222223,0.4213
random_2,300,5,2,0.37926444444444446,0.45661000000000007
random_2,300,1,3,0.42562,0.19923999999999997
random_2,300,2,3,0.4934766666666666,0.20960999999999996
random_2,300,3,3,0.5083055555555556,0.40449999999999997
random_2,300,4,3,0.39071,0.3410500000000001
random_2,300,5,3,0.41069,0.3542700000000001
random_2,300,1,4,0.5632111111111111,0.47375999999999996
random_2,300,2,4,0.5284822222222222,0.42415
random_2,300,3,4,0.52027,0.50865
random_2,300,4,4,0.42661333333333334,0.34658
random_2,300,5,4,0.4188777777777778,0.33246000000000003
random_2,300,1,5,0.4016911111111111,0.09980999999999995
random_2,300,2,5,0.43492555555555557,0.22455000000000003
random_2,300,3,5,0.4899688888888889,0.44715000000000005
random_2,300,4,5,0.40185000000000004,0.3410500000000001
random_2,300,5,5,0.4019044444444445,0.3542700000000001
random_2,300,1,6,0.8536277777777778,0.95748
random_2,300,2,6,0.8536277777777778,0.95748
random_2,300,3,6,0.3932688888888889,0.24153999999999998
random_2,300,4,6,0.3788244444444444,0.20748
random_2,300,5,6,0.3706377777777778,0.20748
random_2,300,1,7,0.8753088888888889,0.98885
random_2,300,2,7,0.8753088888888889,0.98885
random_2,300,3,7,0.8753088888888889,0.98885
random_2,300,4,7,0.8753088888888889,0.98885
random_2,300,5,7,0.8753088888888889,0.98885
random_2,300,1,8,0.8749188888888889,0.98885
random_2,300,2,8,0.8749188888888889,0.98885
random_2,300,3,8,0.8749188888888889,0.98885
random_2,300,4,8,0.39728,0.2479
random_2,300,5,8,0.38909333333333335,0.2479
random_2,400,1,0,0.5602066666666666,0.81566
random_2,400,2,0,0.5494644444444445,0.81566
random_2,400,3,0,0.5746477777777778,0.81566
random_2,400,4,0,0.6023866666666667,0.81566
random_2,400,5,0,0.6082388888888889,0.81566
random_2,400,1,1,0.8271866666666666,0.95058
random_2,400,2,1,0.8271866666666666,0.95058
random_2,400,3,1,0.8271866666666666,0.95058
random_2,400,4,1,0.8271866666666666,0.95058
random_2,400,5,1,0.8271866666666666,0.95058
random_2,400,1,2,0.6720922222222223,0.94308
random_2,400,2,2,0.63574,0.9005
random_2,400,3,2,0.6809122222222221,0.9005
random_2,400,4,2,0.67473,0.9005
random_2,400,5,2,0.68937,0.9005
random_2,400,1,3,0.81656,0.93887
random_2,400,2,3,0.81656,0.93887
random_2,400,3,3,0.81656,0.93887
random_2,400,4,3,0.81656,0.93887
random_2,400,5,3,0.81656,0.93887
random_2,400,1,4,0.6049433333333334,0.89639
random_2,400,2,4,0.5964666666666666,0.89639
random_2,400,3,4,0.6155144444444445,0.89639
random_2,400,4,4,0.5853555555555555,0.89639
random_2,400,5,4,0.59388,0.89639
random_2,400,1,5,0.8274433333333333,0.943
random_2,400,2,5,0.8274433333333333,0.943
random_2,400,3,5,0.8274433333333333,0.943
random_2,400,4,5,0.8274433333333333,0.943
random_2,400,5,5,0.8274433333333333,0.943
random_2,400,1,6,0.64866,0.94108
random_2,400,2,6,0.6303666666666667,0.78497
random_2,400,3,6,0.6313077777777778,0.78497
random_2,400,4,6,0.6164344444444444,0.78497
random_2,400,5,6,0.622871111111111,0.78497
random_2,400,1,7,0.8486777777777779,0.94907
random_2,400,2,7,0.8486777777777779,0.94907
random_2,400,3,7,0.8486777777777779,0.94907
random_2,400,4,7,0.8486777777777779,0.94907
random_2,400,5,7,0.8486777777777779,0.94907
random_2,400,1,8,0.8838455555555557,0.99641
random_2,400,2,8,0.8838455555555557,0.99641
random_2,400,3,8,0.8838455555555557,0.99641
random_2,400,4,8,0.8838455555555557,0.99641
random_2,400,5,8,0.8838455555555557,0.99641
random_2,500,1,0,0.42658888888888885,0.14368000000000003
random_2,500,2,0,0.4270566666666667,0.14368000000000003
random_2,500,3,0,0.31913222222222226,0.07643
random_2,500,4,0,0.3630133333333333,0.30382
random_2,500,5,0,0.3852411111111111,0.24856999999999996
random_2,500,1,1,0.0,0.0
random_2,500,2,1,0.0,0.0
random_2,500,3,1,0.0,0.0
random_2,500,4,1,0.0,0.0
random_2,500,5,1,0.0,0.0
random_2,500,1,2,0.5478733333333333,0.6184499999999999
random_2,500,2,2,0.5448355555555556,0.65063
random_2,500,3,2,0.48679999999999995,0.59046
random_2,500,4,2,0.5096577777777779,0.63162
random_2,500,5,2,0.4776488888888889,0.54552
random_2,500,1,3,0.42046,0.14368000000000003
random_2,500,2,3,0.42178333333333334,0.14368000000000003
random_2,500,3,3,0.41845,0.18964999999999999
random_2,500,4,3,0.39145111111111114,0.31603000000000003
random_2,500,5,3,0.34388,0.14342
random_2,500,1,4,0.6472922222222223,0.99435
random_2,500,2,4,0.6472922222222223,0.99435
random_2,500,3,4,0.6472922222222223,0.99435
random_2,500,4,4,0.6472922222222223,0.99435
random_2,500,5,4,0.6472922222222223,0.99435
random_2,500,1,5,0.4309522222222222,0.10199999999999998
random_2,500,2,5,0.41990777777777777,0.07403000000000004
random_2,500,3,5,0.30918,0.056579999999999964
random_2,500,4,5,0.39919444444444446,0.30382
random_2,500,5,5,0.3329844444444444,0.14342
random_2,500,1,6,0.6447222222222222,0.97976
random_2,500,2,6,0.6447222222222222,0.97976
random_2,500,3,6,0.38435888888888886,0.020240000000000036
random_2,500,4,6,0.33118000000000003,0.23738000000000004
random_2,500,5,6,0.28327555555555556,0.012619999999999965
random_2,500,1,7,0.6649177777777777,0.99525
random_2,500,2,7,0.6649177777777777,0.99525
random_2,500,3,7,0.6649177777777777,0.99525
random_2,500,4,7,0.6649177777777777,0.99525
random_2,500,5,7,0.6649177777777777,0.99525
random_2,500,1,8,0.0,0.0
random_2,500,2,8,0.0,0.0
random_2,500,3,8,0.0,0.0
random_2,500,4,8,0.0,0.0
random_2,500,5,8,0.0,0.0
