filename,sample_time,r,sample_id,mser
random_2,0,2,9,-0.0278813778813778
random_2,0,2,10,-0.0313001813001813
random_2,0,2,11,-0.0278813778813778
random_2,0,3,0,-0.0221481481481481
random_2,0,3,1,-0.0299057239057239
random_2,0,3,2,-0.0221481481481481
random_2,0,3,3,-0.0299057239057239
random_2,0,3,4,-0.0099730639730639
random_2,0,3,5,0.0405050505050505
random_2,0,3,6,-0.0074410774410774
random_2,0,3,7,-0.0278316498316498
random_2,0,3,8,-0.0239797979797979
random_2,0,3,9,0.0029831649831649
random_2,0,3,10,-0.0239797979797979
random_2,0,3,11,0.0029831649831649
random_2,0,4,0,-0.0241972571240863
random_2,0,4,1,-0.0326886753716022
random_2,0,4,2,-0.0241972571240863
random_2,0,4,3,-0.0326886753716022
random_2,0,4,4,-0.0156565656565656
random_2,0,4,5,0.0138252443130491
random_2,0,4,6,0.0120185595795351
random_2,0,4,7,-0.026036790670937
random_2,0,4,8,0.0222016917138868
random_2,0,4,9,-0.0014330294818099
random_2,0,4,10,0.0222016917138868
random_2,0,4,11,-0.0014330294818099
random_2,0,5,0,-0.0227217530496219
random_2,0,5,1,-0.0289148313738477
random_2,0,5,2,-0.0227217530496219
random_2,0,5,3,-0.0289148313738477
random_2,0,5,4,-0.0123447590660705
random_2,0,5,5,0.0545206159960258
random_2,0,5,6,0.0248357895898879
random_2,0,5,7,-0.0198515206711928
random_2,0,5,8,0.0072280178837555
random_2,0,5,9,0.005572114588508
random_2,0,5,10,0.0072280178837555
random_2,0,5,11,0.005572114588508
random_2,100,1,0,-0.05
random_2,100,1,1,-0.0472036967129454
random_2,100,1,2,-0.0472036967129454
random_2,100,1,3,-0.05
random_2,100,1,4,0.0055161611311934
random_2,100,1,5,-0.0388147868517819
random_2,100,1,6,-0.05
random_2,100,1,7,-0.0472036967129454
random_2,100,1,8,-0.0472036967129454
random_2,100,1,9,-0.0416110901388364
random_2,100,1,10,-0.05
random_2,100,1,11,-0.05
random_2,100,2,0,0.100693806322087
random_2,100,2,1,-0.0467734962072447
random_2,100,2,2,-0.0467734962072447
random_2,100,2,3,-0.045697994942993
random_2,100,2,4,-0.0211191214843941
random_2,100,2,5,-0.045697994942993
random_2,100,2,6,-0.05
random_2,100,2,7,-0.0446224936787413
random_2,100,2,8,-0.0478489974714965
random_2,100,2,9,-0.0446224936787413
random_2,100,2,10,-0.0151869018383843
random_2,100,2,11,-0.0451996582156649
random_2,100,3,0,0.0308569570153394
random_2,100,3,1,-0.0099699685350129
random_2,100,3,2,-0.0449666540833018
random_2,100,3,3,-0.0466444360555345
random_2,100,3,4,-0.0216416683160026
random_2,100,3,5,-0.0477629573703563
random_2,100,3,6,-0.05
random_2,100,3,7,-0.0449666540833018
random_2,100,3,8,-0.0477629573703563
random_2,100,3,9,-0.0449666540833018
random_2,100,3,10,-0.0182274727102172
random_2,100,3,11,-0.0469445616147348
random_2,100,4,0,-0.0003559648336887
random_2,100,4,1,-0.0155511884159852
random_2,100,4,2,0.0065479122396461
random_2,100,4,3,-0.0464318648339514
random_2,100,4,4,0.0241398350329429
random_2,100,4,5,-0.0476129118281241
random_2,100,4,6,-0.0484779404098449
random_2,100,4,7,-0.0455668362522306
random_2,100,4,8,-0.0392777189953543
random_2,100,4,9,-0.0445437984642838
random_2,100,4,10,-0.0306265077501324
random_2,100,4,11,-0.0340295150329247
random_2,100,5,0,-0.0131052163233053
random_2,100,5,1,-0.0246768311423389
random_2,100,5,2,-0.0108463609180023
random_2,100,5,3,-0.0473725400287989
random_2,100,5,4,0.0095597284971988
random_2,100,5,5,-0.0339296574961616
random_2,100,5,6,-0.0487477711535798
random_2,100,5,7,-0.0318668108089903
random_2,100,5,8,-0.0407303742769192
random_2,100,5,9,-0.0454158962507303
random_2,100,5,10,-0.0365200620472932
random_2,100,5,11,-0.0365320767319899
random_2,200,1,0,-0.05
random_2,200,1,1,-0.05
random_2,200,1,2,-0.05
random_2,200,1,3,-0.0392524580803882
random_2,200,1,4,-0.05
random_2,200,1,5,-0.05
random_2,200,1,6,-0.05
random_2,200,1,7,-0.05
random_2,200,1,8,-0.05
random_2,200,1,9,-0.047313114520097
random_2,200,1,10,-0.05
random_2,200,1,11,-0.05
random_2,200,2,0,-0.05
random_2,200,2,1,-0.0489665825077296
random_2,200,2,2,-0.05
random_2,200,2,3,-0.0448329125386482
random_2,200,2,4,-0.05
random_2,200,2,5,-0.05
random_2,200,2,6,-0.023037919438712
random_2,200,2,7,0.0221104116461875
random_2,200,2,8,-0.05
random_2,200,2,9,-0.038632407585026
random_2,200,2,10,-0.0380690859577615
random_2,200,2,11,-0.05
random_2,200,3,0,-0.05
random_2,200,3,1,-0.0494626229040194
random_2,200,3,2,-0.05
random_2,200,3,3,-0.0440888519442135
random_2,200,3,4,-0.05
random_2,200,3,5,-0.0494626229040194
random_2,200,3,6,-0.0292382657101857
random_2,200,3,7,0.0266069593999768
random_2,200,3,8,-0.05
random_2,200,3,9,-0.0360281955045047
random_2,200,3,10,0.125475434917837
random_2,200,3,11,-0.05
random_2,200,4,0,-0.0234636269251309
random_2,200,4,1,-0.0477063172732535
random_2,200,4,2,-0.0492141401815818
random_2,200,4,3,-0.0447572966245796
random_2,200,4,4,-0.05
random_2,200,4,5,-0.0490169931171086
random_2,200,4,6,0.0096441155732968
random_2,200,4,7,-0.0013224256244753
random_2,200,4,8,-0.05
random_2,200,4,9,-0.0385315863662679
random_2,200,4,10,0.248293812769346
random_2,200,4,11,-0.05
random_2,200,5,0,-0.0229381513236053
random_2,200,5,1,-0.0477976348525385
random_2,200,5,2,-0.0477994687216936
random_2,200,5,3,-0.0431726680428695
random_2,200,5,4,-0.05
random_2,200,5,5,-0.0493392904557615
random_2,200,5,6,-0.0083696765524299
random_2,200,5,7,-0.015740630472244
random_2,200,5,8,-0.05
random_2,200,5,9,-0.0387679377479467
random_2,200,5,10,0.160663177930157
random_2,200,5,11,-0.0497797634852538
random_2,300,1,0,-0.05
random_2,300,1,1,-0.0176326303545238
random_2,300,1,2,0.1990981377157988
random_2,300,1,3,-0.05
random_2,300,1,4,-0.0220650883441581
random_2,300,1,5,-0.0338163151772619
random_2,300,1,6,-0.05
random_2,300,1,7,-0.05
random_2,300,1,8,-0.0338163151772619
random_2,300,1,9,0.0853981552001353
random_2,300,1,10,-0.0210906939136876
random_2,300,1,11,-0.05
random_2,300,2,0,0.0020762135385136
random_2,300,2,1,-0.0081389174602302
random_2,300,2,2,0.081490311926681
random_2,300,2,3,-0.05
random_2,300,2,4,-0.0392558032092915
random_2,300,2,5,0.0180473407955647
random_2,300,2,6,-0.05
random_2,300,2,7,-0.05
random_2,300,2,8,-0.0437755058374084
random_2,300,2,9,0.0558516335476054
random_2,300,2,10,-0.0388810361206491
random_2,300,2,11,-0.05
random_2,300,3,0,-0.0229203689599729
random_2,300,3,1,0.0451944455669258
random_2,300,3,2,0.1009352340444047
random_2,300,3,3,-0.05
random_2,300,3,4,0.0148144936203415
random_2,300,3,5,-0.0146153827863063
random_2,300,3,6,-0.05
random_2,300,3,7,-0.05
random_2,300,3,8,-0.0385255186101819
random_2,300,3,9,0.0112279609976596
random_2,300,3,10,-0.0413272081741062
random_2,300,3,11,-0.05
random_2,300,4,0,-0.033488029853642
random_2,300,4,1,0.0632745530230499
random_2,300,4,2,0.215679447665474
random_2,300,4,3,-0.05
random_2,300,4,4,0.0060330028416881
random_2,300,4,5,-0.0048744076878445
random_2,300,4,6,-0.05
random_2,300,4,7,-0.05
random_2,300,4,8,-0.030802244085877
random_2,300,4,9,0.0086950477560932
random_2,300,4,10,-0.0341351369038529
random_2,300,4,11,-0.05
random_2,300,5,0,-0.0389017905573659
random_2,300,5,1,0.0602499566007587
random_2,300,5,2,0.1783411516642369
random_2,300,5,3,-0.05
random_2,300,5,4,0.0056289765138937
random_2,300,5,5,0.0098181990484746
random_2,300,5,6,-0.05
random_2,300,5,7,-0.05
random_2,300,5,8,-0.0248004414705384
random_2,300,5,9,-0.0065658445361883
random_2,300,5,10,-0.033412693229165
random_2,300,5,11,-0.05
random_2,400,1,0,-0.05
random_2,400,1,1,-0.0149767971280973
random_2,400,1,2,0.2720955984156777
random_2,400,1,3,-0.0149767971280973
random_2,400,1,4,-0.0419444570312303
random_2,400,1,5,-0.05
random_2,400,1,6,-0.05
random_2,400,1,7,-0.05
random_2,400,1,8,-0.05
random_2,400,1,9,-0.05
random_2,400,1,10,-0.05
random_2,400,1,11,-0.05
random_2,400,2,0,-0.05
random_2,400,2,1,-0.0365295373569605
random_2,400,2,2,0.0947898383446722
random_2,400,2,3,0.0038818505721579
random_2,400,2,4,-0.0259947983656769
random_2,400,2,5,-0.05
random_2,400,2,6,-0.05
random_2,400,2,7,-0.05
random_2,400,2,8,0.0634294645290163
random_2,400,2,9,0.0529760065904644
random_2,400,2,10,-0.05
random_2,400,2,11,-0.05
random_2,400,3,0,-0.05
random_2,400,3,1,-0.0359907188512389
random_2,400,3,2,0.0307265140672765
random_2,400,3,3,0.0340556868925663
random_2,400,3,4,-0.032081497022105
random_2,400,3,5,-0.05
random_2,400,3,6,-0.0445642018719529
random_2,400,3,7,-0.0391284037439059
random_2,400,3,8,0.1215141665372185
random_2,400,3,9,0.0570950468540829
random_2,400,3,10,-0.05
random_2,400,3,11,-0.05
random_2,400,4,0,-0.05
random_2,400,4,1,-0.0371866330956453
random_2,400,4,2,0.0025379952410509
random_2,400,4,3,0.0695914244406431
random_2,400,4,4,-0.0291305503890024
random_2,400,4,5,-0.05
random_2,400,4,6,-0.0466854889463127
random_2,400,4,7,-0.0334274447315639
random_2,400,4,8,0.0550730005085948
random_2,400,4,9,0.0153018578378554
random_2,400,4,10,-0.05
random_2,400,4,11,-0.0433709778926255
random_2,400,5,0,-0.05
random_2,400,5,1,-0.0311906560950833
random_2,400,5,2,-0.0102320047330255
random_2,400,5,3,0.0562179103492128
random_2,400,5,4,-0.0330849163590832
random_2,400,5,5,-0.05
random_2,400,5,6,-0.0477722138819479
random_2,400,5,7,-0.0388610694097397
random_2,400,5,8,0.0219434172219685
random_2,400,5,9,0.0377828252902319
random_2,400,5,10,-0.05
random_2,400,5,11,-0.0433166416458438
random_2,500,1,0,-0.0388888888888888
random_2,500,1,1,0.1589592629878913
random_2,500,1,2,-0.0011681637079472
random_2,500,1,3,-0.0326021013587319
random_2,500,1,4,-0.0388888888888888
random_2,500,1,5,-0.0326021013587319
random_2,500,1,6,-0.0388888888888888
random_2,500,1,7,0.0004141671183168
random_2,500,1,8,-0.0388888888888888
random_2,500,1,9,0.0434652182190944
random_2,500,1,10,-0.0326021013587319
random_2,500,1,11,-0.026315313828575
random_2,500,2,0,-0.0388888888888888
random_2,500,2,1,0.0396245493445484
random_2,500,2,2,-0.0098729464420107
random_2,500,2,3,-0.0340528984810758
random_2,500,2,4,-0.0388888888888888
random_2,500,2,5,-0.0340528984810758
random_2,500,2,6,-0.0388888888888888
random_2,500,2,7,-0.0237723288861174
random_2,500,2,8,-0.0388888888888888
random_2,500,2,9,0.0041232384047148
random_2,500,2,10,-0.0340528984810758
random_2,500,2,11,-0.0292169080732628
random_2,500,3,0,-0.0207944585807181
random_2,500,3,1,0.0242376291922393
random_2,500,3,2,-0.0162564537803239
random_2,500,3,3,-0.0326021013587319
