filename,sample_time,r,type_id,ae,ser
random_2,200,3,8,0.05,-0.05
random_2,200,4,0,0.031077117811531774,-0.031077117811531774
random_2,200,4,1,0.049656360293340654,-0.049656360293340654
random_2,200,4,2,0.020436363636363634,-0.020436363636363634
random_2,200,4,3,0.018790496132146804,-0.018790496132146804
random_2,200,4,4,0.030097919216646257,-0.030097919216646257
random_2,200,4,5,0.016195426195426188,-0.016195426195426188
random_2,200,4,6,0.05,-0.05
random_2,200,4,7,0.1566984463276836,0.1566984463276836
random_2,200,4,8,0.05,-0.05
random_2,200,5,0,0.028857301191465776,-0.028857301191465776
random_2,200,5,1,0.048614152066558176,-0.048614152066558176
random_2,200,5,2,0.030128787878787876,-0.030128787878787876
random_2,200,5,3,0.021395044494852557,-0.021395044494852557
random_2,200,5,4,0.029934720522235815,-0.029934720522235815
random_2,200,5,5,0.027278239778239774,-0.027278239778239774
random_2,200,5,6,0.05,-0.05
random_2,200,5,7,0.0889265536723164,0.0889265536723164
random_2,200,5,8,0.05,-0.05
random_2,300,1,0,0.028318020435265743,-0.028318020435265743
random_2,300,1,1,0.016269052352551355,0.016269052352551355
random_2,300,1,2,0.07055455093429777,0.07055455093429777
random_2,300,1,3,0.02904881625811858,-0.02904881625811858
random_2,300,1,4,0.001448945531785765,-0.001448945531785765
random_2,300,1,5,0.051548616400101555,0.051548616400101555
random_2,300,1,6,0.049999999999999996,-0.049999999999999996
random_2,300,1,7,0.05,-0.05
random_2,300,1,8,0.05,-0.05
random_2,300,2,0,0.04166077187847251,-0.04166077187847251
random_2,300,2,1,0.004799391153081512,0.004799391153081512
random_2,300,2,2,0.042733574442435196,0.042733574442435196
random_2,300,2,3,0.025825607584328513,-0.025825607584328513
random_2,300,2,4,0.02665824609315734,-0.02665824609315734
random_2,300,2,5,0.06717123635440467,0.06717123635440467
random_2,300,2,6,0.049999999999999996,-0.049999999999999996
random_2,300,2,7,0.05,-0.05
random_2,300,2,8,0.05,-0.05
random_2,300,3,0,0.03915901021763287,-0.03915901021763287
random_2,300,3,1,0.013618290258449304,0.013618290258449304
random_2,300,3,2,0.02233273056057866,0.02233273056057866
random_2,300,3,3,0.008663314477267965,0.008663314477267965
random_2,300,3,4,0.03300713093612502,-0.03300713093612502
random_2,300,3,5,0.031238893120081237,0.031238893120081237
random_2,300,3,6,0.012599345488546045,-0.012599345488546045
random_2,300,3,7,0.05,-0.05
random_2,300,3,8,0.05,-0.05
random_2,300,4,0,0.03545721874407134,-0.03545721874407134
random_2,300,4,1,0.022734323227302844,0.022734323227302844
random_2,300,4,2,0.008806509945750454,0.008806509945750454
random_2,300,4,3,0.02920568824638594,0.02920568824638594
random_2,300,4,4,0.03519784554695797,-0.03519784554695797
random_2,300,4,5,0.02430375729880679,0.02430375729880679
random_2,300,4,6,0.02719495091164095,-0.02719495091164095
random_2,300,4,7,0.05,-0.05
random_2,300,4,8,0.0555844155844156,0.0555844155844156
random_2,300,5,0,0.03578224516898393,-0.03578224516898393
random_2,300,5,1,0.029305603876739576,0.029305603876739576
random_2,300,5,2,0.009289481615430983,0.009289481615430983
random_2,300,5,3,0.03414820343599414,0.03414820343599414
random_2,300,5,4,0.034081550599302075,-0.034081550599302075
random_2,300,5,5,0.00826542269611576,0.00826542269611576
random_2,300,5,6,0.01934315100514259,-0.01934315100514259
random_2,300,5,7,0.05,-0.05
random_2,300,5,8,0.02096861471861471,0.02096861471861471
random_2,400,1,0,0.04395834277342275,-0.04395834277342275
random_2,400,1,1,0.05,-0.05
random_2,400,1,2,0.009231514039647351,-0.009231514039647351
random_2,400,1,3,0.05,-0.05
random_2,400,1,4,0.002534804307853955,0.002534804307853955
random_2,400,1,5,0.049999999999999996,-0.049999999999999996
random_2,400,1,6,0.15080321285140563,0.15080321285140563
random_2,400,1,7,0.05,-0.05
random_2,400,1,8,0.049999999999999996,-0.049999999999999996
random_2,400,2,0,0.04767628422976423,-0.04767628422976423
random_2,400,2,1,0.05,-0.05
random_2,400,2,2,0.004880624777047335,0.004880624777047335
random_2,400,2,3,0.05,-0.05
random_2,400,2,4,0.0005141843971631121,0.0005141843971631121
random_2,400,2,5,0.049999999999999996,-0.049999999999999996
random_2,400,2,6,0.18169427710843372,0.18169427710843372
random_2,400,2,7,0.05,-0.05
random_2,400,2,8,0.049999999999999996,-0.049999999999999996
random_2,400,3,0,0.04879166855468455,-0.04879166855468455
random_2,400,3,1,0.05,-0.05
random_2,400,3,2,0.002999031748458443,0.002999031748458443
random_2,400,3,3,0.05,-0.05
random_2,400,3,4,0.023548726030995528,0.023548726030995528
random_2,400,3,5,0.049999999999999996,-0.049999999999999996
random_2,400,3,6,0.19096385542168673,0.19096385542168673
random_2,400,3,7,0.05,-0.05
random_2,400,3,8,0.049999999999999996,-0.049999999999999996
random_2,400,4,0,0.04889482985182835,-0.04889482985182835
random_2,400,4,1,0.05,-0.05
random_2,400,4,2,0.004689267696070939,0.004689267696070939
random_2,400,4,3,0.05,-0.05
random_2,400,4,4,0.04930358550039401,0.04930358550039401
random_2,400,4,5,0.049999999999999996,-0.049999999999999996
random_2,400,4,6,0.09692896586345379,0.09692896586345379
random_2,400,4,7,0.05,-0.05
random_2,400,4,8,0.049999999999999996,-0.049999999999999996
random_2,400,5,0,0.04777151585179815,-0.04777151585179815
random_2,400,5,1,0.05,-0.05
random_2,400,5,2,0.003216378739234584,-0.003216378739234584
random_2,400,5,3,0.05,-0.05
random_2,400,5,4,0.040428815340162856,0.040428815340162856
random_2,400,5,5,0.049999999999999996,-0.049999999999999996
