filename,r,type_id,mae,mdae
random_3,1,8,0.7374404761904761,0.8033185714285713
random_3,2,8,0.4971555555555556,0.5039100000000001
random_3,3,8,0.508358253968254,0.5724728571428571
random_3,4,8,0.5045382539682539,0.5327085714285713
random_3,5,8,0.4542493650793651,0.46008857142857135
random_4,1,0,0.5788188888888889,0.57375
random_4,2,0,0.5089744444444445,0.5674985714285714
random_4,3,0,0.5059622222222223,0.6379900000000001
random_4,4,0,0.47390666666666664,0.5978642857142857
random_4,5,0,0.42550666666666664,0.593377142857143
random_4,1,1,0.5443425396825397,0.5674985714285714
random_4,2,1,0.48250000000000004,0.461177142857143
random_4,3,1,0.45978142857142856,0.5291971428571429
random_4,4,1,0.46173222222222216,0.553677142857143
random_4,5,1,0.4123880952380952,0.477717142857143
random_4,1,2,0.61561,0.629497142857143
random_4,2,2,0.5350733333333334,0.5178085714285714
random_4,3,2,0.5303833333333333,0.57968
random_4,4,2,0.5128866666666667,0.621307142857143
random_4,5,2,0.47449888888888886,0.5376799999999999
random_4,1,3,0.5933644444444445,0.58563
random_4,2,3,0.5394122222222222,0.57378
random_4,3,3,0.5215288888888889,0.6417999999999999
random_4,4,3,0.5079388888888889,0.66628
random_4,5,3,0.47900476190476193,0.59032
random_4,1,4,0.5454933333333334,0.5674985714285714
random_4,2,4,0.5222777777777778,0.436477142857143
random_4,3,4,0.48268365079365083,0.47807
random_4,4,4,0.46056111111111103,0.601537142857143
random_4,5,4,0.47216444444444444,0.626537142857143
random_4,1,5,0.4973203174603175,0.5324328571428569
random_4,2,5,0.5049133333333333,0.5344871428571429
random_4,3,5,0.50454,0.59027
random_4,4,5,0.49757555555555544,0.6327642857142858
random_4,5,5,0.46304031746031754,0.5654
random_4,1,6,0.7264877777777777,0.829657142857143
random_4,2,6,0.43283920634920636,0.379782857142857
random_4,3,6,0.47993730158730163,0.4325014285714286
random_4,4,6,0.3415703174603174,0.392
random_4,5,6,0.32776142857142854,0.28298
random_4,1,7,0.7264877777777777,0.829657142857143
random_4,2,7,0.7264877777777777,0.829657142857143
random_4,3,7,0.7264877777777777,0.829657142857143
random_4,4,7,0.4541069841269841,0.5048699999999999
random_4,5,7,0.4636080952380952,0.44249
random_4,1,8,0.7264877777777777,0.829657142857143
random_4,2,8,0.7264877777777777,0.829657142857143
random_4,3,8,0.45299333333333336,0.39305857142857137
random_4,4,8,0.39858333333333335,0.37448714285714296
random_4,5,8,0.34495444444444445,0.3170385714285714
random_5,1,0,0.6079519047619049,0.6213985714285714
random_5,2,0,0.7098385714285713,0.8231971428571427
random_5,3,0,0.6111919047619048,0.6897942857142858
random_5,4,0,0.4663485714285714,0.5223571428571427
random_5,5,0,0.39621412698412695,0.4299371428571428
random_5,1,1,0.49890079365079365,0.503912857142857
random_5,2,1,0.7124152380952381,0.7953728571428571
random_5,3,1,0.6196530158730158,0.6534028571428571
random_5,4,1,0.5187896825396826,0.5473885714285713
random_5,5,1,0.42904301587301585,0.4472071428571428
random_5,1,2,0.5967285714285714,0.5995457142857142
random_5,2,2,0.7023941269841268,0.7859985714285713
random_5,3,2,0.6038974603174603,0.5856071428571428
random_5,4,2,0.4788619047619047,0.5336128571428571
random_5,5,2,0.40293412698412695,0.4100228571428571
random_5,1,3,0.5684385714285713,0.49987285714285706
random_5,2,3,0.707254126984127,0.7966242857142858
random_5,3,3,0.6211019047619047,0.6584085714285715
random_5,4,3,0.4953007936507936,0.5425071428571427
random_5,5,3,0.41817301587301586,0.40462857142857134
random_5,1,4,0.506835238095238,0.5383142857142857
random_5,2,4,0.6589919047619047,0.7083471428571427
random_5,3,4,0.5873452380952381,0.6019271428571428
random_5,4,4,0.42822523809523805,0.39413857142857134
random_5,5,4,0.36089634920634917,0.29099857142857133
random_5,1,5,0.4403280952380952,0.396072857142857
random_5,2,5,0.6692719047619048,0.6933257142857142
random_5,3,5,0.5967007936507936,0.5862257142857142
random_5,4,5,0.46647634920634906,0.49496857142857137
random_5,5,5,0.4029041269841269,0.35059571428571423
random_5,1,6,0.4611415873015873,0.37263
random_5,2,6,0.6207130158730157,0.6532842857142858
random_5,3,6,0.47001698412698406,0.49365285714285706
random_5,4,6,0.2903003174603175,0.19141714285714284
random_5,5,6,0.25639126984126986,0.09120428571428574
random_5,1,7,0.802354126984127,0.9039128571428571
random_5,2,7,0.5287166666666666,0.5891028571428572
random_5,3,7,0.4683944444444444,0.4849528571428571
random_5,4,7,0.3976044444444444,0.408562857142857
random_5,5,7,0.34515222222222214,0.2607342857142858
random_5,1,8,0.4611415873015873,0.37263
random_5,2,8,0.5249236507936508,0.5891028571428572
random_5,3,8,0.566264126984127,0.5845042857142858
random_5,4,8,0.3951474603174603,0.36438428571428577
random_5,5,8,0.3007611111111111,0.20722428571428575
random_6,1,0,0.6544030158730159,0.7102814285714285
random_6,2,0,0.5686963492063491,0.61176
random_6,3,0,0.6427963492063493,0.7540985714285714
random_6,4,0,0.5186519047619047,0.5422342857142857
random_6,5,0,0.4924274603174604,0.49176428571428565
random_6,1,1,0.5722207936507937,0.5074185714285715
random_6,2,1,0.5437674603174603,0.50169
random_6,3,1,0.6196219047619047,0.7256242857142856
random_6,4,1,0.4565552380952382,0.45402
random_6,5,1,0.4167430158730159,0.41561428571428566
random_6,1,2,0.669635238095238,0.7017028571428572
random_6,2,2,0.5866585714285715,0.6079285714285714
random_6,3,2,0.6509852380952381,0.7563228571428572
random_6,4,2,0.5464285714285714,0.5158542857142858
random_6,5,2,0.5226919047619047,0.5062842857142857
random_6,1,3,0.6326974603174603,0.6352442857142857
random_6,2,3,0.5434819047619047,0.51315
random_6,3,3,0.6504785714285714,0.7590842857142858
random_6,4,3,0.5446530158730158,0.5448242857142858
random_6,5,3,0.509744126984127,0.5069142857142857
random_6,1,4,0.593105238095238,0.5945485714285714
random_6,2,4,0.4702601587301587,0.4224085714285714
random_6,3,4,0.5885430158730158,0.6684042857142858
random_6,4,4,0.5246107936507935,0.6428885714285715
random_6,5,4,0.5050663492063492,0.6320985714285714
random_6,1,5,0.5357468253968254,0.5432985714285714
random_6,2,5,0.5439030158730158,0.5494142857142857
random_6,3,5,0.6342019047619047,0.7095185714285714
random_6,4,5,0.5211907936507937,0.5017442857142858
random_6,5,5,0.4836652380952381,0.4311342857142857
random_6,1,6,0.48621746031746027,0.37996857142857143
random_6,2,6,0.5185931746031746,0.46515428571428574
random_6,3,6,0.49339825396825393,0.5838885714285714
random_6,4,6,0.37409936507936503,0.2897185714285715
random_6,5,6,0.35665380952380954,0.28614428571428563
random_6,1,7,0.7711085714285715,0.8934
random_6,2,7,0.7711085714285715,0.8934
random_6,3,7,0.4501301587301587,0.5432985714285714
random_6,4,7,0.46914634920634923,0.4762342857142857
random_6,5,7,0.474973015873016,0.44513428571428576
random_6,1,8,0.7711085714285715,0.8934
random_6,2,8,0.7711085714285715,0.8934
random_6,3,8,0.5693607936507936,0.6554085714285715
random_6,4,8,0.37815793650793644,0.4113042857142858
random_6,5,8,0.3504557142857142,0.34531999999999996
random_7,1,0,0.5946246031746032,0.6785099999999998
random_7,2,0,0.635572380952381,0.7473742857142858
random_7,3,0,0.5600912698412698,0.6770142857142857
random_7,4,0,0.5356757142857143,0.6726142857142857
random_7,5,0,0.5465934920634921,0.7110899999999999
random_7,1,1,0.5210842857142857,0.5849771428571429
random_7,2,1,0.6410934920634922,0.6883642857142858
random_7,3,1,0.5590601587301587,0.6591071428571428
random_7,4,1,0.5664146031746032,0.6591071428571428
random_7,5,1,0.5725690476190476,0.6591071428571428
random_7,1,2,0.6072990476190476,0.6774399999999998
random_7,2,2,0.6407934920634921,0.7435442857142858
random_7,3,2,0.569263492063492,0.6517542857142857
random_7,4,2,0.5550634920634919,0.6200742857142857
random_7,5,2,0.5628812698412697,0.6766742857142858
random_7,1,3,0.587194603174603,0.7076057142857143
random_7,2,3,0.635693492063492,0.7242242857142858
random_7,3,3,0.5748901587301587,0.6432542857142858
random_7,4,3,0.5624179365079365,0.6413142857142857
random_7,5,3,0.5713412698412698,0.6916342857142858
random_7,1,4,0.553366507936508,0.5810371428571428
random_7,2,4,0.5770301587301587,0.7181599999999999
random_7,3,4,0.5240855555555555,0.6371899999999999
random_7,4,4,0.5441234920634921,0.6352499999999999
random_7,5,4,0.5703190476190475,0.6855699999999999
random_7,1,5,0.5730868253968254,0.6703599999999998
random_7,2,5,0.6276490476190477,0.7064242857142857
random_7,3,5,0.556423492063492,0.6414642857142857
random_7,4,5,0.5437246031746031,0.6639399999999999
random_7,5,5,0.5623479365079365,0.6736099999999998
random_7,1,6,0.7196123809523809,0.8211899999999999
random_7,2,6,0.5308787301587301,0.5948171428571428
random_7,3,6,0.36058650793650787,0.45421999999999985
random_7,4,6,0.43228873015873015,0.3945642857142857
random_7,5,6,0.44260984126984126,0.4304471428571428
random_7,1,7,0.7196123809523809,0.8211899999999999
random_7,2,7,0.5499923809523809,0.6439242857142857
random_7,3,7,0.526038888888889,0.6050342857142857
random_7,4,7,0.5290379365079365,0.6250442857142857
random_7,5,7,0.553913492063492,0.6857542857142858
random_7,1,8,0.4706609523809523,0.37674999999999986
random_7,2,8,0.5000711111111111,0.49376999999999993
random_7,3,8,0.49544333333333335,0.5643971428571428
random_7,4,8,0.45373888888888886,0.46348714285714276
random_7,5,8,0.4691322222222222,0.4765071428571428
random_8,1,0,0.5778380952380952,0.6679428571428571
random_8,2,0,0.5266925396825397,0.6357985714285714
random_8,3,0,0.5780092063492064,0.6339828571428572
random_8,4,0,0.3438169841269841,0.33801285714285717
random_8,5,0,0.41530365079365084,0.4227928571428572
random_8,1,1,0.45500492063492065,0.3956585714285714
random_8,2,1,0.4754980952380952,0.3959928571428571
random_8,3,1,0.5544469841269842,0.6438485714285714
random_8,4,1,0.32500079365079365,0.3323585714285714
random_8,5,1,0.4006836507936508,0.4042185714285714
random_8,1,2,0.5926380952380952,0.6134828571428571
random_8,2,2,0.5485547619047619,0.5580942857142857
random_8,3,2,0.5943758730158729,0.6163728571428572
random_8,4,2,0.3682969841269841,0.35182
random_8,5,2,0.435815873015873,0.3680328571428572
random_8,1,3,0.553714761904762,0.535772857142857
random_8,2,3,0.5290592063492063,0.573082857142857
random_8,3,3,0.5912869841269841,0.6614528571428572
random_8,4,3,0.3940225396825397,0.2972728571428572
random_8,5,3,0.4531069841269841,0.3973928571428572
random_8,1,4,0.5017869841269841,0.537462857142857
random_8,2,4,0.4616871428571429,0.4522485714285714
random_8,3,4,0.5491303174603175,0.6113142857142857
random_8,4,4,0.369528253968254,0.4015728571428572
random_8,5,4,0.4386536507936508,0.44263285714285716
random_8,1,5,0.5112014285714286,0.5009785714285715
random_8,2,5,0.5297947619047618,0.5382885714285714
random_8,3,5,0.5895425396825397,0.6351128571428573
random_8,4,5,0.39511698412698415,0.3702228571428572
random_8,5,5,0.4550069841269841,0.4200928571428572
random_8,1,6,0.737095873015873,0.8305485714285714
random_8,2,6,0.737095873015873,0.8305485714285714
random_8,3,6,0.3689938095238095,0.33839
random_8,4,6,0.30060492063492056,0.13470142857142853
random_8,5,6,0.34206888888888887,0.2866685714285714
random_8,1,7,0.4777766666666667,0.40284
random_8,2,7,0.4697233333333334,0.46619857142857135
random_8,3,7,0.49050269841269845,0.4447428571428572
random_8,4,7,0.3657782539682539,0.39923
random_8,5,7,0.48541476190476196,0.4793628571428572
random_8,1,8,0.737095873015873,0.8305485714285714
random_8,2,8,0.737095873015873,0.8305485714285714
random_8,3,8,0.5233258730158731,0.6247585714285714
random_8,4,8,0.3769841269841269,0.3757828571428571
random_8,5,8,0.4248760317460317,0.4484328571428571
random_9,1,0,0.4623496825396825,0.55001
random_9,2,0,0.622264126984127,0.6753128571428572
random_9,3,0,0.47719857142857136,0.5226228571428572
random_9,4,0,0.4334030158730158,0.42683
random_9,5,0,0.40185777777777776,0.45931
random_9,1,1,0.44712015873015876,0.43053
random_9,2,1,0.6267885714285715,0.68579
random_9,3,1,0.4907796825396825,0.53783
random_9,4,1,0.44547301587301585,0.46493999999999996
random_9,5,1,0.4081022222222222,0.42551142857142854
random_9,1,2,0.5272963492063493,0.56693
random_9,2,2,0.6310307936507936,0.6623528571428572
random_9,3,2,0.504424126984127,0.5336714285714286
random_9,4,2,0.4810274603174603,0.43022285714285713
random_9,5,2,0.4566885714285715,0.43238
random_9,1,3,0.47546523809523816,0.47511
random_9,2,3,0.6312474603174603,0.6790428571428572
random_9,3,3,0.5114696825396826,0.5142528571428572
random_9,4,3,0.47734301587301586,0.38384285714285715
random_9,5,3,0.4538455555555555,0.40096000000000004
random_9,1,4,0.4608601587301588,0.40335
random_9,2,4,0.5793563492063492,0.5672185714285715
random_9,3,4,0.35681158730158724,0.35724
random_9,4,4,0.4255933333333333,0.50173
random_9,5,4,0.44594190476190476,0.5224200000000001
random_9,1,5,0.4505423809523809,0.40508000000000005
random_9,2,5,0.6305696825396825,0.6790428571428572
random_9,3,5,0.5089274603174603,0.49015285714285717
random_9,4,5,0.4381352380952381,0.36676000000000003
random_9,5,5,0.43171301587301586,0.42717
random_9,1,6,0.46653412698412694,0.4351942857142856
random_9,2,6,0.5069371428571429,0.5672185714285715
random_9,3,6,0.3661255555555556,0.43215000000000003
random_9,4,6,0.38279777777777774,0.34294
random_9,5,6,0.39009000000000005,0.30079999999999996
random_9,1,7,0.7022696825396826,0.80481
random_9,2,7,0.4989801587301587,0.5672185714285715
random_9,3,7,0.39060380952380946,0.38813
random_9,4,7,0.39241000000000004,0.28398
random_9,5,7,0.38745444444444443,0.30853
random_9,1,8,0.7022696825396826,0.80481
random_9,2,8,0.7022696825396826,0.80481
random_9,3,8,0.37382634920634916,0.31861
random_9,4,8,0.3259823809523809,0.34807000000000005
random_9,5,8,0.3055457142857143,0.3195714285714286
random_10,1,0,0.5768011111111112,0.5846328571428572
random_10,2,0,0.5669166666666667,0.5372628571428572
random_10,3,0,0.5031355555555556,0.4056828571428572
random_10,4,0,0.35302777777777783,0.1800585714285715
random_10,5,0,0.3611777777777778,0.21559857142857147
random_10,1,1,0.5389944444444444,0.5673371428571429
random_10,2,1,0.5779155555555555,0.5667728571428572
random_10,3,1,0.5146655555555556,0.5136228571428572
random_10,4,1,0.39007444444444445,0.43205142857142864
random_10,5,1,0.38919777777777775,0.43113142857142867
random_10,1,2,0.5889066666666667,0.5673371428571429
random_10,2,2,0.5806533333333334,0.5512428571428571
random_10,3,2,0.5203088888888889,0.4172528571428572
random_10,4,2,0.4059211111111111,0.21542857142857147
random_10,5,2,0.41130888888888895,0.24496857142857148
random_10,1,3,0.55139,0.5673371428571429
random_10,2,3,0.5688866666666667,0.5026128571428572
random_10,3,3,0.5326155555555556,0.42976285714285717
random_10,4,3,0.41289000000000003,0.2274485714285715
random_10,5,3,0.42848555555555556,0.2955185714285715
random_10,1,4,0.5212622222222223,0.5673371428571429
random_10,2,4,0.5437788888888888,0.5457685714285715
random_10,3,4,0.4852688888888889,0.5223585714285713
random_10,4,4,0.3881695238095238,0.42523857142857135
random_10,5,4,0.4305766666666667,0.5457685714285715
random_10,1,5,0.5059722222222223,0.5673371428571429
random_10,2,5,0.54273,0.4412128571428572
random_10,3,5,0.4971555555555556,0.35287285714285715
random_10,4,5,0.38056222222222225,0.16995857142857151
random_10,5,5,0.39481,0.2212785714285715
random_10,1,6,0.3875447619047619,0.39684142857142857
random_10,2,6,0.4787695238095238,0.4326628571428571
random_10,3,6,0.37471206349206354,0.3457685714285715
random_10,4,6,0.3341688888888889,0.28460142857142856
random_10,5,6,0.34635222222222223,0.3069314285714285
random_10,1,7,0.48793936507936514,0.5377514285714287
random_10,2,7,0.4480695238095238,0.3165028571428572
random_10,3,7,0.39621999999999996,0.2903671428571428
random_10,4,7,0.3640663492063492,0.3938
random_10,5,7,0.34924047619047616,0.35895
random_10,1,8,0.6610977777777778,0.7096328571428572
random_10,2,8,0.44973380952380954,0.44579285714285716
random_10,3,8,0.4244455555555556,0.40049285714285715
random_10,4,8,0.3392885714285714,0.34969142857142865
random_10,5,8,0.37894714285714287,0.41050857142857133
random_11,1,0,0.46415269841269846,0.52077
random_11,2,0,0.5372004761904763,0.5129057142857141
random_11,3,0,0.3724815873015873,0.27605571428571435
random_11,4,0,0.3824526984126984,0.40944571428571414
random_11,5,0,0.2824492063492064,0.3298757142857141
random_11,1,1,0.4145615873015873,0.4102799999999999
random_11,2,1,0.5404860317460318,0.5678857142857143
random_11,3,1,0.38291047619047613,0.4065299999999999
random_11,4,1,0.42413936507936506,0.4222399999999999
random_11,5,1,0.2928171428571428,0.23007571428571438
random_11,1,2,0.5179615873015874,0.5504499999999999
random_11,2,2,0.5575671428571429,0.5082957142857141
random_11,3,2,0.42895047619047616,0.27823571428571414
random_11,4,2,0.4427815873015873,0.3846157142857141
random_11,5,2,0.3883196825396825,0.45543
random_11,1,3,0.4201826984126984,0.43841714285714295
random_11,2,3,0.5250971428571428,0.43465571428571415
random_11,3,3,0.39043158730158734,0.25626
random_11,4,3,0.41262158730158727,0.3476457142857141
random_11,5,3,0.36278063492063484,0.3483
random_11,1,4,0.4163426984126984,0.3982257142857144
random_11,2,4,0.4575093650793651,0.5748599999999999
random_11,3,4,0.3156569841269841,0.3300599999999999
random_11,4,4,0.39841380952380956,0.4878499999999999
random_11,5,4,0.35846142857142854,0.4020999999999999
random_11,1,5,0.4414449206349206,0.40789999999999993
random_11,2,5,0.5405671428571428,0.4796257142857141
random_11,3,5,0.39745825396825396,0.2186414285714285
random_11,4,5,0.4092038095238095,0.34383571428571413
random_11,5,5,0.35615920634920634,0.27569571428571416
random_11,1,6,0.3318803174603174,0.2995271428571429
random_11,2,6,0.4608092063492063,0.4934657142857144
random_11,3,6,0.2840122222222222,0.27193999999999996
random_11,4,6,0.3139214285714286,0.29841000000000006
random_11,5,6,0.2737904761904762,0.15658571428571444
random_11,1,7,0.44185825396825396,0.35508714285714293
random_11,2,7,0.4404892063492063,0.32325571428571415
random_11,3,7,0.3803512698412699,0.3245699999999999
random_11,4,7,0.42003047619047623,0.44808571428571414
random_11,5,7,0.43648253968253964,0.4503671428571429
random_11,1,8,0.6863638095238095,0.7095857142857144
random_11,2,8,0.38025015873015877,0.37158857142857143
random_11,3,8,0.28971761904761906,0.3070299999999999
random_11,4,8,0.3813701587301588,0.3335285714285714
random_11,5,8,0.26167555555555555,0.18799
random_12,1,0,0.6303796825396826,0.7106828571428572
random_12,2,0,0.586724126984127,0.6333985714285715
random_12,3,0,0.4371930158730159,0.36472857142857146
random_12,4,0,0.3738174603174603,0.27566571428571435
random_12,5,0,0.3064207936507936,0.21141571428571432
random_12,1,1,0.6048574603174602,0.6458328571428571
random_12,2,1,0.5820730158730159,0.6424528571428572
random_12,3,1,0.44018857142857143,0.4677685714285714
random_12,4,1,0.3756774603174603,0.4090528571428571
random_12,5,1,0.29818746031746035,0.26611428571428586
random_12,1,2,0.6410585714285716,0.7250128571428571
random_12,2,2,0.594364126984127,0.6111785714285715
random_12,3,2,0.4745963492063492,0.3563742857142857
random_12,4,2,0.41385857142857146,0.26198
random_12,5,2,0.3780885714285715,0.32337
random_12,1,3,0.6158530158730158,0.7387542857142858
random_12,2,3,0.6003830158730159,0.6190585714285715
random_12,3,3,0.4702019047619047,0.38967857142857143
random_12,4,3,0.42360079365079367,0.2594857142857143
random_12,5,3,0.37167539682539685,0.23757
random_12,1,4,0.5920563492063492,0.6680228571428571
random_12,2,4,0.5573319047619048,0.6791028571428571
random_12,3,4,0.40475873015873015,0.48412285714285713
random_12,4,4,0.3581353968253968,0.3846342857142858
random_12,5,4,0.31814666666666663,0.3291128571428571
random_12,1,5,0.575093015873016,0.6554242857142858
random_12,2,5,0.5862852380952381,0.6254985714285715
random_12,3,5,0.4521174603174603,0.3431685714285715
random_12,4,5,0.40282190476190477,0.2250557142857143
random_12,5,5,0.3494720634920635,0.23576
random_12,1,6,0.7183041269841269,0.8045628571428571
random_12,2,6,0.5246120634920635,0.5753928571428572
random_12,3,6,0.33124984126984125,0.3460128571428571
random_12,4,6,0.2776852380952381,0.18261285714285713
random_12,5,6,0.30778079365079364,0.19877428571428568
random_12,1,7,0.5382087301587303,0.5447628571428571
random_12,2,7,0.5237409523809524,0.47322857142857144
random_12,3,7,0.3661112698412698,0.2915457142857143
random_12,4,7,0.34816761904761906,0.351
random_12,5,7,0.33878444444444444,0.3729228571428571
random_12,1,8,0.4683820634920635,0.4631657142857143
random_12,2,8,0.38515349206349203,0.4462557142857143
random_12,3,8,0.3290307936507937,0.36807285714285715
random_12,4,8,0.32549396825396826,0.28074285714285707
random_12,5,8,0.27218317460317465,0.15133142857142856
random_13,1,0,0.6595685714285715,0.7545142857142857
random_13,2,0,0.6758841269841269,0.7504742857142856
random_13,3,0,0.627984126984127,0.7094042857142856
random_13,4,0,0.5368041269841269,0.6175057142857142
random_13,5,0,0.36682968253968246,0.46373
random_13,1,1,0.5985363492063491,0.6549442857142856
random_13,2,1,0.6782241269841269,0.7518042857142857
random_13,3,1,0.630824126984127,0.6793157142857142
random_13,4,1,0.5871574603174604,0.65618
random_13,5,1,0.4691807936507937,0.5949042857142857
random_13,1,2,0.659125238095238,0.7339942857142857
