filename,sample_time,r,mser
random_8,0,1,-0.0297643097643097
random_8,0,2,-0.0326728826728826
random_8,0,3,-0.0182626262626262
random_8,0,4,-0.0090293175659029
random_8,0,5,-0.0097091129878015
random_8,100,1,-0.0267555582580105
random_8,100,2,-0.0139178896454876
random_8,100,3,-0.0152905702220628
random_8,100,4,-0.011579166268039
random_8,100,5,-0.0102250622286648
random_8,200,1,-0.0183144686696693
random_8,200,2,-0.0118146415337802
random_8,200,3,-0.0069895553889813
random_8,200,4,-0.0070877677396501
random_8,200,5,-0.0067101352492581
random_8,300,1,0.1360841018715945
random_8,300,2,0.0467213214402363
random_8,300,3,0.023828795822413
random_8,300,4,0.015982833584425
random_8,300,5,0.0168738207082023
random_8,400,1,-0.0061072826949419
random_8,400,2,-0.0027562658806044
random_8,400,3,0.0081981722751489
random_8,400,4,0.0071572616838867
random_8,400,5,0.0133903131731645
random_8,500,1,-0.0229541624716041
random_8,500,2,-0.0239566394033832
random_8,500,3,-0.0205613797045853
random_8,500,4,-0.0174458611027093
random_8,500,5,-0.0169255188517725
random_8,600,1,0.0092639815305018
random_8,600,2,0.0016873715590552
random_8,600,3,0.0085348913870183
random_8,600,4,0.0103318859641316
random_8,600,5,0.0105760418184841
random_9,0,1,-0.0297643097643097
random_9,0,2,-0.0326728826728826
random_9,0,3,-0.0182626262626262
random_9,0,4,-0.0090293175659029
random_9,0,5,-0.0097091129878015
random_9,100,1,-0.043203922461432
random_9,100,2,-0.0276905264527279
random_9,100,3,-0.0311941340760131
random_9,100,4,-0.0256851705917961
random_9,100,5,-0.0234225726155856
random_9,200,1,-0.0438231198791219
random_9,200,2,-0.0246664288779313
random_9,200,3,-0.0212701563352776
random_9,200,4,-0.0231720420857615
random_9,200,5,-0.020195004619782
random_9,300,1,-0.0065953716584807
random_9,300,2,-0.011187799096173
random_9,300,3,-0.0114229565982305
random_9,300,4,-0.0159552045430391
random_9,300,5,-0.0087615269240533
random_9,400,1,-0.019273745833961
random_9,400,2,-0.0258732206068906
random_9,400,3,-0.0253645978436159
random_9,400,4,-0.021947989504688
random_9,400,5,-0.0204708214946605
random_9,500,1,-0.0199874755409892
random_9,500,2,0.0134380994698649
random_9,500,3,0.0639978500324194
random_9,500,4,0.0313628030905063
random_9,500,5,0.0165921074213162
random_9,600,1,-0.0074119104800202
random_9,600,2,-0.014066844945276
random_9,600,3,-0.0100457527492156
random_9,600,4,-0.0085525617934121
random_9,600,5,-0.0084705147086145
random_10,0,1,-0.0297643097643097
random_10,0,2,-0.0326728826728826
random_10,0,3,-0.0182626262626262
random_10,0,4,-0.0090293175659029
random_10,0,5,-0.0097091129878015
random_10,100,1,0.0224505340964241
random_10,100,2,0.1594974155918177
random_10,100,3,0.1041424198351472
random_10,100,4,0.070851786419276
random_10,100,5,0.0714882270597676
random_10,200,1,-0.0043729816613856
random_10,200,2,0.0223140523607377
random_10,200,3,0.0032213046603054
random_10,200,4,0.0224853380008816
random_10,200,5,0.0211096029214428
random_10,300,1,0.011713899220315
random_10,300,2,-0.015547202005279
random_10,300,3,-0.0145384301265302
random_10,300,4,-0.0098762462977139
random_10,300,5,-0.0122697895868751
random_10,400,1,-0.0100785871043364
random_10,400,2,-0.0010776631611888
random_10,400,3,-0.0090116446111846
random_10,400,4,0.0026980345532519
random_10,400,5,0.0071375433129203
random_10,500,1,-0.0040606695496631
random_10,500,2,-0.0052056618130146
random_10,500,3,-0.0026178781269475
random_10,500,4,0.0016871531240044
random_10,500,5,0.0033652292002905
random_10,600,1,-0.0139219588544555
random_10,600,2,-0.0144720476900705
random_10,600,3,-0.0153563055424132
random_10,600,4,-0.0152717881885856
random_10,600,5,-0.0157804025292392
random_11,0,1,-0.0297643097643097
random_11,0,2,-0.0326728826728826
random_11,0,3,-0.0182626262626262
random_11,0,4,-0.0090293175659029
random_11,0,5,-0.0097091129878015
random_11,100,1,-0.0303645679872175
random_11,100,2,-0.0166225381600463
random_11,100,3,-0.0224890727264654
random_11,100,4,-0.0240708134445947
random_11,100,5,-0.0225475296939524
random_11,200,1,0.0330094367273472
random_11,200,2,0.0094161530314627
random_11,200,3,-0.0104073186385049
random_11,200,4,-0.0108407149669229
random_11,200,5,-0.0080818142395303
random_11,300,1,-0.0054885897139885
random_11,300,2,0.0036233843683975
random_11,300,3,0.0087682035624212
random_11,300,4,0.008844717773042
random_11,300,5,0.0041490831419022
random_11,400,1,-0.0330917606309425
random_11,400,2,-0.0288738874069273
random_11,400,3,0.0021964532851735
random_11,400,4,-0.0116029990981455
random_11,400,5,0.0085680786428462
random_11,500,1,0.0086040306377659
random_11,500,2,0.0067831147022687
random_11,500,3,0.009527966787545
random_11,500,4,0.0097144489683873
random_11,500,5,0.0129482259887781
random_11,600,1,0.0366855383776799
random_11,600,2,0.0193086568697647
random_11,600,3,0.0182166356665517
random_11,600,4,0.0117147587847289
random_11,600,5,0.0037460152859688
random_12,0,1,-0.0297643097643097
random_12,0,2,-0.0326728826728826
random_12,0,3,-0.0182626262626262
random_12,0,4,-0.0090293175659029
random_12,0,5,-0.0097091129878015
random_12,100,1,-0.0234585917343024
random_12,100,2,-0.031845688223866
random_12,100,3,-0.0341479295587244
random_12,100,4,-0.0310261325866664
random_12,100,5,-0.0302279404623776
random_12,200,1,-0.0326998947784873
random_12,200,2,-0.0261255785887738
random_12,200,3,-0.0300835042152127
random_12,200,4,-0.0253733593553051
random_12,200,5,-0.0219746579429298
random_12,300,1,0.0565076012306612
random_12,300,2,0.0474637878984137
random_12,300,3,0.0345615979420184
random_12,300,4,0.0272277566632955
random_12,300,5,0.0172820698921563
random_12,400,1,-0.0078534856905311
random_12,400,2,-0.0078751855229409
random_12,400,3,-0.0048198214198325
random_12,400,4,-0.0071199633098
random_12,400,5,-0.0065023221173557
random_12,500,1,-0.0109750856591922
random_12,500,2,-0.0130198022999726
random_12,500,3,-0.0134203369311898
random_12,500,4,-0.004227944967947
random_12,500,5,-0.0067885289797812
random_12,600,1,-0.0069996093942318
random_12,600,2,0.000131921521521
random_12,600,3,-0.0019038699898555
random_12,600,4,-0.0031864703679467
random_12,600,5,-0.0041409660638966
random_13,0,1,-0.0297643097643097
random_13,0,2,-0.0326728826728826
random_13,0,3,-0.0182626262626262
random_13,0,4,-0.0090293175659029
random_13,0,5,-0.0097091129878015
random_13,100,1,-0.0271895294827535
random_13,100,2,-0.0265869702314692
random_13,100,3,-0.0106319584048095
random_13,100,4,-0.0166421806992374
random_13,100,5,-0.0096485902875339
random_13,200,1,0.0341535337172698
random_13,200,2,-0.0070884083131255
random_13,200,3,-0.0156135708220757
random_13,200,4,-0.0159143130800015
random_13,200,5,-0.0102684496442617
random_13,300,1,-0.0251758326142142
random_13,300,2,-0.0244745141539233
random_13,300,3,-0.0272644991183736
random_13,300,4,-0.0307230099183825
random_13,300,5,-0.0282809605823071
random_13,400,1,-0.0367529321537992
random_13,400,2,-0.0297877247983027
random_13,400,3,-0.0196960765567491
random_13,400,4,-0.0207229997992655
random_13,400,5,-0.0156624300010968
random_13,500,1,-0.0201593984001952
random_13,500,2,-0.0090363743821664
random_13,500,3,-0.0177227921567663
random_13,500,4,-0.0200245198440684
random_13,500,5,-0.0207416665878022
random_13,600,1,-0.0018956076968599
random_13,600,2,-0.0053700928313981
random_13,600,3,-0.0063670239296696
random_13,600,4,-0.0092502945410778
random_13,600,5,-0.0059797362497962
random_14,0,1,-0.0297643097643097
random_14,0,2,-0.0326728826728826
random_14,0,3,-0.0182626262626262
random_14,0,4,-0.0090293175659029
random_14,0,5,-0.0097091129878015
random_14,100,1,-0.014049849177806
random_14,100,2,-0.0048933443726241
random_14,100,3,0.014561815650251
random_14,100,4,0.0214579249648252
random_14,100,5,0.022060359929952
random_14,200,1,-0.0134790276844396
random_14,200,2,-0.0230624375704078
random_14,200,3,-0.0195242552237803
random_14,200,4,-0.0236725281399533
random_14,200,5,-0.0211103697195848
random_14,300,1,-0.02523255736685
random_14,300,2,-0.0006907345082375
random_14,300,3,-0.0123326388185847
random_14,300,4,-0.0133607992498553
random_14,300,5,-0.0092029229549913
random_14,400,1,-0.0174438257890106
random_14,400,2,-0.0100896561718874
random_14,400,3,-0.0106544198860082
random_14,400,4,-0.0042101731183892
random_14,400,5,-0.0039260615818068
random_14,500,1,0.0225436462975509
random_14,500,2,0.011909824687071
random_14,500,3,0.0182869477506845
random_14,500,4,0.013133523728897
random_14,500,5,0.0195285332934352
random_14,600,1,0.0157330833183487
random_14,600,2,0.0073206463329259
random_14,600,3,0.0025563685570293
random_14,600,4,0.0010013480495143
random_14,600,5,0.0019551156706372
random_15,0,1,-0.0297643097643097
random_15,0,2,-0.0326728826728826
random_15,0,3,-0.0182626262626262
random_15,0,4,-0.0090293175659029
random_15,0,5,-0.0097091129878015
random_15,100,1,-0.034672815795001
random_15,100,2,-0.0257467414422972
random_15,100,3,-0.0221420057188319
random_15,100,4,-0.0191279065955118
random_15,100,5,-0.0128968731972271
random_15,200,1,-0.0175799044967491
random_15,200,2,-0.0069050885928184
random_15,200,3,-0.0045762502456039
random_15,200,4,-0.0044881414885554
random_15,200,5,-0.0097696420663614
random_15,300,1,0.0375186021403173
random_15,300,2,0.001278454940123
random_15,300,3,0.0013698879761543
random_15,300,4,0.0026524865967021
random_15,300,5,0.0125412899669097
random_15,400,1,-0.026834166743936
random_15,400,2,-0.0259308647044547
random_15,400,3,-0.0255695353767391
random_15,400,4,-0.0229884454625708
random_15,400,5,-0.0253948311259941
random_15,500,1,0.0081033406886841
random_15,500,2,0.0009239497584219
random_15,500,3,0.0073470893678076
random_15,500,4,0.0008258014038146
random_15,500,5,-0.0011016109102746
random_15,600,1,0.0387764177900229
random_15,600,2,0.0178380114047592
random_15,600,3,0.003152311449064
random_15,600,4,-0.0025202969524444
random_15,600,5,-0.0024560990416025
random_16,0,1,-0.0297643097643097
random_16,0,2,-0.0326728826728826
random_16,0,3,-0.0182626262626262
random_16,0,4,-0.0090293175659029
random_16,0,5,-0.0097091129878015
random_16,100,1,-0.0362138403657589
random_16,100,2,-0.0388376766721843
random_16,100,3,-0.0359624231453175
random_16,100,4,-0.0310774007770053
random_16,100,5,-0.0274172322636032
random_16,200,1,-0.019902716107997
random_16,200,2,-0.028323601820831
random_16,200,3,-0.0222309337937061
random_16,200,4,-0.0236617335110254
random_16,200,5,-0.0271447979616221
random_16,300,1,0.0888917607654777
random_16,300,2,0.1167982033546127
random_16,300,3,0.0552710491421456
random_16,300,4,0.0632834633829659
random_16,300,5,0.0420323474545923
random_16,400,1,-0.0394639713227953
random_16,400,2,-0.0330466729930964
random_16,400,3,-0.0292239664796258
random_16,400,4,-0.0287796765204532
random_16,400,5,-0.017888275762514
random_16,500,1,-0.0199360167940506
random_16,500,2,0.0330963984421715
random_16,500,3,0.0119206311197274
random_16,500,4,0.0001164972912717
random_16,500,5,-0.0045749882104657
random_16,600,1,-0.0031817465548585
random_16,600,2,0.0011254911042157
random_16,600,3,-9.150907079047112e-05
random_16,600,4,0.0058935744925036
random_16,600,5,0.0041890810478633
random_17,0,1,-0.0297643097643097
random_17,0,2,-0.0326728826728826
random_17,0,3,-0.0182626262626262
random_17,0,4,-0.0090293175659029
random_17,0,5,-0.0097091129878015
random_17,100,1,0.0014706868382859
random_17,100,2,0.0073072295183809
random_17,100,3,0.0083480909253587
random_17,100,4,-0.0046036226768249
random_17,100,5,-0.0108006389547024
random_17,200,1,-0.0104094721269029
random_17,200,2,0.0012221077416836
random_17,200,3,-0.0114117551427908
random_17,200,4,-0.0080899917018985
random_17,200,5,-0.0093536196342593
random_17,300,1,-0.0299402672634506
random_17,300,2,-0.0259473580309698
random_17,300,3,-0.0130787612562571
random_17,300,4,-0.0172353648583827
random_17,300,5,-0.0201967178199244
random_17,400,1,-0.0353389494126046
random_17,400,2,-0.0181931174414083
random_17,400,3,-0.0230207084744161
random_17,400,4,-0.0172945539197087
random_17,400,5,-0.020879609059398
random_17,500,1,-0.0213558291717146
random_17,500,2,-0.0141699954574291
random_17,500,3,-0.01858522888839
random_17,500,4,-0.0210532356454876
random_17,500,5,-0.0188125664587579
random_17,600,1,-0.012258166442957
random_17,600,2,-0.0161500695171019
random_17,600,3,-0.0036890372148299
random_17,600,4,-0.0053442035730473
random_17,600,5,-0.0035175401680986
random_18,0,1,-0.0297643097643097
random_18,0,2,-0.0326728826728826
random_18,0,3,-0.0182626262626262
random_18,0,4,-0.0090293175659029
random_18,0,5,-0.0097091129878015
random_18,100,1,-0.0063847949016736
random_18,100,2,-0.0275861272450931
random_18,100,3,-0.0222089669260968
random_18,100,4,-0.029258577164036
random_18,100,5,-0.029845750413161
random_18,200,1,-0.0123113526031365
random_18,200,2,-0.0041444983167553
random_18,200,3,-0.0019123543236482
random_18,200,4,-0.0039081521160111
random_18,200,5,-0.0069427376940524
random_18,300,1,-0.0277892611017466
random_18,300,2,-0.0207037796940734
random_18,300,3,-0.0147813557976286
random_18,300,4,-0.0173268366351656
random_18,300,5,-0.0195367803909962
random_18,400,1,-0.0053055646775089
random_18,400,2,-0.0098373620647878
random_18,400,3,0.0022140891826885
random_18,400,4,-0.0013321213129732
random_18,400,5,-0.0027151987169573
random_18,500,1,0.0396339728353038
random_18,500,2,0.001782008956477
random_18,500,3,0.0055511635586361
random_18,500,4,0.0001545400118264
random_18,500,5,0.0004967152797179
random_18,600,1,0.0520342812188587
random_18,600,2,0.0189815026201708
random_18,600,3,0.0069852172030883
random_18,600,4,-0.0006435241532738
random_18,600,5,-0.000734853253052
random_19,0,1,-0.0297643097643097
random_19,0,2,-0.0326728826728826
random_19,0,3,-0.0182626262626262
random_19,0,4,-0.0090293175659029
random_19,0,5,-0.0097091129878015
random_19,100,1,0.0207193095570465
random_19,100,2,-0.0118324735952146
random_19,100,3,-0.0112888334923457
random_19,100,4,-0.0103349797902904
random_19,100,5,-0.0151938493542782
random_19,200,1,-0.0250409658035345
random_19,200,2,-0.0377319794651092
random_19,200,3,-0.0369568495004867
random_19,200,4,-0.0316027310221888
random_19,200,5,-0.0281401225460399
random_19,300,1,-0.0133309986015398
random_19,300,2,-0.0222841853579829
random_19,300,3,-0.0175922626386044
random_19,300,4,-0.0150898481545784
random_19,300,5,-0.0131871229946302
random_19,400,1,-0.0129347773757122
random_19,400,2,-0.0162643328618061
random_19,400,3,-0.0199146373326957
random_19,400,4,-0.0168216898824941
random_19,400,5,-0.0161372295769284
random_19,500,1,-0.0178343712854454
random_19,500,2,0.0973489698565544
random_19,500,3,0.0432457397999555
random_19,500,4,0.0181614946487762
random_19,500,5,0.0083311247049371
random_19,600,1,-0.0265840334112087
random_19,600,2,-0.0159010739472926
random_19,600,3,-0.0168650203445391
random_19,600,4,-0.0132216742158374
random_19,600,5,-0.0128496110771038
random_20,0,1,-0.0297643097643097
random_20,0,2,-0.0326728826728826
random_20,0,3,-0.0182626262626262
random_20,0,4,-0.0090293175659029
random_20,0,5,-0.0097091129878015
random_20,100,1,0.0047195308022488
random_20,100,2,0.014611850555124
random_20,100,3,0.0023921961507778
random_20,100,4,0.0022427878900549
random_20,100,5,-0.0027645808646618
random_20,200,1,0.0289275826641045
random_20,200,2,-0.0084938859399746
random_20,200,3,-0.0107450686108611
random_20,200,4,-0.0180513578564416
random_20,200,5,-0.0207427906029062
random_20,300,1,-0.0161942768220278
random_20,300,2,0.0083153539416754
random_20,300,3,0.0039680600937394
random_20,300,4,0.0163041782998858
random_20,300,5,0.0143297963170673
random_20,400,1,-0.013279418938888
random_20,400,2,-0.014609085875397
random_20,400,3,0.0483831304482493
random_20,400,4,0.0258253631452003
random_20,400,5,0.0192660395680105
random_20,500,1,-0.0133401833401396
random_20,500,2,-0.0158542831641605
random_20,500,3,-0.0151341235225359
random_20,500,4,-0.0138621698508924
random_20,500,5,-0.0128917800654663
random_20,600,1,-0.0387065726396061
random_20,600,2,-0.0364046844181198
random_20,600,3,-0.036870464535802
random_20,600,4,-0.0364368001738172
random_20,600,5,-0.0345851849234086
clustered_1,0,1,-0.0153872053872053
clustered_1,0,2,-0.0127428127428127
clustered_1,0,3,-0.0099528619528619
clustered_1,0,4,0.0229982754372998
clustered_1,0,5,0.0098139868631671
clustered_1,100,1,-0.0148756277758074
clustered_1,100,2,-0.0219158485753746
clustered_1,100,3,-0.0221037383614789
clustered_1,100,4,-0.0169191490150645
clustered_1,100,5,-0.0168160150720916
clustered_1,200,1,-0.0183223584189529
clustered_1,200,2,-0.0047872760859723
clustered_1,200,3,-0.0018697233927479
clustered_1,200,4,0.0035104517056264
clustered_1,200,5,0.0018585133680157
clustered_1,300,1,0.0057533634562974
clustered_1,300,2,0.0037897962502399
clustered_1,300,3,-0.0087326825290516
clustered_1,300,4,-0.0068663724148614
clustered_1,300,5,-0.0104637957080881
clustered_1,400,1,-0.0260406312292335
clustered_1,400,2,-0.024566807472219
clustered_1,400,3,-0.0219111219305481
clustered_1,400,4,-0.0251041507083536
clustered_1,400,5,-0.0190848449728405
clustered_1,500,1,-0.0327172783104489
clustered_1,500,2,-0.0306889973364925
clustered_1,500,3,-0.0266897443859431
clustered_1,500,4,-0.0298081820435322
clustered_1,500,5,-0.021992166314424
clustered_1,600,1,0.0050243573964581
clustered_1,600,2,0.0010703242705622
clustered_1,600,3,0.0204460308561886
clustered_1,600,4,0.0324641358726704
clustered_1,600,5,0.0189567555185648
clustered_2,0,1,-0.0153872053872053
clustered_2,0,2,-0.0127428127428127
clustered_2,0,3,-0.0099528619528619
clustered_2,0,4,0.0229982754372998
clustered_2,0,5,0.0098139868631671
clustered_2,100,1,-0.0309711861597353
clustered_2,100,2,-0.0229242846957106
clustered_2,100,3,-0.0120662508774529
clustered_2,100,4,-0.0136321603260351
clustered_2,100,5,-0.0096064227077342
clustered_2,200,1,0.0250290630032128
clustered_2,200,2,0.0156137514024996
clustered_2,200,3,0.0106884084543966
clustered_2,200,4,0.0171076829352023
clustered_2,200,5,0.0150740602565453
clustered_2,300,1,-0.0282969626318495
clustered_2,300,2,-0.021710684190803
clustered_2,300,3,-0.0244320656471829
clustered_2,300,4,-0.0253613730707955
clustered_2,300,5,-0.0231543607167582
clustered_2,400,1,-0.0240325447500063
clustered_2,400,2,-0.0205653711245642
clustered_2,400,3,0.0067496367931198
clustered_2,400,4,0.0026288876806846
clustered_2,400,5,-0.0024141319265685
clustered_2,500,1,-0.0003897168258444
clustered_2,500,2,-0.0004038287987263
clustered_2,500,3,-0.0034805599422847
clustered_2,500,4,-0.0047873588728591
clustered_2,500,5,-0.0049260144399626
clustered_2,600,1,4.2649699719453214e-05
clustered_2,600,2,0.0020093194575592
clustered_2,600,3,0.0009940634765399
clustered_2,600,4,0.0082726450791815
clustered_2,600,5,0.0047465926216282
clustered_3,0,1,-0.0153872053872053
clustered_3,0,2,-0.0127428127428127
clustered_3,0,3,-0.0099528619528619
clustered_3,0,4,0.0229982754372998
clustered_3,0,5,0.0098139868631671
clustered_3,100,1,-0.0080797625845734
clustered_3,100,2,-0.0102073960586629
clustered_3,100,3,-0.009079647815286
clustered_3,100,4,-0.0102030351734264
clustered_3,100,5,-0.014890529074039
