filename,r,mae,mdae,mser,mdser
random_15,1,0.01866411277038939,0.014191076416242931,-0.005102479765550747,-0.005849889624724055
random_15,2,0.019613391084397143,0.016038355408388518,-0.0096568650886422,-0.012764138360763807
random_15,3,0.014114320392384428,0.01207812120192219,-0.006519929781337312,-0.001085627326829531
random_15,4,0.015449680553446655,0.011020072549129619,-0.005907836351542638,-0.0006879704611538362
random_15,5,0.01467797979538109,0.009596426370918058,-0.005202795877656701,-0.004990173417186845
random_16,1,0.02219392629613132,0.018397414665422825,-0.01640532075258909,-0.018397414665422825
random_16,2,0.02362944102553824,0.015288595796856154,-0.007546795421861245,-0.013257116027617352
random_16,3,0.02507679286673653,0.0179144385026738,-0.010414722799631468,-0.01620954337302902
random_16,4,0.021336169414850628,0.020573278356481473,-0.008336561626287185,-0.013460772287116254
random_16,5,0.019027676450867836,0.014357417263519984,-0.00950147816111175,-0.012805145143080477
random_17,1,0.024170407230618366,0.015600275197798419,-0.022958051997116057,-0.015600275197798419
random_17,2,0.020183699267832853,0.017364436417842,-0.019339997106844562,-0.017364436417842
random_17,3,0.018643559625891655,0.016555740432612306,-0.01405339125134383,-0.009637656232083475
random_17,4,0.015642914943060526,0.012523922141956205,-0.01402657237880272,-0.012523922141956205
random_17,5,0.016597024346696784,0.016352066850131873,-0.013917832290002355,-0.016352066850131873
random_18,1,0.02811216889223964,0.01588917440864466,-0.0014911355627852318,0.0009524182801599094
random_18,2,0.024499792562498512,0.017086223398265963,-0.013140534644286994,-0.012407666432212205
random_18,3,0.01555925466930097,0.010453317519931466,-0.008001527536229689,-0.0013992317943090132
random_18,4,0.016724796321040954,0.012924501745298954,-0.01114024188992222,-0.006629271942805286
random_18,5,0.012658247119387534,0.006910420578836389,-0.011122598101868338,-0.005200576544811246
random_19,1,0.02370966915582882,0.015552876334826044,-0.02359952366337807,-0.015552876334826044
random_19,2,0.022529128036949113,0.018892495682777004,-0.022396281647093126,-0.018892495682777004
random_19,3,0.018622346784825904,0.01633659037751109,-0.018571260537657053,-0.01633659037751109
random_19,4,0.01717078542332175,0.011079797582355128,-0.016293624210078066,-0.011079797582355128
random_19,5,0.015852253360710656,0.011471797884841373,-0.015248313518457901,-0.011471797884841373
random_20,1,0.022776426367119296,0.015993334693599943,-0.01639324119163054,-0.012961819809253356
random_20,2,0.01841840881488467,0.011508514489751952,-0.015602085313970497,-0.011508514489751952
random_20,3,0.012204575677651508,0.008179377992808969,-0.006416559170942911,-0.0007842509603072935
random_20,4,0.014473472402035207,0.01063808344241379,-0.006986237354495558,-0.008028883165402463
random_20,5,0.00977100770166494,0.0052719206385146685,-0.006681588153075123,-0.001498376181731629
clustered_1,1,0.025033686634419502,0.025422594827821623,-0.01560539469799581,-0.02360486482645199
clustered_1,2,0.02284218581288035,0.02110591809386517,-0.010852662836156603,-0.009018269401527262
clustered_1,3,0.021840717468178623,0.01883343654507985,-0.010845722006644009,-0.010930562955070158
clustered_1,4,0.016357521043773107,0.017363322319014732,-0.00195076990336629,-0.006456918221252704
clustered_1,5,0.014536476143338315,0.017796602641543924,-0.004384487855910088,-0.006058886214332286
clustered_2,1,0.02331474562161042,0.014642446742685404,-0.006050109642853383,-0.00782215620472759
clustered_2,2,0.01763502561855431,0.012428986879480592,-0.006869073752928359,0.00012506981723398885
clustered_2,3,0.015822044974539408,0.014025869037995157,-0.004252641486748229,0.0015630035449564943
clustered_2,4,0.01800029803234053,0.011192967529980256,0.0060520776092746606,0.006005057870729518
clustered_2,5,0.01620653498125238,0.01425594448864139,0.003927484554895583,0.005395917542441395
clustered_3,1,0.02516742966325379,0.02953867568104993,-0.0007966184017871534,-0.00749865412404725
clustered_3,2,0.016020743103940034,0.010342403958090817,-0.007232200440150962,-0.005424111454510333
clustered_3,3,0.01515102381249263,0.012145467939818078,-0.009029456384126935,-0.005815688299764733
clustered_3,4,0.012320164373897751,0.012750850026917502,-0.001634780725260609,-0.005242901294185829
clustered_3,5,0.008945532724757597,0.010444369973190345,-0.003959548642431527,-0.004611576146209898
clustered_4,1,0.025861461833351654,0.023640277655742024,0.00020498377545485736,0.0018530170881909042
clustered_4,2,0.024344869125989994,0.030307233407904557,0.0000907298715654225,0.0010911309492597921
clustered_4,3,0.025956664199206475,0.025584804847852992,0.0028168921394282707,0.0003382098474123131
clustered_4,4,0.023864637061502793,0.024571122296793455,0.01199005041542556,0.0024356388990847033
clustered_4,5,0.01949915950419849,0.014709585420144677,0.008822379158454277,0.00487116855726264
clustered_5,1,0.033188595554957255,0.02259325441143624,0.006350270674350351,-0.00920032639738882
clustered_5,2,0.026574269987672112,0.01105189873417721,0.01589059397473168,-0.005776654241311538
clustered_5,3,0.01745015242388419,0.010983693490653581,0.00882303519329184,-0.0005971927581296673
clustered_5,4,0.020280065812665327,0.008529232611207303,0.015401935400559598,0.004969342436696279
clustered_5,5,0.016394833383327947,0.0074591757336316365,0.010986052169247036,0.0065067778072384974
clustered_6,1,0.014293676327639386,0.009080766572946293,-0.008122353707037847,-0.004296160877513699
clustered_6,2,0.01538852740770821,0.008426728451899599,-0.003787150686491791,-0.007605085224217647
clustered_6,3,0.011297580134584949,0.008365026622362782,-0.0010165391654706122,-0.005049308156868738
clustered_6,4,0.016763726350339066,0.012407497297730096,0.006426762675166321,-0.005623588920317008
clustered_6,5,0.012328333079341003,0.008350830734487573,0.00269487993595975,-0.006345978900695658
clustered_7,1,0.01672942146124053,0.01719267740559693,-0.010864402051575253,-0.009570095347191806
clustered_7,2,0.013322396484520275,0.013432492799418352,-0.007287276119541015,-0.010773839877613465
clustered_7,3,0.011323417499416967,0.011410475098571054,0.0016819328255593632,0.00039052658100277793
clustered_7,4,0.016957039573959096,0.010122277451753234,0.006481672090019964,-0.005348102379946485
clustered_7,5,0.011107836212105066,0.00965931811190962,0.001892831984596001,-0.002673391071680047
clustered_8,1,0.010390153764725935,0.004748206089598561,0.0005316452854823364,-0.003278305559881649
clustered_8,2,0.01859235341473929,0.020050323158386563,-0.006993177521554525,-0.0176773506690801
clustered_8,3,0.014537531639593988,0.007334022884478641,0.0025188114925203337,-0.000180057121569598
clustered_8,4,0.018191570026606683,0.009647570992893512,0.013380697829778793,0.001279882417068977
clustered_8,5,0.015139773739879535,0.00548987087077382,0.010834069652444997,0.004891761407880368
clustered_9,1,0.022458367761241594,0.022744617061869716,-0.01564695538104513,-0.020260223048327135
clustered_9,2,0.023232928724624485,0.022834580202331322,-0.015305481873441181,-0.017711394027523766
clustered_9,3,0.015476875045234258,0.015220519893262976,-0.00900684406487222,-0.014312267657992565
clustered_9,4,0.022559322197510903,0.014533119209666302,0.004849880000819964,-0.008291821561338286
clustered_9,5,0.018956005841889667,0.015742711292849366,0.0006699067719112816,-0.008559107806691458
clustered_10,1,0.019887023406065924,0.016499162479061975,-0.006475719176662088,-0.009845640383813093
clustered_10,2,0.017704042271032908,0.008768257956448903,-0.005306494633962127,-0.006381046765110436
clustered_10,3,0.015996326132654875,0.014489112227805691,-0.006210916118269907,-0.00510341784963538
clustered_10,4,0.022032287692360247,0.019664825172090106,0.0034511297022477576,-0.005881971297329569
clustered_10,5,0.015978253946565397,0.017385804521276582,-0.0019973503496537614,-0.005562881166792115
clustered_11,1,0.014175378142971996,0.014945080626314547,-0.010764295993280638,-0.014945080626314547
clustered_11,2,0.01580033332988418,0.016442002178748128,-0.009150600688268304,-0.01090840981107258
clustered_11,3,0.0136928794336438,0.013561831017991343,-0.008598427092420556,-0.00755111801984933
clustered_11,4,0.012371497859341557,0.008440638825780208,-0.00015126350053576662,-0.0063079612787653215
clustered_11,5,0.009289753036114186,0.009511737657308792,-0.0023584663139240482,-0.006874794481645344
clustered_12,1,0.024245479166782213,0.02920696629638264,-0.01978574966676589,-0.02920696629638264
clustered_12,2,0.023068344513500552,0.02319011655566127,-0.010173335844390017,-0.0005274687929371233
clustered_12,3,0.020027189952239764,0.020262576092552782,-0.0053369576466632835,-0.004395299207764498
clustered_12,4,0.022511512527999687,0.018696659499076305,0.004796233540620388,-0.0011582059227643535
clustered_12,5,0.0157486352011797,0.011349877272874091,-0.0003573929328208834,-0.0017846076151999061
clustered_13,1,0.014554677808276906,0.014836827317916565,-0.00635265308394746,-0.0043837695956607204
clustered_13,2,0.013112179430148252,0.009203651486758843,-0.000610094791952521,-0.007911887452545422
clustered_13,3,0.011673135931284447,0.01105160662122687,-0.001814350358075614,-0.00812280487470493
clustered_13,4,0.015479396352699706,0.011075235378710442,0.005061033239936097,-0.0008453399568645535
clustered_13,5,0.013466580132675224,0.008476715170464796,0.0047240229866049,0.0019902159244264365
clustered_14,1,0.020998197908532756,0.018503937007874005,-0.009899859541441961,-0.010738123282292903
clustered_14,2,0.01774924478183379,0.01979866018845702,-0.006245612920134312,-0.009726276178010465
clustered_14,3,0.014835215899324794,0.012777380100214744,-0.00491526971419256,-0.010732984293193706
clustered_14,4,0.016715251381912537,0.009844255547601995,0.004840115205583553,-0.005305873691099474
clustered_14,5,0.013130737357913863,0.008928346456692911,0.002941115773046264,-0.002445426322479712
clustered_15,1,0.02374576967332655,0.01664164790259362,0.0010298082203474622,-0.0014419056354366103
clustered_15,2,0.022605626795873298,0.01942151057737749,0.002359188402873768,-0.000016279954989006326
clustered_15,3,0.018546479972585746,0.02367451651098539,0.0005886591643730725,-0.0014517067519038752
clustered_15,4,0.019942417295457815,0.018675690795874694,0.00853227052188193,0.0009925577976206666
clustered_15,5,0.016196555516478636,0.017735370972673963,0.005002166148154095,0.0015211666082171086
clustered_16,1,0.015610135747179406,0.01653279785809906,-0.01073144572262539,-0.004218443427076518
clustered_16,2,0.013394360057130949,0.013302343028624191,-0.008807109717326306,-0.0047236760564841095
clustered_16,3,0.012231583022223843,0.009839357429718875,-0.00921872337056346,-0.005090674314043766
clustered_16,4,0.016914244364093542,0.010963604185903347,0.0006983995664858524,-0.005281155330076101
clustered_16,5,0.013555386075493095,0.014427843182517693,-0.002968111947238692,-0.005520757894897895
clustered_17,1,0.021377383470346276,0.01743254465812314,-0.013055033752143959,-0.015678380019536923
clustered_17,2,0.010797963321922496,0.01004025974025974,-0.0034040018242478863,-0.008744618169358209
clustered_17,3,0.009510658569641327,0.011982205560102438,-0.003079655796949523,-0.0047106847029378535
clustered_17,4,0.013801142680879544,0.012188045449878514,0.006406249873353538,0.0007365998368570127
clustered_17,5,0.011234082372544592,0.009958049046587755,0.00549206144104445,0.0007228058803072547
clustered_18,1,0.01673007519494123,0.008350687213660977,-0.011277198357767524,-0.005868354274483453
clustered_18,2,0.018256276492879718,0.010568733380322302,-0.011545418958013275,-0.006480198169049865
clustered_18,3,0.018141523237509866,0.015085830666278726,-0.012609833551365314,-0.013476756479671928
clustered_18,4,0.013852385044802427,0.010128152732368053,-0.002138958435116744,-0.0038966135904911353
clustered_18,5,0.012282967164445343,0.009191150539079034,-0.0022371758815990257,0.0003636230083660179
clustered_19,1,0.020544349022412985,0.013612105039723453,-0.0039454592740235,-0.009921075348378343
clustered_19,2,0.015898438466978915,0.01561663385826771,-0.005403561074329665,-0.002593050834796245
clustered_19,3,0.012501726269383623,0.01426500169805899,-0.004847663663034446,-0.0014828067196312653
clustered_19,4,0.014835947060065932,0.013398469134512404,0.004453446010755171,0.0014015783249439011
clustered_19,5,0.010997999427376993,0.009893316027340974,0.0002281917913908586,-0.0005182906824146976
clustered_20,1,0.022013028316866048,0.02274711284895882,-0.011153045135059587,-0.010911478261827041
clustered_20,2,0.02203288852545034,0.019727469500196763,0.0015887646675178777,-0.01222789559292905
clustered_20,3,0.015139639111823429,0.012616822429906555,-0.001295432097740157,-0.009489319911613057
clustered_20,4,0.01881122417162232,0.012470863265739153,0.0031076367614539554,-0.01000557523284795
clustered_20,5,0.01575955941109986,0.015114485981308393,-0.0012852269730881816,-0.009668378923598593
