filename,r,mae_sh,mae_si,mdae_sh,mdae_si
clustered_13,2,0.3479506414262251,0.18564932165438458,0.3479506414262251,0.18564932165438458
clustered_13,3,0.335700091436555,0.1826893245144487,0.335700091436555,0.1826893245144487
clustered_13,4,0.3615021437254363,0.18542054686142978,0.3615021437254363,0.18542054686142978
clustered_13,5,0.3505721808690184,0.1821686145318266,0.3505721808690184,0.1821686145318266
clustered_14,1,0.32997674619334627,0.13484116877277508,0.32997674619334627,0.13484116877277508
clustered_14,2,0.2914712343943824,0.12050827630272032,0.2914712343943824,0.12050827630272032
clustered_14,3,0.264787747965612,0.11481421552779736,0.264787747965612,0.11481421552779736
clustered_14,4,0.296897548948335,0.12135258929296744,0.296897548948335,0.12135258929296744
clustered_14,5,0.28230363632028954,0.11471242181597852,0.28230363632028954,0.11471242181597852
clustered_15,1,0.3217938060054888,0.1441915220241189,0.3217938060054888,0.1441915220241189
clustered_15,2,0.3235723505395198,0.1366093161044285,0.3235723505395198,0.1366093161044285
clustered_15,3,0.3133915033896362,0.13698592702045975,0.3133915033896362,0.13698592702045975
clustered_15,4,0.32218285732023766,0.13226731129749825,0.32218285732023766,0.13226731129749825
clustered_15,5,0.2895411053713086,0.11862684653077804,0.2895411053713086,0.11862684653077804
clustered_16,1,0.3098507760532794,0.16662089919142864,0.3098507760532794,0.16662089919142864
clustered_16,2,0.3079747928776213,0.1442313219371263,0.3079747928776213,0.1442313219371263
clustered_16,3,0.3461845078937198,0.1567014575711282,0.3461845078937198,0.1567014575711282
clustered_16,4,0.3814511589199252,0.1668360858118335,0.3814511589199252,0.1668360858118335
clustered_16,5,0.3578633343597062,0.15954408824551902,0.3578633343597062,0.15954408824551902
clustered_17,1,0.33559368957488944,0.14743132987601415,0.33559368957488944,0.14743132987601415
clustered_17,2,0.3596391534716148,0.1399622359031092,0.3596391534716148,0.1399622359031092
clustered_17,3,0.3262500220091753,0.12994405813513177,0.3262500220091753,0.12994405813513177
clustered_17,4,0.33296495794621506,0.1309963550657205,0.33296495794621506,0.1309963550657205
clustered_17,5,0.32637440781363813,0.12964695967611228,0.32637440781363813,0.12964695967611228
clustered_18,1,0.3677074531500448,0.18461433132755267,0.3677074531500448,0.18461433132755267
clustered_18,2,0.34380143642459426,0.181357155317454,0.34380143642459426,0.181357155317454
clustered_18,3,0.28041065026098644,0.16123743337350005,0.28041065026098644,0.16123743337350005
clustered_18,4,0.30488749293220474,0.16438198490114064,0.30488749293220474,0.16438198490114064
clustered_18,5,0.31366386299002746,0.16625556338681602,0.31366386299002746,0.16625556338681602
clustered_19,1,0.4026948369685217,0.17631665043926958,0.4026948369685217,0.17631665043926958
clustered_19,2,0.3972160561329343,0.17350066267422248,0.3972160561329343,0.17350066267422248
clustered_19,3,0.3429129815142653,0.15659956182103274,0.3429129815142653,0.15659956182103274
clustered_19,4,0.3568063085567519,0.15571868440692016,0.3568063085567519,0.15571868440692016
clustered_19,5,0.3332746695275415,0.14510969993132006,0.3332746695275415,0.14510969993132006
clustered_20,1,0.47431911924295966,0.22905175005797213,0.47431911924295966,0.22905175005797213
clustered_20,2,0.43885998595644704,0.1993953353406041,0.43885998595644704,0.1993953353406041
clustered_20,3,0.43520095636289646,0.19884753444099196,0.43520095636289646,0.19884753444099196
clustered_20,4,0.4338712083144136,0.19648603260499348,0.4338712083144136,0.19648603260499348
clustered_20,5,0.4178007580495944,0.1896102194987,0.4178007580495944,0.1896102194987
