filename,sample_time,r,type_id,ae,ser
random_1,0,1,0,0.04,-0.04
random_1,0,1,1,0.023333333333333334,-0.023333333333333334
random_1,0,1,2,0.022727272727272728,0.022727272727272728
random_1,0,1,3,0.05,-0.05
random_1,0,1,4,0.022727272727272728,0.022727272727272728
random_1,0,1,5,0.05,-0.05
random_1,0,1,6,0.05,-0.05
random_1,0,1,7,0.05,-0.05
random_1,0,1,8,0.05,-0.05
random_1,0,2,0,0.019230812499999996,-0.019230812499999996
random_1,0,2,1,0.019230999999999998,-0.019230999999999998
random_1,0,2,2,0.02202818181818182,-0.02202818181818182
random_1,0,2,3,0.05,-0.05
random_1,0,2,4,0.02202818181818182,-0.02202818181818182
random_1,0,2,5,0.01153875,-0.01153875
random_1,0,2,6,0.05,-0.05
random_1,0,2,7,0.05,-0.05
random_1,0,2,8,0.05,-0.05
random_1,0,3,0,0.011999999999999988,-0.011999999999999988
random_1,0,3,1,0.007333333333333325,-0.007333333333333325
random_1,0,3,2,0.02090909090909091,-0.02090909090909091
random_1,0,3,3,0.028666666666666667,-0.028666666666666667
random_1,0,3,4,0.035454545454545454,-0.035454545454545454
random_1,0,3,5,0.01,0.01
random_1,0,3,6,0.05,-0.05
random_1,0,3,7,0.05,-0.05
random_1,0,3,8,0.03,0.03
random_1,0,4,0,0.00853662500000001,-0.00853662500000001
random_1,0,4,1,0.005284666666666666,0.005284666666666666
random_1,0,4,2,0.023392727272727273,-0.023392727272727273
random_1,0,4,3,0.017479999999999996,-0.017479999999999996
random_1,0,4,4,0.03226181818181818,-0.03226181818181818
random_1,0,4,5,0.0012199999999999917,-0.0012199999999999917
random_1,0,4,6,0.05,-0.05
random_1,0,4,7,0.04755999999999999,0.04755999999999999
random_1,0,4,8,0.001220000000000006,-0.001220000000000006
random_1,0,5,0,0.0049180000000000005,-0.0049180000000000005
random_1,0,5,1,0.009016333333333333,0.009016333333333333
random_1,0,5,2,0.02019318181818182,-0.02019318181818182
random_1,0,5,3,0.015027000000000006,-0.015027000000000006
random_1,0,5,4,0.02019318181818182,-0.02019318181818182
random_1,0,5,5,0.017212500000000006,-0.017212500000000006
random_1,0,5,6,0.05,-0.05
random_1,0,5,7,0.015574999999999988,0.015574999999999988
random_1,0,5,8,0.015574999999999988,0.015574999999999988
random_1,100,1,0,0.02310743137039882,0.02310743137039882
random_1,100,1,1,0.049999999999999996,-0.049999999999999996
random_1,100,1,2,0.1257469244288225,0.1257469244288225
random_1,100,1,3,0.012967335694608412,0.012967335694608412
random_1,100,1,4,0.05,-0.05
random_1,100,1,5,0.014170548190612687,-0.014170548190612687
random_1,100,1,6,0.049999999999999996,-0.049999999999999996
random_1,100,1,7,0.049999999999999996,-0.049999999999999996
random_1,100,1,8,0.05,-0.05
random_1,100,2,0,0.023107408524326505,0.023107408524326505
random_1,100,2,1,0.049999999999999996,-0.049999999999999996
random_1,100,2,2,0.05139169595782075,0.05139169595782075
random_1,100,2,3,0.02568176898858717,0.02568176898858717
random_1,100,2,4,0.05,-0.05
random_1,100,2,5,0.005121820136151913,0.005121820136151913
random_1,100,2,6,0.049999999999999996,-0.049999999999999996
random_1,100,2,7,0.049999999999999996,-0.049999999999999996
random_1,100,2,8,0.05,-0.05
random_1,100,3,0,0.013603465292246968,0.013603465292246968
random_1,100,3,1,0.049999999999999996,-0.049999999999999996
random_1,100,3,2,0.00272407732864675,0.00272407732864675
random_1,100,3,3,0.0082447855175128,0.0082447855175128
random_1,100,3,4,0.05,-0.05
random_1,100,3,5,0.02165890361877462,0.02165890361877462
random_1,100,3,6,0.049999999999999996,-0.049999999999999996
random_1,100,3,7,0.010707269155206285,-0.010707269155206285
random_1,100,3,8,0.05,-0.05
random_1,100,4,0,0.016420762967430638,0.016420762967430638
random_1,100,4,1,0.049999999999999996,-0.049999999999999996
random_1,100,4,2,0.0035808435852372608,0.0035808435852372608
random_1,100,4,3,0.009511806375442728,0.009511806375442728
random_1,100,4,4,0.005492700729927017,-0.005492700729927017
random_1,100,4,5,0.011172070942314575,0.011172070942314575
random_1,100,4,6,0.049999999999999996,-0.049999999999999996
random_1,100,4,7,0.026041257367387036,-0.026041257367387036
random_1,100,4,8,0.05,-0.05
random_1,100,5,0,0.013369784241693172,0.013369784241693172
random_1,100,5,1,0.049999999999999996,-0.049999999999999996
random_1,100,5,2,0.006782732864674868,-0.006782732864674868
random_1,100,5,3,0.013870621802439979,0.013870621802439979
random_1,100,5,4,0.020084397810218986,-0.020084397810218986
