filename,sample_time,r,mser
random_15,600,1,-5.661335674836938e-05
random_15,600,2,-0.0074482725143584
random_15,600,3,-0.0081514178234721
random_15,600,4,-0.0040776290050917
random_15,600,5,-0.0010213331507739
random_16,0,1,-0.0254208754208754
random_16,0,2,-0.0289864456531123
random_16,0,3,-0.0125701459034792
random_16,0,4,-0.0073403410801784
random_16,0,5,-0.0025427315044801
random_16,100,1,-0.0328732824097591
random_16,100,2,-0.0303095049043987
random_16,100,3,-0.0358808594255006
random_16,100,4,-0.0336329663434505
random_16,100,5,-0.0311631330563766
random_16,200,1,-0.0330556262925727
random_16,200,2,-0.0296809789739046
random_16,200,3,-0.0353916071851155
random_16,200,4,-0.0254845207308024
random_16,200,5,-0.0296424999684696
random_16,300,1,0.0928647975943327
random_16,300,2,0.1476364126917505
random_16,300,3,0.0729088853260474
random_16,300,4,0.076866155296171
random_16,300,5,0.0541884772421501
random_16,400,1,-0.0105833453771023
random_16,400,2,-0.0164064605494166
random_16,400,3,-0.0126361996395536
random_16,400,4,-0.0139426351215157
random_16,400,5,-0.0151405808836479
random_16,500,1,-0.019690552173741
random_16,500,2,0.0553310302374367
random_16,500,3,0.0250189926180936
random_16,500,4,0.0264332071272175
random_16,500,5,0.0143438747086324
random_16,600,1,-0.001938783569153
random_16,600,2,0.0016838836195309
random_16,600,3,-0.001077693840119
random_16,600,4,0.009107723092672
random_16,600,5,0.0028071362685909
random_17,0,1,-0.0254208754208754
random_17,0,2,-0.0289864456531123
random_17,0,3,-0.0125701459034792
random_17,0,4,-0.0073403410801784
random_17,0,5,-0.0025427315044801
random_17,100,1,-0.00833386605644
random_17,100,2,-0.0184787059377673
random_17,100,3,-0.019370744922265
random_17,100,4,-0.0236055261698699
random_17,100,5,-0.0242502698323609
random_17,200,1,-0.0416208523070397
random_17,200,2,-0.0309187291010948
random_17,200,3,-0.0287327504348663
random_17,200,4,-0.0296528972226366
random_17,200,5,-0.0330518758280755
random_17,300,1,-0.0111716653143729
random_17,300,2,-0.0295737565146055
random_17,300,3,-0.0203764022911958
random_17,300,4,-0.0231217719640419
random_17,300,5,-0.0283503513139821
random_17,400,1,-0.0335249497280173
random_17,400,2,-0.0332957320153263
random_17,400,3,-0.0317266092488902
random_17,400,4,-0.0303839483609546
random_17,400,5,-0.0303375724587023
random_17,500,1,-0.0286837949753422
random_17,500,2,-0.021936547297276
random_17,500,3,-0.0229288449498633
random_17,500,4,-0.0207076822917894
random_17,500,5,-0.0219925763963894
random_17,600,1,-0.0118235978238114
random_17,600,2,-0.0143331373274718
random_17,600,3,-0.0163371566778046
random_17,600,4,-0.0107388280426052
random_17,600,5,-0.0048494975164053
random_18,0,1,-0.0254208754208754
random_18,0,2,-0.0289864456531123
random_18,0,3,-0.0125701459034792
random_18,0,4,-0.0073403410801784
random_18,0,5,-0.0025427315044801
random_18,100,1,0.0128847353512719
random_18,100,2,-0.01501605395085
random_18,100,3,-0.0270264851261597
random_18,100,4,-0.0286279292440432
random_18,100,5,-0.0278996682193292
random_18,200,1,-0.0085029840902036
random_18,200,2,0.000725229491164
random_18,200,3,-0.0038093311610505
random_18,200,4,-0.0117666524652812
random_18,200,5,-0.0163115074322048
random_18,300,1,-0.0206947242341402
random_18,300,2,-0.0083948082084338
random_18,300,3,-0.0144064156142402
random_18,300,4,-0.0153221210346686
random_18,300,5,-0.0139884612197548
random_18,400,1,0.0017271467295224
random_18,400,2,0.001482938898269
random_18,400,3,-0.0029402001964444
random_18,400,4,-0.0030519994683699
random_18,400,5,-0.0029612879447695
random_18,500,1,0.0030333929789803
random_18,500,2,0.0186129285318502
random_18,500,3,0.0157120407477165
random_18,500,4,0.0204293140699697
random_18,500,5,0.0175994621284979
random_18,600,1,0.0614779802414485
random_18,600,2,0.0149289411692952
random_18,600,3,0.0045939166660054
random_18,600,4,-0.0024766392129479
random_18,600,5,-0.0027749008770038
random_19,0,1,-0.0254208754208754
random_19,0,2,-0.0289864456531123
random_19,0,3,-0.0125701459034792
random_19,0,4,-0.0073403410801784
random_19,0,5,-0.0025427315044801
random_19,100,1,0.0265398168939862
random_19,100,2,-0.0132429396410005
random_19,100,3,-0.0068447085952679
random_19,100,4,-0.0067527845533822
random_19,100,5,-0.0122863215101082
random_19,200,1,0.0110443102851522
random_19,200,2,-0.025000096298991
random_19,200,3,-0.0317208676830211
random_19,200,4,-0.0342880641577298
random_19,200,5,-0.030340478165208
random_19,300,1,-0.0177046394012043
random_19,300,2,-0.0216880550817572
random_19,300,3,-0.0173836406511138
random_19,300,4,-0.014963792915756
random_19,300,5,-0.0172528265138086
random_19,400,1,-0.0166322812351594
random_19,400,2,-0.0185584145098316
random_19,400,3,-0.0238657206810332
random_19,400,4,-0.0213132968782662
random_19,400,5,-0.0201716033633064
random_19,500,1,-0.0328913837076417
random_19,500,2,-0.0280702885994926
random_19,500,3,-0.0237073117924033
random_19,500,4,-0.0218475042462413
random_19,500,5,-0.0194425835112969
random_19,600,1,-0.0157090427243261
random_19,600,2,-0.0088277735959833
random_19,600,3,-0.0109460926340177
random_19,600,4,0.0288515862116689
random_19,600,5,0.0175653353168201
random_20,0,1,-0.0254208754208754
random_20,0,2,-0.0289864456531123
random_20,0,3,-0.0125701459034792
random_20,0,4,-0.0073403410801784
random_20,0,5,-0.0025427315044801
random_20,100,1,-0.0233490931359968
random_20,100,2,0.0069246798010053
random_20,100,3,-0.0137734432597643
random_20,100,4,-0.0085042311188744
random_20,100,5,-0.0089920025161044
random_20,200,1,0.0410390512463068
random_20,200,2,0.0332726630468115
random_20,200,3,0.0180688725519236
random_20,200,4,-0.0034108540613714
random_20,200,5,-0.0152428481635845
random_20,300,1,-0.0077425716349928
random_20,300,2,0.0117208809049733
random_20,300,3,0.005159843674327
random_20,300,4,0.0106286702878453
random_20,300,5,0.0082965017435655
random_20,400,1,-0.0161731065056512
random_20,400,2,0.0080669705351917
random_20,400,3,-0.0004024876190833
random_20,400,4,0.0375084778024001
random_20,400,5,0.0237921811560202
random_20,500,1,-0.0060917285681278
random_20,500,2,0.0008928778877942
random_20,500,3,0.0003405546647911
random_20,500,4,0.0028798480063784
random_20,500,5,0.0267542148129289
random_20,600,1,-0.0402490112968207
random_20,600,2,-0.0345646101807531
random_20,600,3,-0.0329273364878973
random_20,600,4,-0.0311538361113701
random_20,600,5,-0.0298565345312913
clustered_1,0,1,0.0009988776655443
clustered_1,0,2,-0.0013079513079513
clustered_1,0,3,-0.0064175084175084
clustered_1,0,4,0.0130313979907475
clustered_1,0,5,0.0085122628838475
clustered_1,100,1,0.0074015718506119
clustered_1,100,2,-0.0018738617062945
clustered_1,100,3,0.0008209422703884
clustered_1,100,4,0.011769042804868
clustered_1,100,5,0.0063592529317009
clustered_1,200,1,-0.0191796755312642
clustered_1,200,2,-0.0130615753678146
clustered_1,200,3,-0.005746272295142
clustered_1,200,4,-0.0061550375209225
clustered_1,200,5,-0.0105117642874835
clustered_1,300,1,0.0093571828989991
clustered_1,300,2,-0.0018600767800572
clustered_1,300,3,-0.008588755769852
clustered_1,300,4,-0.0105051799599605
clustered_1,300,5,-0.0070800042663852
clustered_1,400,1,0.320436075084226
clustered_1,400,2,0.1135877205398943
clustered_1,400,3,0.0915420253970245
clustered_1,400,4,0.0568753863192579
clustered_1,400,5,0.0375011332862403
clustered_1,500,1,-0.0430495181401447
clustered_1,500,2,-0.0414353134567692
clustered_1,500,3,-0.0379542321887858
clustered_1,500,4,-0.0388993413870565
clustered_1,500,5,-0.0375254221431785
clustered_1,600,1,0.0060414068106413
clustered_1,600,2,0.00322745054532
clustered_1,600,3,0.0019600663605334
clustered_1,600,4,0.0002716989848499
clustered_1,600,5,0.0010775043843604
clustered_2,0,1,0.0009988776655443
clustered_2,0,2,-0.0013079513079513
clustered_2,0,3,-0.0064175084175084
clustered_2,0,4,0.0130313979907475
clustered_2,0,5,0.0085122628838475
clustered_2,100,1,-0.0052302797269758
clustered_2,100,2,0.0123925662878355
clustered_2,100,3,-0.0039869435931611
clustered_2,100,4,-0.0050517221257902
clustered_2,100,5,0.0010336644630398
clustered_2,200,1,0.0037782690248659
clustered_2,200,2,-0.0052758276765612
clustered_2,200,3,0.0005797979910508
clustered_2,200,4,0.0058396935111699
clustered_2,200,5,-0.0006623533267912
clustered_2,300,1,-0.0409157737327229
clustered_2,300,2,-0.0389111738174749
clustered_2,300,3,-0.0389057424314258
clustered_2,300,4,-0.0379277399546531
clustered_2,300,5,-0.0296811847532552
clustered_2,400,1,-0.0175464537985225
clustered_2,400,2,-0.0103468296636034
clustered_2,400,3,0.0221943517429877
clustered_2,400,4,0.016745263967887
clustered_2,400,5,0.0085657995998822
clustered_2,500,1,0.0015495012928562
clustered_2,500,2,0.0010059555000613
clustered_2,500,3,-0.0030123485638331
clustered_2,500,4,-0.0051949329542504
clustered_2,500,5,-0.0038916298267902
clustered_2,600,1,-0.0074987148451873
clustered_2,600,2,-0.0035742593350596
clustered_2,600,3,-0.000595124585776
clustered_2,600,4,0.0065745983965673
clustered_2,600,5,0.0017787672758802
clustered_3,0,1,0.0009988776655443
clustered_3,0,2,-0.0013079513079513
clustered_3,0,3,-0.0064175084175084
clustered_3,0,4,0.0130313979907475
clustered_3,0,5,0.0085122628838475
clustered_3,100,1,0.0030919887796354
clustered_3,100,2,0.0194531566101282
clustered_3,100,3,0.0205280466593018
clustered_3,100,4,0.0138844144535462
clustered_3,100,5,0.0166660595222497
