filename,init_locs,seed,type_id,0,1,2,3,4,5,6,7,8
random_1,R1,0,0,0.0,0.9735068503495069,0.982507993353404,0.7911256092201592,0.9521881815425906,0.9192504163282037,0.9819322648685966,0.9970590801415328,0.9738764790234175
random_1,R1,0,1,0.9735068503495069,0.0,0.9974873597250875,0.9676246056792964,0.8652736244859308,0.9752398293714443,0.9401302485421024,0.9945351077655774,0.9200578711079115
random_1,R1,0,2,0.982507993353404,0.9974873597250875,0.0,0.9807685271744296,0.9934242030780995,0.9846541368900971,0.9935895348465719,0.994271467938263,1.0
random_1,R1,0,3,0.7911256092201592,0.9676246056792964,0.9807685271744296,0.0,0.9644763218200793,0.8983760841439311,0.9916365584277554,0.9935834493026467,0.9867317118684135
random_1,R1,0,4,0.9521881815425906,0.8652736244859308,0.9934242030780995,0.9644763218200793,0.0,0.9708520555237806,0.8953596324723205,0.9489711756141316,0.8928869350365533
random_1,R1,0,5,0.9192504163282037,0.9752398293714443,0.9846541368900971,0.8983760841439311,0.9708520555237806,0.0,0.9876196177306018,0.984532263298447,0.9890843470163005
random_1,R1,0,6,0.9819322648685966,0.9401302485421024,0.9935895348465719,0.9916365584277554,0.8953596324723205,0.9876196177306018,0.0,0.9797750962096857,0.774810938853142
random_1,R1,0,7,0.9970590801415328,0.9945351077655774,0.994271467938263,0.9935834493026467,0.9489711756141316,0.984532263298447,0.9797750962096857,0.0,0.989247195396706
random_1,R1,0,8,0.9738764790234175,0.9200578711079115,1.0,0.9867317118684135,0.8928869350365533,0.9890843470163005,0.774810938853142,0.989247195396706,0.0
random_2,R1,1,0,0.0,0.9632356467617246,0.8802968155631796,0.8213735007287842,0.9444684233660803,0.9152899476242841,0.9580875291715455,0.9624393484385941,0.9831582545148907
random_2,R1,1,1,0.9632356467617246,0.0,0.9629967244567571,0.9632570459530764,0.9348703310537144,0.9604462336489298,0.7537397592553832,0.9640245543872961,0.999071952104387
random_2,R1,1,2,0.8802968155631796,0.9629967244567571,0.0,0.9109249084962404,0.9425105674445478,0.9524472937486027,0.9590442416589124,0.9597106993534964,0.9877294010526662
random_2,R1,1,3,0.8213735007287842,0.9632570459530764,0.9109249084962404,0.0,0.9330453295506009,0.8823499417871501,0.9555244983440287,0.9599958021745532,0.996114984710738
random_2,R1,1,4,0.9444684233660803,0.9348703310537144,0.9425105674445478,0.9330453295506009,0.0,0.9178844828613523,0.9087217492292659,0.9592218751792025,0.9958101944240305
random_2,R1,1,5,0.9152899476242841,0.9604462336489298,0.9524472937486027,0.8823499417871501,0.9178844828613523,0.0,0.9585068996104102,0.962422309514267,1.0
random_2,R1,1,6,0.9580875291715455,0.7537397592553832,0.9590442416589124,0.9555244983440287,0.9087217492292659,0.9585068996104102,0.0,0.9598531357942246,0.9992826591694582
random_2,R1,1,7,0.9624393484385941,0.9640245543872961,0.9597106993534964,0.9599958021745532,0.9592218751792025,0.962422309514267,0.9598531357942246,0.0,0.9991761157695506
random_2,R1,1,8,0.9831582545148907,0.999071952104387,0.9877294010526662,0.996114984710738,0.9958101944240305,1.0,0.9992826591694582,0.9991761157695506,0.0
random_3,R1,2,0,0.0,0.9778210547893729,0.9690770737295568,0.8405464755967866,0.9420060124374104,0.936478203701416,0.995185058065483,0.9976218790363772,0.999548869348798
random_3,R1,2,1,0.9778210547893729,0.0,0.9936299119413142,0.9396737707153147,0.8058255919695759,0.981338012538999,0.9130904039439369,0.997289712829043,0.8974815490377149
random_3,R1,2,2,0.9690770737295568,0.9936299119413142,0.0,0.9702049401483085,0.9831852750384621,0.9867559987272665,0.9887067359336428,0.998804323714972,1.0
random_3,R1,2,3,0.8405464755967866,0.9396737707153147,0.9702049401483085,0.0,0.9390132343232055,0.9120965700473628,0.9844850731723566,0.9921232460446263,0.9799648313575128
random_3,R1,2,4,0.9420060124374104,0.8058255919695759,0.9831852750384621,0.9390132343232055,0.0,0.9441621148227507,0.9039994368246125,0.9681802194365018,0.9475530813061344
random_3,R1,2,5,0.936478203701416,0.981338012538999,0.9867559987272665,0.9120965700473628,0.9441621148227507,0.0,0.9596948051139158,0.9929990013369608,0.9894295643916561
random_3,R1,2,6,0.995185058065483,0.9130904039439369,0.9887067359336428,0.9844850731723566,0.9039994368246125,0.9596948051139158,0.0,0.9900325537777358,0.9249313866199873
random_3,R1,2,7,0.9976218790363772,0.997289712829043,0.998804323714972,0.9921232460446263,0.9681802194365018,0.9929990013369608,0.9900325537777358,0.0,0.9868735425359035
random_3,R1,2,8,0.999548869348798,0.8974815490377149,1.0,0.9799648313575128,0.9475530813061344,0.9894295643916561,0.9249313866199873,0.9868735425359035,0.0
random_4,R1,3,0,0.0,0.9864069041054357,0.9904973697488229,0.84169441083109,0.9945907259822097,0.9472880525805712,0.9983322114156973,0.993959178882445,0.9986032341868873
