filename,init_locs,seed,type_id,0,1,2,3,4,5,6,7,8
random_1,R1,0,0,0.0,0.9996868953979017,0.8027072448911706,0.7745441946905268,1.0,0.7716810337743675,0.9883810541132813,0.9887564286454147,0.0
random_1,R1,0,1,0.9996868953979017,0.0,0.9861450244684483,0.9994446597948012,0.7917550893562068,0.9998874399391975,0.830235813652249,0.9947021033689133,0.0
random_1,R1,0,2,0.8027072448911706,0.9861450244684483,0.0,0.8858841192891226,0.9896722836777575,0.9381096242860615,0.9867246679011442,0.9761014913209569,0.0
random_1,R1,0,3,0.7745441946905268,0.9994446597948012,0.8858841192891226,0.0,0.9968341788785968,0.8708124608545242,0.9899855370509794,0.9748132373316694,0.0
random_1,R1,0,4,1.0,0.7917550893562068,0.9896722836777575,0.9968341788785968,0.0,0.9854823742317951,0.8556210037068555,0.9826541366436681,0.0
random_1,R1,0,5,0.7716810337743675,0.9998874399391975,0.9381096242860615,0.8708124608545242,0.9854823742317951,0.0,0.9934700894073961,0.9841522391695527,0.0
random_1,R1,0,6,0.9883810541132813,0.830235813652249,0.9867246679011442,0.9899855370509794,0.8556210037068555,0.9934700894073961,0.0,0.9907364495795217,0.0
random_1,R1,0,7,0.9887564286454147,0.9947021033689133,0.9761014913209569,0.9748132373316694,0.9826541366436681,0.9841522391695527,0.9907364495795217,0.0,0.0
random_1,R1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_2,R1,1,0,0.0,1.0,0.9394475490199028,0.7851941801957609,0.9767854728653955,0.8724377563465984,0.9848687093836549,0.989879978863729,0.9889240296308818
random_2,R1,1,1,1.0,0.0,0.9903960755068624,0.9715139366709182,0.7576629639299431,0.9522759808036566,0.7903557968604429,0.9946400745937115,0.9339794898363531
random_2,R1,1,2,0.9394475490199028,0.9903960755068624,0.0,0.9258398252246274,0.9694668875449051,0.9432980914925523,0.9852557294751078,0.9719343211529408,0.9883022703898442
random_2,R1,1,3,0.7851941801957609,0.9715139366709182,0.9258398252246274,0.0,0.9632209735035188,0.7686831282346178,0.9817931683898818,0.9662016733747669,0.9916501878734086
