filename,init_locs,seed,diameter,sample_id,0,1,2,3,4,5,6,7,8
random_4,R1,3,2,7,1,0,0,0,0,1,0,0,0
random_4,R1,3,2,8,21,0,0,0,0,0,0,0,0
random_4,R1,3,2,9,10,0,0,0,0,0,0,0,0
random_4,R1,3,2,10,10,0,0,1,0,0,0,0,0
random_4,R1,3,2,11,0,0,0,0,0,0,0,0,0
random_4,R1,3,2,12,0,0,0,0,0,0,0,0,0
random_4,R1,3,2,13,0,0,0,0,0,0,0,0,0
random_4,R1,3,2,14,0,0,0,1,0,0,0,0,0
random_4,R1,3,2,15,0,0,0,0,0,0,0,0,0
random_4,R1,3,3,0,0,0,0,0,0,0,0,0,0
random_4,R1,3,3,1,0,0,0,0,0,0,0,0,0
random_4,R1,3,3,2,0,0,0,0,0,0,0,0,0
random_4,R1,3,3,3,7,0,0,0,0,0,0,0,0
random_4,R1,3,3,4,9,0,0,7,0,2,0,0,0
random_4,R1,3,3,5,27,0,0,0,0,1,0,0,0
random_4,R1,3,3,6,0,0,0,1,0,0,0,0,0
random_4,R1,3,3,7,1,0,0,0,0,1,0,0,0
random_4,R1,3,3,8,31,0,0,0,0,0,0,0,0
random_4,R1,3,3,9,16,0,0,1,0,0,0,0,0
random_4,R1,3,3,10,22,0,0,2,0,0,0,0,0
random_4,R1,3,3,11,0,0,0,0,0,0,0,0,0
random_4,R1,3,3,12,0,0,0,0,0,0,0,0,0
random_4,R1,3,3,13,0,0,0,0,0,0,0,0,0
random_4,R1,3,3,14,0,0,0,2,0,0,0,0,0
random_4,R1,3,3,15,0,0,0,0,0,0,0,0,0
random_4,R1,3,4,0,0,0,0,0,0,0,0,0,0
random_4,R1,3,4,1,0,0,0,0,0,0,0,0,0
random_4,R1,3,4,2,0,0,0,0,0,0,0,0,0
random_4,R1,3,4,3,18,0,0,0,0,1,0,0,0
random_4,R1,3,4,4,13,0,0,21,0,3,0,0,0
random_4,R1,3,4,5,49,0,0,0,0,1,0,0,0
random_4,R1,3,4,6,0,0,0,4,0,0,0,0,0
random_4,R1,3,4,7,1,0,0,0,0,2,0,0,0
random_4,R1,3,4,8,51,0,1,0,0,0,0,0,0
random_4,R1,3,4,9,36,0,0,4,0,0,0,0,0
random_4,R1,3,4,10,31,0,0,3,0,0,0,0,0
random_4,R1,3,4,11,0,0,0,0,0,0,0,0,0
random_4,R1,3,4,12,0,0,0,0,0,0,0,0,0
random_4,R1,3,4,13,0,0,0,0,0,0,0,0,0
random_4,R1,3,4,14,0,0,0,3,0,0,0,0,0
random_4,R1,3,4,15,0,0,0,0,0,0,0,0,0
random_4,R1,3,5,0,0,0,0,0,0,0,0,0,0
random_4,R1,3,5,1,0,0,0,0,0,0,0,0,0
random_4,R1,3,5,2,0,0,0,0,0,0,0,0,0
random_4,R1,3,5,3,25,0,0,0,0,1,0,0,0
random_4,R1,3,5,4,22,0,0,22,0,4,0,0,0
random_4,R1,3,5,5,57,0,0,0,0,2,0,0,0
random_4,R1,3,5,6,0,0,0,9,0,0,0,0,0
random_4,R1,3,5,7,4,0,0,1,0,2,0,0,0
random_4,R1,3,5,8,70,0,2,0,0,0,0,0,0
random_4,R1,3,5,9,50,0,0,4,0,0,0,0,0
random_4,R1,3,5,10,48,0,0,4,0,0,0,0,0
random_4,R1,3,5,11,0,0,0,0,0,0,0,0,0
random_4,R1,3,5,12,0,0,0,0,0,0,0,0,0
random_4,R1,3,5,13,0,0,1,0,0,0,0,0,0
random_4,R1,3,5,14,2,0,0,5,0,0,0,1,0
random_4,R1,3,5,15,2,0,0,0,0,0,0,0,0
random_5,R1,4,1,0,12,0,0,0,1,0,0,0,1
random_5,R1,4,1,1,0,0,0,0,0,0,0,0,0
random_5,R1,4,1,2,4,0,0,0,0,0,0,0,0
random_5,R1,4,1,3,6,7,0,1,0,0,0,0,0
random_5,R1,4,1,4,0,10,0,0,0,0,0,0,0
random_5,R1,4,1,5,0,1,0,0,0,0,0,0,0
random_5,R1,4,1,6,0,0,0,0,0,0,0,0,0
random_5,R1,4,1,7,1,0,0,0,0,0,0,0,0
random_5,R1,4,1,8,3,0,0,3,0,0,0,0,0
random_5,R1,4,1,9,2,0,0,4,0,0,0,0,0
random_5,R1,4,1,10,1,0,0,5,0,0,0,0,0
random_5,R1,4,1,11,3,0,0,0,0,0,0,0,0
random_5,R1,4,1,12,1,0,0,0,0,0,0,0,0
random_5,R1,4,1,13,0,0,1,0,0,0,0,0,0
random_5,R1,4,1,14,0,0,0,0,0,0,0,0,0
random_5,R1,4,1,15,3,0,0,3,0,0,0,0,0
random_5,R1,4,2,0,21,0,0,0,2,0,0,0,1
random_5,R1,4,2,1,0,0,0,0,0,0,0,0,0
random_5,R1,4,2,2,5,0,0,0,0,0,0,0,0
random_5,R1,4,2,3,15,19,0,1,0,1,0,0,0
random_5,R1,4,2,4,0,38,0,0,0,0,0,0,0
random_5,R1,4,2,5,0,2,0,0,0,0,0,0,0
random_5,R1,4,2,6,0,0,0,0,0,0,0,0,0
random_5,R1,4,2,7,2,0,0,1,0,0,0,0,0
random_5,R1,4,2,8,7,0,0,3,0,0,0,0,0
random_5,R1,4,2,9,2,0,0,4,0,0,0,0,0
random_5,R1,4,2,10,2,0,0,7,0,0,0,0,0
random_5,R1,4,2,11,13,0,0,0,0,0,0,0,0
random_5,R1,4,2,12,2,0,0,0,0,0,0,0,0
random_5,R1,4,2,13,0,0,1,0,0,0,0,0,0
random_5,R1,4,2,14,0,0,0,0,0,0,0,0,0
random_5,R1,4,2,15,13,0,0,10,0,0,0,0,0
random_5,R1,4,3,0,32,0,0,0,3,0,0,0,1
random_5,R1,4,3,1,0,0,0,0,0,0,0,0,0
random_5,R1,4,3,2,12,0,0,0,0,0,0,0,0
random_5,R1,4,3,3,23,43,0,4,0,1,0,0,0
random_5,R1,4,3,4,0,82,0,0,0,0,0,0,0
random_5,R1,4,3,5,0,6,0,0,2,0,0,0,0
random_5,R1,4,3,6,0,0,0,0,0,0,0,0,0
random_5,R1,4,3,7,10,0,0,9,0,0,0,0,0
random_5,R1,4,3,8,12,0,0,12,0,0,0,0,0
random_5,R1,4,3,9,2,0,0,4,0,1,0,0,0
random_5,R1,4,3,10,2,0,0,14,0,0,0,0,0
random_5,R1,4,3,11,17,0,0,0,0,0,0,0,0
random_5,R1,4,3,12,3,0,0,0,0,0,0,0,0
random_5,R1,4,3,13,0,0,2,1,0,0,0,0,0
random_5,R1,4,3,14,0,0,0,1,0,1,0,0,0
random_5,R1,4,3,15,19,0,0,16,0,0,0,0,0
random_5,R1,4,4,0,53,0,0,0,4,1,0,0,2
random_5,R1,4,4,1,0,0,0,0,0,0,0,0,0
random_5,R1,4,4,2,18,0,0,0,0,0,0,0,0
random_5,R1,4,4,3,36,77,0,5,0,1,0,0,0
random_5,R1,4,4,4,0,146,0,0,0,0,1,0,1
random_5,R1,4,4,5,0,19,0,0,4,0,1,0,0
random_5,R1,4,4,6,0,0,0,0,0,0,0,0,0
random_5,R1,4,4,7,10,0,0,13,0,0,0,0,0
random_5,R1,4,4,8,25,0,0,15,0,0,0,0,0
random_5,R1,4,4,9,2,0,0,8,0,1,0,0,0
random_5,R1,4,4,10,2,0,0,16,0,0,0,0,0
random_5,R1,4,4,11,33,0,0,1,0,0,0,0,0
random_5,R1,4,4,12,6,0,0,0,0,0,0,0,0
random_5,R1,4,4,13,0,0,2,1,0,0,0,0,0
random_5,R1,4,4,14,0,0,0,1,0,1,0,0,0
random_5,R1,4,4,15,23,0,1,17,0,0,0,0,0
random_5,R1,4,5,0,71,0,0,0,8,2,0,0,3
random_5,R1,4,5,1,0,0,0,0,0,0,0,0,0
random_5,R1,4,5,2,21,0,0,0,0,0,0,0,0
random_5,R1,4,5,3,57,115,0,5,0,2,0,0,0
random_5,R1,4,5,4,0,223,0,0,1,0,1,0,1
random_5,R1,4,5,5,2,33,0,0,7,0,3,0,0
random_5,R1,4,5,6,0,0,0,0,0,0,0,0,0
random_5,R1,4,5,7,16,0,0,18,0,0,0,0,0
random_5,R1,4,5,8,29,0,0,18,0,0,0,0,0
random_5,R1,4,5,9,4,0,0,11,0,1,0,0,0
random_5,R1,4,5,10,4,0,0,23,0,0,0,0,0
random_5,R1,4,5,11,40,0,0,1,0,0,0,0,0
random_5,R1,4,5,12,7,0,0,0,0,0,0,0,0
random_5,R1,4,5,13,0,0,2,2,0,0,0,0,0
random_5,R1,4,5,14,0,0,0,1,0,3,0,0,0
random_5,R1,4,5,15,30,0,1,26,0,0,0,0,0
random_6,R1,5,1,0,0,0,0,0,0,0,0,0,0
random_6,R1,5,1,1,0,0,0,0,0,0,0,0,0
random_6,R1,5,1,2,0,0,0,0,0,0,0,0,0
random_6,R1,5,1,3,0,0,0,0,0,0,0,0,0
random_6,R1,5,1,4,0,0,0,0,0,0,0,0,0
random_6,R1,5,1,5,0,0,0,0,0,0,0,0,0
random_6,R1,5,1,6,0,0,1,0,0,0,0,0,0
random_6,R1,5,1,7,0,0,0,0,0,0,0,1,0
random_6,R1,5,1,8,0,0,0,0,0,0,0,0,0
random_6,R1,5,1,9,0,0,0,0,0,0,0,0,0
random_6,R1,5,1,10,0,0,0,0,0,0,0,0,0
random_6,R1,5,1,11,0,0,0,0,0,0,0,0,0
random_6,R1,5,1,12,1,0,0,0,0,0,0,0,0
random_6,R1,5,1,13,0,18,0,0,0,0,0,0,0
random_6,R1,5,1,14,1,0,0,0,0,0,0,0,0
random_6,R1,5,1,15,9,0,0,1,0,0,0,0,0
random_6,R1,5,2,0,0,0,0,0,0,0,0,0,0
random_6,R1,5,2,1,0,0,0,0,0,0,0,0,0
random_6,R1,5,2,2,0,0,0,0,0,0,0,0,0
random_6,R1,5,2,3,0,0,0,0,0,0,0,0,0
random_6,R1,5,2,4,0,0,0,0,0,0,0,0,0
random_6,R1,5,2,5,0,0,0,0,0,0,0,0,0
random_6,R1,5,2,6,0,0,1,0,0,0,0,0,0
random_6,R1,5,2,7,0,0,0,0,0,0,0,1,0
random_6,R1,5,2,8,0,0,0,0,0,0,0,0,0
random_6,R1,5,2,9,0,0,0,0,0,0,0,0,0
random_6,R1,5,2,10,0,0,0,0,0,0,0,0,0
random_6,R1,5,2,11,0,0,0,0,0,0,0,0,0
random_6,R1,5,2,12,5,0,0,0,0,0,0,0,0
random_6,R1,5,2,13,0,46,0,0,0,0,0,0,0
random_6,R1,5,2,14,1,0,0,0,0,0,0,0,0
random_6,R1,5,2,15,27,0,0,3,0,0,0,0,0
random_6,R1,5,3,0,0,0,0,0,0,0,0,0,0
random_6,R1,5,3,1,0,0,0,0,0,0,0,0,0
random_6,R1,5,3,2,0,0,0,0,0,0,0,0,0
random_6,R1,5,3,3,0,0,0,0,0,0,0,0,0
random_6,R1,5,3,4,0,0,0,0,0,0,0,0,0
random_6,R1,5,3,5,0,0,0,0,0,0,0,0,0
random_6,R1,5,3,6,0,0,1,0,0,0,0,0,1
random_6,R1,5,3,7,0,0,0,0,0,0,0,1,0
random_6,R1,5,3,8,0,0,0,0,0,0,0,0,0
random_6,R1,5,3,9,0,0,0,0,0,0,0,0,0
random_6,R1,5,3,10,0,0,0,0,0,0,0,1,0
random_6,R1,5,3,11,0,0,0,0,0,0,0,0,0
random_6,R1,5,3,12,12,0,0,0,0,0,0,0,0
random_6,R1,5,3,13,0,98,0,0,0,0,0,0,0
random_6,R1,5,3,14,3,0,0,0,0,0,0,0,0
