filename,init_locs,seed,type_id,r,0,1,2,3,4,5,6,7,8
random_3,R1,2,0,1,0.0,0.4,0.5,0.6749999999999999,0.4,0.0,0.5,0.0,0.0
random_3,R1,2,1,1,0.4,0.0,0.6666666666666666,0.6666666666666666,0.3229166666666667,0.0,0.5833333333333334,0.0,0.0
random_3,R1,2,2,1,0.5,0.6666666666666666,0.0,1.0,0.6666666666666666,0.0,1.0,0.0,0.0
random_3,R1,2,3,1,0.6749999999999999,0.6666666666666666,1.0,0.0,0.6666666666666666,0.0,1.0,0.0,0.0
random_3,R1,2,4,1,0.4,0.3229166666666667,0.6666666666666666,0.6666666666666666,0.0,0.0,0.625,0.0,0.0
random_3,R1,2,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_3,R1,2,6,1,0.5,0.5833333333333334,1.0,1.0,0.625,0.0,0.0,0.0,0.0
random_3,R1,2,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_3,R1,2,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_3,R1,2,0,2,0.0,0.4,0.4351351351351351,0.6689189189189189,0.3333333333333333,0.0,0.5,0.0,0.0
random_3,R1,2,1,2,0.4,0.0,0.5,0.6666666666666666,0.43999999999999995,0.0,0.704225352112676,0.0,0.0
random_3,R1,2,2,2,0.4351351351351351,0.5,0.0,0.5,0.4,0.0,0.6666666666666666,0.0,0.0
random_3,R1,2,3,2,0.6689189189189189,0.6666666666666666,0.5,0.0,0.5,0.0,1.0,0.0,0.0
random_3,R1,2,4,2,0.3333333333333333,0.43999999999999995,0.4,0.5,0.0,0.0,0.6,0.0,0.0
random_3,R1,2,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_3,R1,2,6,2,0.5,0.704225352112676,0.6666666666666666,1.0,0.6,0.0,0.0,0.0,0.0
random_3,R1,2,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_3,R1,2,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_3,R1,2,0,3,0.0,0.4,0.45619047619047615,0.6535714285714286,0.3333333333333333,0.0,0.5,0.0,0.5
random_3,R1,2,1,3,0.4,0.0,0.49999999999999994,0.6666666666666666,0.47586206896551725,0.0,0.6906474820143885,0.0,0.6906474820143885
random_3,R1,2,2,3,0.45619047619047615,0.49999999999999994,0.0,0.3333333333333333,0.4,0.0,0.6666666666666666,0.0,0.6666666666666666
random_3,R1,2,3,3,0.6535714285714286,0.6666666666666666,0.3333333333333333,0.0,0.5,0.0,1.0,0.0,1.0
random_3,R1,2,4,3,0.3333333333333333,0.47586206896551725,0.4,0.5,0.0,0.0,0.646551724137931,0.0,0.646551724137931
random_3,R1,2,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_3,R1,2,6,3,0.5,0.6906474820143885,0.6666666666666666,1.0,0.646551724137931,0.0,0.0,0.0,0.0
random_3,R1,2,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_3,R1,2,8,3,0.5,0.6906474820143885,0.6666666666666666,1.0,0.646551724137931,0.0,0.0,0.0,0.0
random_3,R1,2,0,4,0.0,0.4,0.46426858513189445,0.6636690647482014,0.3333333333333333,0.0,0.5,0.0,0.5
random_3,R1,2,1,4,0.4,0.0,0.49999999999999994,0.6666666666666666,0.4897959183673469,0.0,0.6625,0.0,0.6625
random_3,R1,2,2,4,0.46426858513189445,0.49999999999999994,0.0,0.3333333333333333,0.4,0.0,0.6666666666666666,0.0,0.6666666666666666
random_3,R1,2,3,4,0.6636690647482014,0.6666666666666666,0.3333333333333333,0.0,0.5,0.0,1.0,0.0,1.0
random_3,R1,2,4,4,0.3333333333333333,0.4897959183673469,0.4,0.5,0.0,0.0,0.6581632653061225,0.0,0.6581632653061225
random_3,R1,2,5,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_3,R1,2,6,4,0.5,0.6625,0.6666666666666666,1.0,0.6581632653061225,0.0,0.0,0.0,0.0
random_3,R1,2,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_3,R1,2,8,4,0.5,0.6625,0.6666666666666666,1.0,0.6581632653061225,0.0,0.0,0.0,0.0
random_3,R1,2,0,5,0.0,0.4,0.37216404886561955,0.6832460732984293,0.3333333333333333,0.5850785340314136,0.5,0.0,0.4
random_3,R1,2,1,5,0.4,0.0,0.4,0.6666666666666666,0.40273972602739727,0.6666666666666666,0.6539509536784741,0.0,0.4592132152588556
random_3,R1,2,2,5,0.37216404886561955,0.4,0.0,0.375,0.3333333333333333,0.5,0.5,0.0,0.4
random_3,R1,2,3,5,0.6832460732984293,0.6666666666666666,0.375,0.0,0.5,1.0,1.0,0.0,0.6666666666666666
random_3,R1,2,4,5,0.3333333333333333,0.40273972602739727,0.3333333333333333,0.5,0.0,0.5,0.5958904109589042,0.0,0.4517123287671233
random_3,R1,2,5,5,0.5850785340314136,0.6666666666666666,0.5,1.0,0.5,0.0,1.0,0.0,0.6666666666666666
random_3,R1,2,6,5,0.5,0.6539509536784741,0.5,1.0,0.5958904109589042,1.0,0.0,0.0,0.125
random_3,R1,2,7,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_3,R1,2,8,5,0.4,0.4592132152588556,0.4,0.6666666666666666,0.4517123287671233,0.6666666666666666,0.125,0.0,0.0
random_4,R1,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,R1,3,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,R1,3,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,R1,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,R1,3,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,R1,3,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,R1,3,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,R1,3,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,R1,3,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,R1,3,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
random_4,R1,3,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,R1,3,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,R1,3,3,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,R1,3,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,R1,3,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,R1,3,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,R1,3,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,R1,3,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,R1,3,0,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
random_4,R1,3,1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,R1,3,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,R1,3,3,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,R1,3,4,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,R1,3,5,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,R1,3,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,R1,3,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,R1,3,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,R1,3,0,4,0.0,0.0,0.0,0.75,0.0,0.2727272727272727,0.0,0.0,0.0
random_4,R1,3,1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,R1,3,2,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,R1,3,3,4,0.75,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
random_4,R1,3,4,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,R1,3,5,4,0.2727272727272727,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
random_4,R1,3,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,R1,3,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,R1,3,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,R1,3,0,5,0.0,0.0,0.42857142857142855,0.5587121212121211,0.0,0.5151515151515151,0.0,0.8454545454545456,0.0
random_4,R1,3,1,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,R1,3,2,5,0.42857142857142855,0.0,0.0,0.4750000000000001,0.0,0.6,0.0,0.75,0.0
random_4,R1,3,3,5,0.5587121212121211,0.0,0.4750000000000001,0.0,0.0,0.75,0.0,0.8749999999999999,0.0
random_4,R1,3,4,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,R1,3,5,5,0.5151515151515151,0.0,0.6,0.75,0.0,0.0,0.0,1.0,0.0
random_4,R1,3,6,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_4,R1,3,7,5,0.8454545454545456,0.0,0.75,0.8749999999999999,0.0,1.0,0.0,0.0,0.0
random_4,R1,3,8,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_5,R1,4,0,1,0.0,0.33333333333333337,0.2857142857142857,0.19444444444444442,0.23809523809523808,0.4126984126984127,0.0,0.0,0.23809523809523808
random_5,R1,4,1,1,0.33333333333333337,0.0,1.0,0.5,1.0,1.0,0.0,0.0,1.0
random_5,R1,4,2,1,0.2857142857142857,1.0,0.0,0.4,1.0,1.0,0.0,0.0,1.0
random_5,R1,4,3,1,0.19444444444444442,0.5,0.4,0.0,0.4,0.5,0.0,0.0,0.4
random_5,R1,4,4,1,0.23809523809523808,1.0,1.0,0.4,0.0,1.0,0.0,0.0,0.0
random_5,R1,4,5,1,0.4126984126984127,1.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0
random_5,R1,4,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_5,R1,4,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_5,R1,4,8,1,0.23809523809523808,1.0,1.0,0.4,0.0,1.0,0.0,0.0,0.0
random_5,R1,4,0,2,0.0,0.32318501170960184,0.2857142857142857,0.20828779599271402,0.28103044496487123,0.2520491803278688,0.0,0.0,0.28103044496487123
random_5,R1,4,1,2,0.32318501170960184,0.0,1.0,0.5666666666666667,1.0,0.6666666666666666,0.0,0.0,1.0
random_5,R1,4,2,2,0.2857142857142857,1.0,0.0,0.4,1.0,0.6666666666666666,0.0,0.0,1.0
random_5,R1,4,3,2,0.20828779599271402,0.5666666666666667,0.4,0.0,0.4,0.3055555555555555,0.0,0.0,0.4
random_5,R1,4,4,2,0.28103044496487123,1.0,1.0,0.4,0.0,0.6666666666666666,0.0,0.0,0.0
random_5,R1,4,5,2,0.2520491803278688,0.6666666666666666,0.6666666666666666,0.3055555555555555,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666
random_5,R1,4,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_5,R1,4,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_5,R1,4,8,2,0.28103044496487123,1.0,1.0,0.4,0.0,0.6666666666666666,0.0,0.0,0.0
random_5,R1,4,0,3,0.0,0.3279883381924198,0.2857142857142857,0.14344175170068027,0.2886297376093294,0.17591836734693875,0.0,0.0,0.2886297376093294
random_5,R1,4,1,3,0.3279883381924198,0.0,1.0,0.375,1.0,0.4800000000000001,0.0,0.0,1.0
random_5,R1,4,2,3,0.2857142857142857,1.0,0.0,0.41517857142857145,1.0,0.4,0.0,0.0,1.0
random_5,R1,4,3,3,0.14344175170068027,0.375,0.41517857142857145,0.0,0.2857142857142857,0.159375,0.0,0.0,0.2857142857142857
random_5,R1,4,4,3,0.2886297376093294,1.0,1.0,0.2857142857142857,0.0,0.39999999999999997,0.0,0.0,0.0
random_5,R1,4,5,3,0.17591836734693875,0.4800000000000001,0.4,0.159375,0.39999999999999997,0.0,0.0,0.0,0.39999999999999997
random_5,R1,4,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_5,R1,4,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_5,R1,4,8,3,0.2886297376093294,1.0,1.0,0.2857142857142857,0.0,0.39999999999999997,0.0,0.0,0.0
random_5,R1,4,0,4,0.0,0.32432432432432423,0.23338963963963966,0.15413110478899952,0.2750965250965251,0.1802825552825553,0.0,0.0,0.2750965250965251
random_5,R1,4,1,4,0.32432432432432423,0.0,0.6666666666666666,0.37218045112781944,1.0,0.4375,0.0,0.0,1.0
random_5,R1,4,2,4,0.23338963963963966,0.6666666666666666,0.0,0.2543859649122807,0.6666666666666666,0.2857142857142857,0.0,0.0,0.6666666666666666
random_5,R1,4,3,4,0.15413110478899952,0.37218045112781944,0.2543859649122807,0.0,0.2857142857142857,0.12021531100478469,0.0,0.0,0.2857142857142857
random_5,R1,4,4,4,0.2750965250965251,1.0,0.6666666666666666,0.2857142857142857,0.0,0.4375,0.0,0.0,0.0
random_5,R1,4,5,4,0.1802825552825553,0.4375,0.2857142857142857,0.12021531100478469,0.4375,0.0,0.0,0.0,0.4375
random_5,R1,4,6,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_5,R1,4,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_5,R1,4,8,4,0.2750965250965251,1.0,0.6666666666666666,0.2857142857142857,0.0,0.4375,0.0,0.0,0.0
random_5,R1,4,0,5,0.0,0.3099861303744799,0.23705501618122976,0.16762555435694593,0.2808599167822468,0.15588295199945687,0.2857142857142857,0.0,0.2808599167822468
random_5,R1,4,1,5,0.3099861303744799,0.0,0.6666666666666666,0.3888888888888889,1.0,0.4230769230769231,1.0,0.0,1.0
random_5,R1,4,2,5,0.23705501618122976,0.6666666666666666,0.0,0.25462962962962965,0.6666666666666666,0.2857142857142857,0.6666666666666666,0.0,0.6666666666666666
random_5,R1,4,3,5,0.16762555435694593,0.3888888888888889,0.25462962962962965,0.0,0.2857142857142857,0.12742812742812745,0.2857142857142857,0.0,0.2857142857142857
random_5,R1,4,4,5,0.2808599167822468,1.0,0.6666666666666666,0.2857142857142857,0.0,0.4230769230769231,1.0,0.0,0.0
random_5,R1,4,5,5,0.15588295199945687,0.4230769230769231,0.2857142857142857,0.12742812742812745,0.4230769230769231,0.0,0.3333333333333333,0.0,0.4230769230769231
random_5,R1,4,6,5,0.2857142857142857,1.0,0.6666666666666666,0.2857142857142857,1.0,0.3333333333333333,0.0,0.0,1.0
random_5,R1,4,7,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_5,R1,4,8,5,0.2808599167822468,1.0,0.6666666666666666,0.2857142857142857,0.0,0.4230769230769231,1.0,0.0,0.0
random_6,R1,5,0,1,0.0,0.5,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.0
random_6,R1,5,1,1,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
random_6,R1,5,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_6,R1,5,3,1,0.13636363636363635,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_6,R1,5,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_6,R1,5,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_6,R1,5,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_6,R1,5,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_6,R1,5,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_6,R1,5,0,2,0.0,0.5,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.0
random_6,R1,5,1,2,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
random_6,R1,5,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_6,R1,5,3,2,0.13636363636363635,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_6,R1,5,4,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_6,R1,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_6,R1,5,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_6,R1,5,7,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_6,R1,5,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_6,R1,5,0,3,0.0,0.5,0.0,0.20454545454545453,0.0,0.0,0.0,0.0,0.0
random_6,R1,5,1,3,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
random_6,R1,5,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_6,R1,5,3,3,0.20454545454545453,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
