filename,r,mae,mdae
clustered_18,2,0.4208947293447294,0.025150183150183164
clustered_18,3,0.4247367724867724,0.06314999999999998
clustered_18,4,0.4222866369854174,0.06933710801393733
clustered_18,5,0.41838756613756606,0.032786885245901634
clustered_19,1,0.3531066137566137,0.057142857142857155
clustered_19,2,0.3508254985754985,0.07326007326007326
clustered_19,3,0.3425246031746032,0.07091666666666668
clustered_19,4,0.33478166860240033,0.04176771196283391
clustered_19,5,0.3230460274091421,0.04965027322404367
clustered_20,1,0.41838756613756606,0.1394880952380952
clustered_20,2,0.36450262515262516,0.14236630036630035
clustered_20,3,0.36971031746031746,0.08580952380952384
clustered_20,4,0.36756009162472575,0.10448548199767713
clustered_20,5,0.36143344175557285,0.10585636221701791
