filename,r,sample_time,sample_id,mae_sh,mae_si,mdae_sh,mdae_si
random_1,3,100,11,0.7893307643914462,0.3790622598226415,0.7893307643914462,0.3790622598226415
random_1,3,100,12,0.42126655722294915,0.05906225982264146,0.42126655722294915,0.05906225982264146
random_1,3,100,13,1.1144137377828944,0.5590622598226415,1.1144137377828944,0.5590622598226415
random_1,3,100,14,0.059493569796750245,0.08093774017735844,0.059493569796750245,0.08093774017735844
random_1,3,100,15,0.629319646480683,0.3190622598226417,0.629319646480683,0.3190622598226417
random_1,4,100,0,0.5106163236677197,0.24081808972661956,0.5106163236677197,0.24081808972661956
random_1,4,100,1,0.6996709091651769,0.3104672185003273,0.6996709091651769,0.3104672185003273
random_1,4,100,2,0.09081136984862193,0.017062307651407038,0.09081136984862193,0.017062307651407038
random_1,4,100,3,0.6521025390972992,0.3247166538027545,0.6521025390972992,0.3247166538027545
random_1,4,100,4,0.008484738168634598,0.060965175019608187,0.008484738168634598,0.060965175019608187
random_1,4,100,5,0.49991041747216614,0.13562180613644104,0.49991041747216614,0.13562180613644104
random_1,4,100,6,1.1144137377828944,0.5590622598226415,1.1144137377828944,0.5590622598226415
random_1,4,100,7,0.6638525289165899,0.2812844820448638,0.6638525289165899,0.2812844820448638
random_1,4,100,8,0.8075845843419239,0.42385817818998855,0.8075845843419239,0.42385817818998855
random_1,4,100,9,0.4273217104029229,0.18036403497057057,0.4273217104029229,0.18036403497057057
random_1,4,100,10,0.7893307643914462,0.3790622598226415,0.7893307643914462,0.3790622598226415
random_1,4,100,11,0.8432243647410503,0.41705042550311505,0.8432243647410503,0.41705042550311505
random_1,4,100,12,0.47789956948808165,0.11461781537819704,0.47789956948808165,0.11461781537819704
random_1,4,100,13,1.1144137377828944,0.5590622598226415,1.1144137377828944,0.5590622598226415
random_1,4,100,14,0.1262705541705016,0.11862369059058175,0.1262705541705016,0.11862369059058175
random_1,4,100,15,0.513930829537069,0.2262622598226416,0.513930829537069,0.2262622598226416
random_1,5,100,0,0.4816986666131102,0.22031225982264158,0.4816986666131102,0.22031225982264158
random_1,5,100,1,0.701225552484964,0.31171141064278957,0.701225552484964,0.31171141064278957
random_1,5,100,2,0.1582265938268056,0.045534684380393764,0.1582265938268056,0.045534684380393764
random_1,5,100,3,0.5915364004351741,0.28333352692555636,0.5915364004351741,0.28333352692555636
random_1,5,100,4,0.0060938860834076625,0.07205534426793558,0.0060938860834076625,0.07205534426793558
random_1,5,100,5,0.2850565529930228,0.04868163698527128,0.2850565529930228,0.04868163698527128
random_1,5,100,6,0.42126655722294915,0.05906225982264146,0.42126655722294915,0.05906225982264146
random_1,5,100,7,0.5027626754809137,0.20031225982264156,0.5027626754809137,0.20031225982264156
random_1,5,100,8,0.6444720159406574,0.34597410406277135,0.6444720159406574,0.34597410406277135
random_1,5,100,9,0.5124897660506049,0.23874975982264146,0.5124897660506049,0.23874975982264146
random_1,5,100,10,0.7522031806474454,0.35144980307523654,0.7522031806474454,0.35144980307523654
random_1,5,100,11,0.8694837109882592,0.43461781537819716,0.8694837109882592,0.43461781537819716
random_1,5,100,12,0.47789956948808165,0.11461781537819704,0.47789956948808165,0.11461781537819704
random_1,5,100,13,1.1144137377828944,0.5590622598226415,1.1144137377828944,0.5590622598226415
random_1,5,100,14,0.1262705541705016,0.11862369059058175,0.1262705541705016,0.11862369059058175
random_1,5,100,15,0.29045452128181215,0.07295114871153036,0.29045452128181215,0.07295114871153036
random_1,1,200,0,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,1,200,1,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,1,200,2,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,1,200,3,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,1,200,4,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,1,200,5,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,1,200,6,0.3803889305086994,0.09194765008521194,0.3803889305086994,0.09194765008521194
random_1,1,200,7,0.4690809185207655,0.17761154527291662,0.4690809185207655,0.17761154527291662
random_1,1,200,8,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,1,200,9,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,1,200,10,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,1,200,11,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,1,200,12,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,1,200,13,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,1,200,14,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,1,200,15,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,2,200,0,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,2,200,1,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,2,200,2,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,2,200,3,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,2,200,4,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,2,200,5,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,2,200,6,0.20261041057838558,0.04671231057903902,0.20261041057838558,0.04671231057903902
random_1,2,200,7,0.6167892982397182,0.30799703280126134,0.6167892982397182,0.30799703280126134
random_1,2,200,8,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,2,200,9,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,2,200,10,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,2,200,11,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,2,200,12,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,2,200,13,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,2,200,14,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,2,200,15,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,3,200,0,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,3,200,1,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,3,200,2,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,3,200,3,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,3,200,4,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,3,200,5,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,3,200,6,0.21035275232795836,0.042838522490396214,0.21035275232795836,0.042838522490396214
random_1,3,200,7,0.3744113059326203,0.1696035858465778,0.3744113059326203,0.1696035858465778
random_1,3,200,8,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,3,200,9,0.8994063593718498,0.5089748105790391,0.8994063593718498,0.5089748105790391
random_1,3,200,10,0.8246770259170043,0.4846667773380418,0.8246770259170043,0.4846667773380418
random_1,3,200,11,0.6572341888176138,0.3408768513953655,0.6572341888176138,0.3408768513953655
random_1,3,200,12,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,3,200,13,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,3,200,14,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,3,200,15,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,4,200,0,0.9607845482780029,0.5423180204555822,0.9607845482780029,0.5423180204555822
random_1,4,200,1,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,4,200,2,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,4,200,3,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,4,200,4,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,4,200,5,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,4,200,6,0.15873415976023497,0.022574810579039095,0.15873415976023497,0.022574810579039095
random_1,4,200,7,0.5238521208753484,0.2724573313876002,0.5238521208753484,0.2724573313876002
random_1,4,200,8,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,4,200,9,0.9376098123865945,0.5302646064974064,0.9376098123865945,0.5302646064974064
random_1,4,200,10,0.7790081787655944,0.472741361905452,0.7790081787655944,0.472741361905452
random_1,4,200,11,0.5822564158038113,0.34577481057903925,0.5822564158038113,0.34577481057903925
random_1,4,200,12,0.37420332654607746,0.08577481057903902,0.37420332654607746,0.08577481057903902
random_1,4,200,13,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,4,200,14,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,4,200,15,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,5,200,0,0.7088485969713468,0.41914527170623883,0.7088485969713468,0.41914527170623883
random_1,5,200,1,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,5,200,2,1.0094429896178885,0.5651584911345946,1.0094429896178885,0.5651584911345946
random_1,5,200,3,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,5,200,4,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,5,200,5,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,5,200,6,0.1986308241917577,0.03906200781087299,0.1986308241917577,0.03906200781087299
random_1,5,200,7,0.5320660260049415,0.27019925534605893,0.5320660260049415,0.27019925534605893
random_1,5,200,8,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,5,200,9,0.986865670038016,0.555013091829039,0.986865670038016,0.555013091829039
random_1,5,200,10,0.7797636299483304,0.4691775470454279,0.7797636299483304,0.4691775470454279
random_1,5,200,11,0.6477946147857894,0.3827569779315767,0.6477946147857894,0.3827569779315767
random_1,5,200,12,0.43083633881121,0.1413303661345946,0.43083633881121,0.1413303661345946
random_1,5,200,13,0.9764743857730213,0.5500723312401962,0.9764743857730213,0.5500723312401962
random_1,5,200,14,1.0673505071060228,0.585774810579039,1.0673505071060228,0.585774810579039
random_1,5,200,15,0.930470377270684,0.539632232454039,0.930470377270684,0.539632232454039
random_1,1,300,0,0.8236258780043045,0.44366166773415416,0.8236258780043045,0.44366166773415416
random_1,1,300,1,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,1,300,2,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,1,300,3,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,1,300,4,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,1,300,5,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,1,300,6,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,1,300,7,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,1,300,8,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,1,300,9,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,1,300,10,0.8553000006388686,0.42300155183594296,0.8553000006388686,0.42300155183594296
random_1,1,300,11,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,1,300,12,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,1,300,13,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,1,300,14,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,1,300,15,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,2,300,0,0.7218861691507629,0.36473229705667426,0.7218861691507629,0.36473229705667426
random_1,2,300,1,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,2,300,2,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,2,300,3,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,2,300,4,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,2,300,5,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,2,300,6,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,2,300,7,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,2,300,8,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,2,300,9,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,2,300,10,0.9979400458486687,0.5208094243437229,0.9979400458486687,0.5208094243437229
random_1,2,300,11,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,2,300,12,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,2,300,13,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,2,300,14,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,2,300,15,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,3,300,0,0.63774822768163,0.35282013912703786,0.63774822768163,0.35282013912703786
random_1,3,300,1,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,3,300,2,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,3,300,3,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,3,300,4,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,3,300,5,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,3,300,6,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,3,300,7,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,3,300,8,0.14921192849575626,0.019467583966526147,0.14921192849575626,0.019467583966526147
random_1,3,300,9,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,3,300,10,0.9468134559380689,0.4878793548089839,0.9468134559380689,0.4878793548089839
random_1,3,300,11,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,3,300,12,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,3,300,13,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,3,300,14,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,3,300,15,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,4,300,0,0.7261666918550631,0.40186544786116335,0.7261666918550631,0.40186544786116335
random_1,4,300,1,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,4,300,2,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,4,300,3,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,4,300,4,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,4,300,5,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,4,300,6,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,4,300,7,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,4,300,8,0.19272783177454889,0.009421304922362594,0.19272783177454889,0.009421304922362594
random_1,4,300,9,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,4,300,10,0.9979400458486687,0.5208094243437229,0.9979400458486687,0.5208094243437229
random_1,4,300,11,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,4,300,12,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,4,300,13,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,4,300,14,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,4,300,15,1.2041320964819004,0.6205324160334738,1.2041320964819004,0.6205324160334738
random_1,5,300,0,0.7487502888517377,0.41083241603347387,0.7487502888517377,0.41083241603347387
