filename,sample_time,r,sample_id,mae,mdae
random_1,200,3,7,0.8866666666666666,0.2
random_1,200,3,8,0.9955555555555559,0.275
random_1,200,3,9,0.8177777777777777,0.2
random_1,200,3,10,1.2455555555555557,0.12
random_1,200,3,11,0.1955555555555556,0.08000000000000007
random_1,200,3,12,0.40888888888888886,0.275
random_1,200,3,13,0.7466666666666666,0.275
random_1,200,3,14,0.4444444444444444,0.275
random_1,200,3,15,1.848888888888889,0.275
random_1,200,4,0,0.9322493224932251,0.275
random_1,200,4,1,0.4444444444444444,0.275
random_1,200,4,2,1.1273712737127373,0.275
random_1,200,4,3,0.5420054200542005,0.275
random_1,200,4,4,0.42615176151761514,0.21036585365853655
random_1,200,4,5,0.4552845528455285,0.275
random_1,200,4,6,0.42506775067750674,0.1902439024390244
random_1,200,4,7,1.130758807588076,0.2
random_1,200,4,8,0.7588075880758808,0.275
random_1,200,4,9,0.7154471544715446,0.2
random_1,200,4,10,0.9756097560975611,0.07987804878048782
random_1,200,4,11,0.2384823848238482,0.1798780487804878
random_1,200,4,12,0.40108401084010836,0.2
random_1,200,4,13,0.8021680216802168,0.275
random_1,200,4,14,0.4444444444444444,0.275
random_1,200,4,15,1.97289972899729,0.275
random_1,200,5,0,0.8014571948998178,0.2
random_1,200,5,1,0.4444444444444444,0.275
random_1,200,5,2,1.3697632058287799,0.2438524590163935
random_1,200,5,3,0.5391621129326047,0.275
random_1,200,5,4,0.40482695810564656,0.2
random_1,200,5,5,0.3934426229508196,0.275
random_1,200,5,6,0.4040983606557377,0.16393442622950793
random_1,200,5,7,1.0969945355191257,0.2
random_1,200,5,8,0.7577413479052822,0.275
random_1,200,5,9,0.9034608378870677,0.2438524590163935
random_1,200,5,10,1.0755009107468123,0.11844262295081959
random_1,200,5,11,0.30601092896174864,0.11270491803278693
random_1,200,5,12,0.40072859744990896,0.2438524590163935
random_1,200,5,13,0.7723132969034608,0.2
random_1,200,5,14,0.4444444444444444,0.275
random_1,200,5,15,1.8013661202185791,0.2438524590163935
random_1,300,1,0,3.938888888888888,0.375
random_1,300,1,1,0.4444444444444444,0.275
random_1,300,1,2,0.4444444444444444,0.275
random_1,300,1,3,0.4444444444444444,0.275
random_1,300,1,4,2.8444444444444446,0.275
random_1,300,1,5,0.4444444444444444,0.275
random_1,300,1,6,0.4444444444444444,0.275
random_1,300,1,7,0.4444444444444444,0.275
random_1,300,1,8,0.6166666666666667,0.275
random_1,300,1,9,0.4444444444444444,0.275
random_1,300,1,10,1.5555555555555558,0.275
random_1,300,1,11,0.4444444444444444,0.275
random_1,300,1,12,0.4444444444444444,0.275
random_1,300,1,13,0.4444444444444444,0.275
random_1,300,1,14,1.4222222222222225,0.275
random_1,300,1,15,0.4444444444444444,0.275
random_1,300,2,0,3.008974358974359,0.375
random_1,300,2,1,0.4444444444444444,0.275
random_1,300,2,2,0.4444444444444444,0.275
random_1,300,2,3,0.4444444444444444,0.275
random_1,300,2,4,2.52991452991453,0.275
random_1,300,2,5,0.4444444444444444,0.275
random_1,300,2,6,0.4444444444444444,0.275
random_1,300,2,7,0.4444444444444444,0.275
random_1,300,2,8,0.5072649572649572,0.275
random_1,300,2,9,0.4444444444444444,0.275
random_1,300,2,10,1.2547008547008547,0.275
random_1,300,2,11,0.4444444444444444,0.275
random_1,300,2,12,0.45170940170940166,0.275
random_1,300,2,13,0.4444444444444444,0.275
random_1,300,2,14,1.2307692307692308,0.275
random_1,300,2,15,0.4444444444444444,0.275
random_1,300,3,0,3.2077777777777774,0.375
random_1,300,3,1,0.4444444444444444,0.275
random_1,300,3,2,0.4444444444444444,0.275
random_1,300,3,3,0.4444444444444444,0.275
random_1,300,3,4,2.1333333333333333,0.275
random_1,300,3,5,0.4444444444444444,0.275
random_1,300,3,6,0.4444444444444444,0.275
random_1,300,3,7,0.4444444444444444,0.275
random_1,300,3,8,0.4888888888888888,0.275
random_1,300,3,9,0.4444444444444444,0.275
random_1,300,3,10,0.9511111111111114,0.275
random_1,300,3,11,0.4444444444444444,0.275
random_1,300,3,12,0.45444444444444443,0.275
random_1,300,3,13,0.41888888888888887,0.2
random_1,300,3,14,1.3155555555555558,0.275
random_1,300,3,15,0.4444444444444444,0.275
random_1,300,4,0,3.0345528455284554,0.375
random_1,300,4,1,0.4444444444444444,0.275
random_1,300,4,2,0.4550135501355013,0.275
random_1,300,4,3,0.4444444444444444,0.275
random_1,300,4,4,2.2113821138211383,0.275
random_1,300,4,5,0.4444444444444444,0.275
random_1,300,4,6,0.4444444444444444,0.275
random_1,300,4,7,0.4444444444444444,0.275
random_1,300,4,8,0.44119241192411923,0.21036585365853655
random_1,300,4,9,0.4227642276422764,0.275
random_1,300,4,10,0.7794037940379404,0.275
random_1,300,4,11,0.4444444444444444,0.275
random_1,300,4,12,0.4700542005420054,0.275
random_1,300,4,13,0.4227642276422764,0.2
random_1,300,4,14,1.1924119241192415,0.275
random_1,300,4,15,0.4444444444444444,0.275
random_1,300,5,0,3.0796903460837886,0.375
random_1,300,5,1,0.4444444444444444,0.275
random_1,300,5,2,0.4479052823315118,0.275
random_1,300,5,3,0.4444444444444444,0.275
random_1,300,5,4,2.127504553734062,0.275
random_1,300,5,5,0.4444444444444444,0.275
random_1,300,5,6,0.4444444444444444,0.275
random_1,300,5,7,0.4444444444444444,0.275
random_1,300,5,8,0.39854280510018214,0.10614754098360651
random_1,300,5,9,0.42987249544626593,0.275
random_1,300,5,10,0.7132969034608379,0.275
random_1,300,5,11,0.4444444444444444,0.275
random_1,300,5,12,0.4124772313296903,0.24959016393442623
random_1,300,5,13,0.4153005464480874,0.2
random_1,300,5,14,1.2677595628415304,0.275
random_1,300,5,15,0.4444444444444444,0.275
random_1,400,1,0,0.4444444444444444,0.275
random_1,400,1,1,0.4444444444444444,0.275
random_1,400,1,2,0.4444444444444444,0.275
random_1,400,1,3,0.4444444444444444,0.275
random_1,400,1,4,0.4444444444444444,0.275
random_1,400,1,5,0.7166666666666666,0.275
random_1,400,1,6,0.4444444444444444,0.275
random_1,400,1,7,0.4444444444444444,0.275
random_1,400,1,8,0.2666666666666666,0.275
random_1,400,1,9,0.4444444444444444,0.275
random_1,400,1,10,0.4444444444444444,0.275
random_1,400,1,11,1.0666666666666669,0.275
random_1,400,1,12,0.7388888888888889,0.275
random_1,400,1,13,0.4444444444444444,0.275
random_1,400,1,14,0.4444444444444444,0.275
random_1,400,1,15,0.4444444444444444,0.275
random_1,400,2,0,0.4444444444444444,0.275
random_1,400,2,1,0.5051282051282051,0.275
random_1,400,2,2,0.4444444444444444,0.275
random_1,400,2,3,0.4444444444444444,0.275
random_1,400,2,4,0.4444444444444444,0.275
random_1,400,2,5,0.7102564102564103,0.275
random_1,400,2,6,0.45170940170940166,0.275
random_1,400,2,7,0.4444444444444444,0.275
random_1,400,2,8,0.27350427350427353,0.275
random_1,400,2,9,0.4444444444444444,0.275
random_1,400,2,10,0.4444444444444444,0.275
random_1,400,2,11,1.3525641025641029,0.24038461538461542
random_1,400,2,12,0.6568376068376067,0.275
random_1,400,2,13,0.4444444444444444,0.275
random_1,400,2,14,0.4444444444444444,0.275
random_1,400,2,15,0.4444444444444444,0.275
random_1,400,3,0,0.4444444444444444,0.275
random_1,400,3,1,0.62,0.275
random_1,400,3,2,0.49,0.275
random_1,400,3,3,0.4444444444444444,0.275
random_1,400,3,4,0.4444444444444444,0.275
random_1,400,3,5,0.5044444444444444,0.275
random_1,400,3,6,0.41888888888888887,0.2
random_1,400,3,7,0.41888888888888887,0.2
random_1,400,3,8,0.2844444444444444,0.275
random_1,400,3,9,0.41888888888888887,0.2
random_1,400,3,10,0.4444444444444444,0.275
random_1,400,3,11,1.3744444444444446,0.265
random_1,400,3,12,0.5255555555555556,0.275
random_1,400,3,13,0.45444444444444443,0.275
random_1,400,3,14,0.41888888888888887,0.2
random_1,400,3,15,0.4444444444444444,0.275
random_1,400,4,0,0.4444444444444444,0.275
random_1,400,4,1,0.5384823848238481,0.21036585365853655
random_1,400,4,2,0.4700542005420054,0.275
random_1,400,4,3,0.4227642276422764,0.2
random_1,400,4,4,0.4444444444444444,0.275
random_1,400,4,5,0.4951219512195121,0.11524390243902438
random_1,400,4,6,0.4227642276422764,0.2
random_1,400,4,7,0.42669376693766936,0.2
random_1,400,4,8,0.4119241192411924,0.275
random_1,400,4,9,0.33604336043360433,0.2
random_1,400,4,10,0.42669376693766936,0.2
random_1,400,4,11,1.499322493224932,0.21036585365853655
random_1,400,4,12,0.49173441734417345,0.275
random_1,400,4,13,0.4483739837398374,0.275
random_1,400,4,14,0.4227642276422764,0.2
random_1,400,4,15,0.4444444444444444,0.275
random_1,400,5,0,0.4479052823315118,0.275
random_1,400,5,1,0.4894353369763205,0.2
random_1,400,5,2,0.45619307832422584,0.275
random_1,400,5,3,0.42987249544626593,0.2
random_1,400,5,4,0.4444444444444444,0.275
random_1,400,5,5,0.5185792349726775,0.24959016393442623
random_1,400,5,6,0.4153005464480874,0.2
random_1,400,5,7,0.4270491803278688,0.2
random_1,400,5,8,0.4663023679417122,0.275
random_1,400,5,9,0.3424408014571949,0.2
random_1,400,5,10,0.4270491803278688,0.2
random_1,400,5,11,1.432149362477232,0.2
random_1,400,5,12,0.5144808743169399,0.275
random_1,400,5,13,0.4707650273224044,0.275
random_1,400,5,14,0.4187613843351548,0.2
random_1,400,5,15,0.4444444444444444,0.275
random_1,500,1,0,0.7388888888888889,0.275
random_1,500,1,1,1.1611111111111114,0.275
random_1,500,1,2,1.4500000000000002,0.275
random_1,500,1,3,0.5611111111111111,0.275
random_1,500,1,4,0.4444444444444444,0.275
random_1,500,1,5,0.4444444444444444,0.275
random_1,500,1,6,0.5388888888888889,0.275
random_1,500,1,7,0.5611111111111111,0.275
random_1,500,1,8,0.4444444444444444,0.275
random_1,500,1,9,0.5333333333333333,0.275
random_1,500,1,10,0.8888888888888888,0.275
random_1,500,1,11,0.4444444444444444,0.275
random_1,500,1,12,1.2277777777777779,0.375
random_1,500,1,13,0.5611111111111111,0.275
random_1,500,1,14,2.3444444444444446,0.275
random_1,500,1,15,0.9222222222222225,0.275
random_1,500,2,0,0.45170940170940166,0.275
random_1,500,2,1,0.7102564102564103,0.275
random_1,500,2,2,0.9987179487179488,0.275
random_1,500,2,3,0.5200854700854701,0.275
random_1,500,2,4,0.4444444444444444,0.275
random_1,500,2,5,0.4444444444444444,0.275
random_1,500,2,6,0.42948717948717946,0.24038461538461542
random_1,500,2,7,0.45170940170940166,0.275
random_1,500,2,8,0.4444444444444444,0.275
random_1,500,2,9,0.7076923076923077,0.275
random_1,500,2,10,0.5470085470085471,0.275
random_1,500,2,11,0.4444444444444444,0.275
random_1,500,2,12,1.0226495726495726,0.375
random_1,500,2,13,0.5884615384615385,0.275
random_1,500,2,14,1.7017094017094019,0.24038461538461542
random_1,500,2,15,0.7444444444444445,0.24038461538461542
random_1,500,3,0,0.3388888888888889,0.275
random_1,500,3,1,0.5844444444444444,0.275
random_1,500,3,2,0.8099999999999999,0.275
random_1,500,3,3,0.49,0.275
random_1,500,3,4,0.4444444444444444,0.275
random_1,500,3,5,0.4444444444444444,0.275
random_1,500,3,6,0.40888888888888886,0.2
random_1,500,3,7,0.3622222222222222,0.265
random_1,500,3,8,0.4444444444444444,0.275
random_1,500,3,9,0.6055555555555555,0.05499999999999999
random_1,500,3,10,0.7466666666666666,0.275
random_1,500,3,11,0.4444444444444444,0.275
random_1,500,3,12,0.9077777777777778,0.275
random_1,500,3,13,0.6677777777777778,0.275
random_1,500,3,14,1.5266666666666668,0.265
random_1,500,3,15,0.9577777777777778,0.275
random_1,500,4,0,0.20989159891598919,0.11524390243902438
random_1,500,4,1,0.4951219512195122,0.275
random_1,500,4,2,0.7735772357723577,0.275
random_1,500,4,3,0.49173441734417345,0.275
random_1,500,4,4,0.4444444444444444,0.275
random_1,500,4,5,0.4483739837398374,0.275
random_1,500,4,6,0.4227642276422764,0.2
random_1,500,4,7,0.3216802168021681,0.24390243902439024
random_1,500,4,8,0.4444444444444444,0.275
random_1,500,4,9,0.5659891598915989,0.21036585365853655
random_1,500,4,10,0.5853658536585367,0.2
random_1,500,4,11,0.4444444444444444,0.275
random_1,500,4,12,0.7518970189701897,0.275
random_1,500,4,13,0.8386178861788617,0.275
random_1,500,4,14,1.5682926829268296,0.21036585365853655
random_1,500,4,15,1.134688346883469,0.275
random_1,500,5,0,0.2562841530054645,0.11844262295081959
random_1,500,5,1,0.4748633879781421,0.275
random_1,500,5,2,0.835063752276867,0.275
random_1,500,5,3,0.5436247723132968,0.275
random_1,500,5,4,0.4444444444444444,0.275
random_1,500,5,5,0.49990892531876135,0.275
random_1,500,5,6,0.3861566484517305,0.2
random_1,500,5,7,0.34371584699453556,0.275
random_1,500,5,8,0.4444444444444444,0.275
random_1,500,5,9,0.6417122040072859,0.14959016393442626
random_1,500,5,10,0.8888888888888888,0.2
random_1,500,5,11,0.4444444444444444,0.275
random_1,500,5,12,0.8051912568306011,0.275
random_1,500,5,13,0.776775956284153,0.275
random_1,500,5,14,1.4584699453551915,0.2
random_1,500,5,15,0.9921675774134793,0.275
random_1,600,1,0,1.3611111111111112,0.275
random_1,600,1,1,0.35555555555555557,0.275
random_1,600,1,2,1.0944444444444446,0.275
random_1,600,1,3,0.4444444444444444,0.275
random_1,600,1,4,0.4444444444444444,0.275
random_1,600,1,5,1.0944444444444446,0.275
random_1,600,1,6,0.9166666666666666,0.275
random_1,600,1,7,0.4444444444444444,0.275
random_1,600,1,8,0.4444444444444444,0.275
random_1,600,1,9,0.4444444444444444,0.275
random_1,600,1,10,0.4444444444444444,0.275
random_1,600,1,11,0.7388888888888889,0.275
random_1,600,1,12,1.3611111111111112,0.275
random_1,600,1,13,0.5611111111111111,0.275
random_1,600,1,14,1.2722222222222224,0.275
random_1,600,1,15,0.4444444444444444,0.275
random_1,600,2,0,0.9645299145299145,0.275
random_1,600,2,1,0.6837606837606838,0.275
random_1,600,2,2,1.1594017094017093,0.375
random_1,600,2,3,0.4444444444444444,0.275
random_1,600,2,4,0.4444444444444444,0.275
random_1,600,2,5,1.1354700854700854,0.275
random_1,600,2,6,0.9303418803418805,0.275
random_1,600,2,7,0.5735042735042735,0.24038461538461542
random_1,600,2,8,0.4444444444444444,0.275
random_1,600,2,9,0.45170940170940166,0.275
random_1,600,2,10,0.4444444444444444,0.275
random_1,600,2,11,0.5884615384615385,0.275
random_1,600,2,12,0.5884615384615385,0.2
random_1,600,2,13,1.1594017094017095,0.375
random_1,600,2,14,0.9987179487179488,0.275
random_1,600,2,15,0.376068376068376,0.275
random_1,600,3,0,1.29,0.2
random_1,600,3,1,1.0055555555555558,0.2
random_1,600,3,2,1.1922222222222225,0.275
random_1,600,3,3,0.4444444444444444,0.275
random_1,600,3,4,0.4444444444444444,0.275
random_1,600,3,5,0.881111111111111,0.275
random_1,600,3,6,1.2366666666666668,0.275
random_1,600,3,7,0.5611111111111111,0.2
random_1,600,3,8,0.4444444444444444,0.275
random_1,600,3,9,0.45444444444444443,0.275
random_1,600,3,10,0.4444444444444444,0.275
random_1,600,3,11,0.5611111111111111,0.275
random_1,600,3,12,0.6144444444444443,0.2400000000000002
random_1,600,3,13,1.1566666666666667,0.375
random_1,600,3,14,0.8099999999999999,0.275
random_1,600,3,15,0.2766666666666666,0.2
random_1,600,4,0,1.3008130081300815,0.2
random_1,600,4,1,1.0662601626016264,0.2
random_1,600,4,2,1.0987804878048781,0.275
random_1,600,4,3,0.4444444444444444,0.275
random_1,600,4,4,0.4444444444444444,0.275
random_1,600,4,5,0.7302168021680215,0.275
random_1,600,4,6,1.1855013550135505,0.275
random_1,600,4,7,0.7119241192411924,0.275
random_1,600,4,8,0.40108401084010836,0.275
random_1,600,4,9,0.4700542005420054,0.275
random_1,600,4,10,0.4227642276422764,0.2
random_1,600,4,11,0.5350948509485095,0.275
random_1,600,4,12,0.6543360433604336,0.275
random_1,600,4,13,1.0109756097560973,0.375
random_1,600,4,14,0.8602981029810297,0.275
random_1,600,4,15,0.33604336043360433,0.2
random_1,600,5,0,1.3544626593806923,0.06229508196721306
random_1,600,5,1,0.9734972677595631,0.11270491803278693
random_1,600,5,2,1.0820582877959926,0.275
random_1,600,5,3,0.4444444444444444,0.275
random_1,600,5,4,0.4444444444444444,0.275
random_1,600,5,5,0.7039162112932603,0.275
random_1,600,5,6,1.0390710382513662,0.275
random_1,600,5,7,0.5914389799635701,0.275
random_1,600,5,8,0.4153005464480874,0.275
random_1,600,5,9,0.45619307832422584,0.275
random_1,600,5,10,0.44162112932604736,0.24959016393442623
random_1,600,5,11,0.5144808743169399,0.275
random_1,600,5,12,0.6182149362477232,0.275
random_1,600,5,13,0.9071948998178507,0.275
random_1,600,5,14,0.9079234972677597,0.275
random_1,600,5,15,0.3424408014571949,0.1438524590163935
random_2,0,1,0,0.4444444444444444,0.275
random_2,0,1,1,0.4555555555555555,0.275
random_2,0,1,2,0.4444444444444444,0.275
random_2,0,1,3,0.4555555555555555,0.275
random_2,0,1,4,0.38333333333333336,0.275
random_2,0,1,5,0.5611111111111111,0.275
random_2,0,1,6,0.38333333333333336,0.275
random_2,0,1,7,0.5611111111111111,0.275
random_2,0,1,8,0.4444444444444444,0.275
random_2,0,1,9,0.4555555555555555,0.275
random_2,0,1,10,0.4444444444444444,0.275
random_2,0,1,11,0.4555555555555555,0.275
random_2,0,1,12,0.38333333333333336,0.275
random_2,0,1,13,0.5611111111111111,0.275
random_2,0,1,14,0.38333333333333336,0.275
random_2,0,1,15,0.5611111111111111,0.275
random_2,0,2,0,0.33162393162393156,0.275
random_2,0,2,1,0.23931623931623924,0.2
random_2,0,2,2,0.33162393162393156,0.275
random_2,0,2,3,0.23931623931623924,0.2
random_2,0,2,4,0.31495726495726495,0.2
random_2,0,2,5,0.17820512820512818,0.15384615384615352
random_2,0,2,6,0.31495726495726495,0.2
random_2,0,2,7,0.17820512820512818,0.15384615384615352
random_2,0,2,8,0.33162393162393156,0.275
random_2,0,2,9,0.23931623931623924,0.2
random_2,0,2,10,0.33162393162393156,0.275
