filename,sample_time,r,mae,mdae
random_11,200,4,0.3962178410117435,0.04671504065040649
random_11,200,5,0.3784747115968427,0.03445327868852455
random_11,300,1,0.1715,0.068
random_11,300,2,0.26246866096866095,0.10704615384615387
random_11,300,3,0.21861851851851857,0.07038333333333333
random_11,300,4,0.17389494128274618,0.03685
random_11,300,5,0.1559589556769885,0.04128961748633876
random_11,400,1,0.26278148148148145,0.1264
random_11,400,2,0.17503219373219367,0.01185
random_11,400,3,0.16468518518518513,0.04378333333333334
random_11,400,4,0.13455266485998185,0.03546056910569095
random_11,400,5,0.12160018214936244,0.017110382513661218
random_11,500,1,0.3802777777777777,0.0104
random_11,500,2,0.3289957264957265,0.0104
random_11,500,3,0.25287037037037036,0.0104
random_11,500,4,0.22490289069557357,0.0104
random_11,500,5,0.19812841530054648,0.0104
random_11,600,1,0.25117222222222224,0.02415
random_11,600,2,0.14985541310541306,0.02415
random_11,600,3,0.2452462962962963,0.02415
random_11,600,4,0.22118125564588975,0.02415
random_11,600,5,0.20429911961141461,0.00493169398907102
random_12,0,1,0.22592592592592597,0.05
random_12,0,2,0.17094017094017094,0.09743589743589744
random_12,0,3,0.06703703703703696,0.025
random_12,0,4,0.05361336946702793,0.030487804878048697
random_12,0,5,0.043746205221615056,0.046994535519125746
random_12,100,1,0.2636018518518518,0.0716
random_12,100,2,0.2020633903133903,0.02655
random_12,100,3,0.19249074074074068,0.044933333333333325
random_12,100,4,0.20002868112014444,0.02655
random_12,100,5,0.1971261384335154,0.01695519125683062
random_12,200,1,0.3418537037037036,0.08465
random_12,200,2,0.3610924501424501,0.033367948717948716
random_12,200,3,0.37317222222222224,0.03138333333333333
random_12,200,4,0.33873672086720863,0.04178983739837398
random_12,200,5,0.29286748633879783,0.0137106557377049
random_12,300,1,0.08934999999999996,0.05355
random_12,300,2,0.2737779202279203,0.07281410256410258
random_12,300,3,0.30609444444444434,0.06719999999999998
random_12,300,4,0.2531224480578138,0.05484227642276421
random_12,300,5,0.22804253187613843,0.055739617486338794
random_12,400,1,0.3293574074074073,0.07188333333333333
random_12,400,2,0.23223603988603989,0.06475
random_12,400,3,0.22702407407407404,0.06475
random_12,400,4,0.15484051490514908,0.0652
random_12,400,5,0.1379583788706739,0.06671311475409837
random_12,500,1,0.04090555555555555,0.005383333333333323
random_12,500,2,0.11782008547008546,0.036132051282051283
random_12,500,3,0.07383148148148148,0.008700000000000013
random_12,500,4,0.0854844173441735,0.011462601626016283
random_12,500,5,0.08335182149362486,0.017636885245901627
random_12,600,1,0.17134999999999995,0.0337
random_12,600,2,0.07629985754985745,0.0337
random_12,600,3,0.08079814814814812,0.0337
random_12,600,4,0.03556616982836498,0.012716260162601634
random_12,600,5,0.036363600485731645,0.015115300546448107
random_13,0,1,0.22592592592592597,0.05
random_13,0,2,0.17094017094017094,0.09743589743589744
random_13,0,3,0.06703703703703696,0.025
random_13,0,4,0.05361336946702793,0.030487804878048697
random_13,0,5,0.043746205221615056,0.046994535519125746
random_13,100,1,0.15728148148148147,0.02585
random_13,100,2,0.17524045584045578,0.025432051282051286
random_13,100,3,0.1287851851851852,0.055383333333333326
random_13,100,4,0.14331093044263776,0.05213130081300811
random_13,100,5,0.14773096539162114,0.03133961748633876
random_13,200,1,0.4165518518518518,0.026433333333333336
random_13,200,2,0.3797900284900285,0.0235
random_13,200,3,0.38092962962962956,0.026899999999999993
random_13,200,4,0.37687371273712733,0.058171138211382124
random_13,200,5,0.3462193078324225,0.05629726775956283
random_13,300,1,0.4303944444444444,0.1477
random_13,300,2,0.41330042735042727,0.0821
random_13,300,3,0.40349814814814816,0.0821
random_13,300,4,0.39395885275519427,0.04957967479674797
random_13,300,5,0.4024295385549484,0.09273715846994532
random_13,400,1,0.4961222222222223,0.1433
random_13,400,2,0.4676321937321936,0.040735897435897436
random_13,400,3,0.4257333333333333,0.05658333333333333
random_13,400,4,0.4176393857271905,0.052957723577235744
random_13,400,5,0.42401396478445647,0.06679726775956288
random_13,500,1,0.1304074074074074,0.03315
random_13,500,2,0.12163789173789184,0.03315
random_13,500,3,0.06512222222222228,0.0309
random_13,500,4,0.05374462511291787,0.03315
random_13,500,5,0.06283278688524593,0.03315
random_13,600,1,0.3953833333333333,0.0289
random_13,600,2,0.35663689458689457,0.0289
random_13,600,3,0.3331611111111112,0.0289
random_13,600,4,0.2479578590785908,0.013620325203252036
random_13,600,5,0.21614836065573773,0.02481584699453552
random_14,0,1,0.22592592592592597,0.05
random_14,0,2,0.17094017094017094,0.09743589743589744
random_14,0,3,0.06703703703703696,0.025
random_14,0,4,0.05361336946702793,0.030487804878048697
random_14,0,5,0.043746205221615056,0.046994535519125746
random_14,100,1,0.2733314814814815,0.02715
random_14,100,2,0.23766851851851856,0.042185897435897415
random_14,100,3,0.268987037037037,0.05328333333333332
random_14,100,4,0.23676192411924118,0.020420325203252036
random_14,100,5,0.20205388585306616,0.03161584699453551
random_14,200,1,0.3364314814814815,0.15735
random_14,200,2,0.2874286324786324,0.13612820512820514
random_14,200,3,0.28453518518518517,0.11766666666666664
random_14,200,4,0.27333373983739834,0.06727967479674796
random_14,200,5,0.2612200667880996,0.07794207650273224
random_14,300,1,0.30467962962962963,0.07575
random_14,300,2,0.2815719373219373,0.0755679487179487
random_14,300,3,0.23806111111111117,0.02845
random_14,300,4,0.23126336946702797,0.031439837398373985
random_14,300,5,0.24343627808136,0.03677103825136612
random_14,400,1,0.18865185185185188,0.0083
random_14,400,2,0.1122985754985755,0.0083
random_14,400,3,0.17877777777777779,0.0083
random_14,400,4,0.11778410117434504,0.0083
random_14,400,5,0.10900170006071647,0.0083
random_14,500,1,0.2637,0.0103
random_14,500,2,0.2580019943019943,0.0103
random_14,500,3,0.22814444444444446,0.0103
random_14,500,4,0.20769277326106594,0.0103
random_14,500,5,0.20798063145112322,0.000320765027322395
random_14,600,1,0.10711111111111109,0.01605
random_14,600,2,0.07064387464387467,0.01605
random_14,600,3,0.09020000000000006,0.0039000000000000007
random_14,600,4,0.0899831978319783,0.01605
random_14,600,5,0.07742525804493014,0.005121038251366122
random_15,0,1,0.22592592592592597,0.05
random_15,0,2,0.17094017094017094,0.09743589743589744
random_15,0,3,0.06703703703703696,0.025
random_15,0,4,0.05361336946702793,0.030487804878048697
random_15,0,5,0.043746205221615056,0.046994535519125746
random_15,100,1,0.12627592592592593,0.02825
random_15,100,2,0.09234943019943023,0.0727
random_15,100,3,0.06955740740740742,0.02825
random_15,100,4,0.048113685636856376,0.03238048780487812
random_15,100,5,0.06185752884031576,0.0179
random_15,200,1,0.6467370370370371,0.03376666666666667
random_15,200,2,0.45254729344729344,0.05445
random_15,200,3,0.4302111111111111,0.02778333333333333
random_15,200,4,0.3659654019873532,0.037018699186991855
random_15,200,5,0.3357848816029144,0.025023497267759542
random_15,300,1,0.5526092592592593,0.1361500000000001
random_15,300,2,0.47739558404558413,0.05661410256410258
random_15,300,3,0.34607592592592595,0.026983333333333318
random_15,300,4,0.28464611562782305,0.03938048780487806
random_15,300,5,0.26027574377656343,0.03431584699453551
random_15,400,1,0.24595925925925924,0.05625
random_15,400,2,0.14507720797720794,0.02045
random_15,400,3,0.11043333333333333,0.02045
random_15,400,4,0.11279900632339654,0.02045
random_15,400,5,0.0895194292653309,0.02045
random_15,500,1,0.30217037037037037,0.0081
random_15,500,2,0.2352444444444444,0.0081
random_15,500,3,0.2550407407407407,0.0081
random_15,500,4,0.23205971093044248,0.0081
random_15,500,5,0.22939411050394654,0.0064603825136611975
random_15,600,1,0.30620185185185184,0.0217
random_15,600,2,0.14430356125356117,0.020175641025640956
random_15,600,3,0.1297166666666666,0.0217
random_15,600,4,0.1367988708220416,0.0054398373983739826
random_15,600,5,0.10949675166970249,0.011086885245901627
random_16,0,1,0.22592592592592597,0.05
random_16,0,2,0.17094017094017094,0.09743589743589744
random_16,0,3,0.06703703703703696,0.025
random_16,0,4,0.05361336946702793,0.030487804878048697
random_16,0,5,0.043746205221615056,0.046994535519125746
random_16,100,1,0.15972962962962964,0.027466666666666667
random_16,100,2,0.1414150997150997,0.028317948717948717
random_16,100,3,0.18854444444444443,0.0263
random_16,100,4,0.20841797651309849,0.02585
random_16,100,5,0.17882981177899215,0.02585
random_16,200,1,0.5387870370370371,0.138
random_16,200,2,0.4145705128205128,0.05024615384615386
random_16,200,3,0.4106981481481482,0.03088333333333333
random_16,200,4,0.4287863143631437,0.0158
random_16,200,5,0.4032178809957499,0.0158
random_16,300,1,0.3628092592592592,0.15471666666666667
random_16,300,2,0.3895938746438746,0.20309230769230777
random_16,300,3,0.3518981481481481,0.11903333333333332
random_16,300,4,0.3358547877145438,0.0832609756097561
random_16,300,5,0.33067167577413475,0.06510546448087431
random_16,400,1,0.26647962962962957,0.08695
random_16,400,2,0.24739529914529917,0.09873589743589743
random_16,400,3,0.26676851851851846,0.08695
random_16,400,4,0.26351648599819333,0.08695
random_16,400,5,0.24393913175470555,0.07602103825136612
random_16,500,1,0.2518925925925926,0.058833333333333335
random_16,500,2,0.18155726495726499,0.050471794871794845
random_16,500,3,0.2232666666666667,0.03216666666666668
random_16,500,4,0.21409503161698284,0.027570325203252036
random_16,500,5,0.18270018214936246,0.0198551912568306
random_16,600,1,0.2556944444444445,0.00825
random_16,600,2,0.26936965811965813,0.00825
random_16,600,3,0.20532407407407416,0.00825
random_16,600,4,0.2087662601626017,0.008010162601626018
random_16,600,5,0.2256886763812994,0.002678961748633876
random_17,0,1,0.22592592592592597,0.05
random_17,0,2,0.17094017094017094,0.09743589743589744
random_17,0,3,0.06703703703703696,0.025
random_17,0,4,0.05361336946702793,0.030487804878048697
random_17,0,5,0.043746205221615056,0.046994535519125746
random_17,100,1,0.2847648148148149,0.02605
random_17,100,2,0.21753233618233617,0.07259615384615388
random_17,100,3,0.20148703703703708,0.02541666666666667
random_17,100,4,0.19390645889792232,0.01735
random_17,100,5,0.17141527018822103,0.026605191256830606
random_17,200,1,0.32303888888888893,0.1017
random_17,200,2,0.2435309116809118,0.0718
random_17,200,3,0.2622203703703704,0.0718
random_17,200,4,0.24964584462511297,0.03927967479674797
random_17,200,5,0.2579108378870674,0.04994207650273225
random_17,300,1,0.25315000000000004,0.1136
random_17,300,2,0.20072834757834762,0.06481794871794871
random_17,300,3,0.25611296296296304,0.08943333333333332
random_17,300,4,0.2668808039747065,0.06130934959349592
