filename,r,mae,mdae
clustered_5,4,0.3818199961285327,0.06097560975609757
clustered_5,5,0.3763523419203747,0.05394379391100701
clustered_6,1,0.2697103174603175,0.08485714285714285
clustered_6,2,0.313177960927961,0.07479835164835164
clustered_6,3,0.30855634920634917,0.07457857142857141
clustered_6,4,0.30051918312040254,0.08900365853658534
clustered_6,5,0.2956861956804579,0.06331147540983606
clustered_7,1,0.2707865079365078,0.014285714285714287
clustered_7,2,0.23157612942612937,0.017824175824175836
clustered_7,3,0.24919920634920636,0.0402928571428571
clustered_7,4,0.2541391986062717,0.0313588850174216
clustered_7,5,0.26102850637522773,0.0337359484777518
clustered_8,1,0.22188968253968255,0.044249999999999956
clustered_8,2,0.2521278998778998,0.08029285714285714
clustered_8,3,0.284313492063492,0.05282142857142863
clustered_8,4,0.29393768873403014,0.06968641114982578
clustered_8,5,0.28293574030705176,0.06791569086651054
clustered_9,1,0.29797222222222225,0.028571428571428574
clustered_9,2,0.2652493894993895,0.037068681318681296
clustered_9,3,0.28602460317460315,0.03428571428571429
clustered_9,4,0.3014454316686023,0.04006968641114983
clustered_9,5,0.2957492974238876,0.04661651053864174
clustered_10,1,0.3295166666666666,0.08029285714285714
clustered_10,2,0.30802704517704516,0.025347802197802166
clustered_10,3,0.29745317460317455,0.03860714285714284
clustered_10,4,0.30446827332559034,0.045645470383275266
clustered_10,5,0.30903787405672656,0.07471955503512884
clustered_11,1,0.26285000000000003,0.05574999999999991
clustered_11,2,0.2499984737484737,0.02197802197802198
clustered_11,3,0.2794325396825396,0.034578571428571375
clustered_11,4,0.27717442895857525,0.026132404181184673
clustered_11,5,0.2813251496226907,0.034037470725995334
clustered_12,1,0.19491507936507946,0.019707142857142895
clustered_12,2,0.2181567155067155,0.06805879120879119
clustered_12,3,0.23153888888888885,0.03142857142857143
clustered_12,4,0.243380933023616,0.03623606271777008
clustered_12,5,0.24778869372885767,0.030666861826697922
clustered_13,1,0.2995484126984127,0.05714285714285715
clustered_13,2,0.32482008547008545,0.0583148351648351
clustered_13,3,0.33129444444444445,0.039999999999999994
clustered_13,4,0.33551434378629497,0.04355400696864111
clustered_13,5,0.3376436507936507,0.051522248243559714
clustered_14,1,0.29332777777777763,0.05714285714285715
clustered_14,2,0.2721360805860806,0.04534890109890111
clustered_14,3,0.28061984126984124,0.042857142857142864
clustered_14,4,0.2885176345334881,0.044946864111498286
clustered_14,5,0.29321416861826693,0.04691803278688522
clustered_15,1,0.24876587301587294,0.08571428571428572
clustered_15,2,0.2640283882783883,0.06593406593406594
clustered_15,3,0.2827341269841269,0.08
clustered_15,4,0.2856916569879984,0.07874651567944246
clustered_15,5,0.28691973718449126,0.09696779859484778
clustered_16,1,0.3331912698412698,0.029428571428571443
clustered_16,2,0.3086491452991453,0.01787637362637362
clustered_16,3,0.3208182539682539,0.012285714285714289
clustered_16,4,0.33303950832365464,0.02679320557491289
clustered_16,5,0.34403657298985163,0.025539227166276324
clustered_17,1,0.27416269841269847,0.0843214285714286
clustered_17,2,0.2572171550671551,0.03980219780219779
clustered_17,3,0.28316746031746026,0.059142857142857136
clustered_17,4,0.2922731513743709,0.07022299651567945
clustered_17,5,0.29980029924538126,0.06331147540983606
clustered_18,1,0.35561507936507936,0.029428571428571415
clustered_18,2,0.35120323565323563,0.03985439560439563
clustered_18,3,0.3635515873015873,0.0471071428571429
clustered_18,4,0.35169688346883465,0.04146254355400697
clustered_18,5,0.35029506895654444,0.033957845433255265
clustered_19,1,0.32012142857142856,0.05714285714285715
clustered_19,2,0.31134645909645914,0.04534890109890105
clustered_19,3,0.3167023809523809,0.07172142857142855
clustered_19,4,0.3224705962059621,0.06983989547038325
clustered_19,5,0.32243886286755136,0.06975421545667446
clustered_20,1,0.36177380952380944,0.042857142857142864
clustered_20,2,0.32726208791208783,0.1277664835164835
clustered_20,3,0.3266515873015872,0.11282142857142857
clustered_20,4,0.32607086720867207,0.0675949477351917
clustered_20,5,0.3185849726775956,0.05218981264637004
