filename,r,sample_id,type_id,mae,mdae,r2
random_1,3,2,2,0.6206666542754607,0.8858841192891226,-2.7248905784344326
random_1,4,2,2,0.6154255641287103,0.8764501570249716,-2.6764519169349628
random_1,5,2,2,0.6163376499464565,0.8793906127956161,-2.682346530005243
random_1,1,3,2,0.6782006660329112,0.8358261298316039,-2.8867188212978094
random_1,2,3,2,0.6608552663345704,0.7837899307365812,-2.727531642455672
random_1,3,3,2,0.6167132314111482,0.6843782810024794,-2.296977112656826
random_1,4,3,2,0.5334659458264929,0.6311671381570472,-1.6499904227938607
random_1,5,3,2,0.5087034965357417,0.6391308725358759,-1.3724525019996374
random_1,1,4,2,0.549995537827783,0.4512107452162192,-1.9845731813623986
random_1,2,4,2,0.6118356584914331,0.6367311072071694,-2.3404753214298104
random_1,3,4,2,0.605182344180634,0.6545275347338229,-2.200225155136109
random_1,4,4,2,0.5960096215777158,0.6930826233964285,-2.065276105766288
random_1,5,4,2,0.5703455581778033,0.6903872056066711,-1.797911911746417
random_1,1,5,2,0.6104923242345687,0.9127492067546807,-2.6086299379741043
random_1,2,5,2,0.604944307786695,0.8426134601483459,-2.480851081621079
random_1,3,5,2,0.6057619570810443,0.7779870956374393,-2.37942679161705
random_1,4,5,2,0.5926426182107124,0.7932732826270197,-2.2067045490512656
random_1,5,5,2,0.5669029599076189,0.781296296515762,-1.9036529181090658
random_1,1,6,2,0.703841691673937,0.9127492067546807,-3.14332328319015
random_1,2,6,2,0.7098748741777077,0.9308487542659929,-3.207390958219052
random_1,3,6,2,0.7029487206317121,0.8784081317487482,-3.126687970166305
random_1,4,6,2,0.6927950862877087,0.872071888437005,-3.0071064764699242
random_1,5,6,2,0.6818636696959148,0.8666810528574902,-2.8771772861669045
random_1,1,7,2,0.7294827173149625,0.9381096242860616,-3.4253195230509093
random_1,2,7,2,0.7196787957463351,0.9381096242860616,-3.3144991807402313
random_1,3,7,2,0.6963152214608994,0.8634827586144199,-3.05521654550546
random_1,4,7,2,0.6927950862877087,0.872071888437005,-3.0071064764699242
random_1,5,7,2,0.6775346653669104,0.8601875463639836,-2.8295174726653882
random_1,1,8,2,0.7294827173149625,0.9381096242860616,-3.4253195230509093
random_1,2,8,2,0.7132728735189118,0.9381096242860616,-3.2562925309068183
random_1,3,8,2,0.7184264307652549,0.9381096242860616,-3.308357277997982
random_1,4,8,2,0.7017208216285385,0.8404295738345772,-3.1231096526838504
random_1,5,8,2,0.7089134079525495,0.851401360668433,-3.1969442954367295
random_1,1,9,2,0.7294827173149625,0.9381096242860616,-3.4253195230509093
random_1,2,9,2,0.7294827173149625,0.9381096242860616,-3.4253195230509093
random_1,3,9,2,0.7294827173149625,0.9381096242860616,-3.4253195230509093
random_1,4,9,2,0.7294827173149625,0.9381096242860616,-3.4253195230509093
random_1,5,9,2,0.7294827173149625,0.9381096242860616,-3.4253195230509093
random_1,1,10,2,0.6430629642285426,0.9381096242860616,-2.964931684051398
random_1,2,10,2,0.6720114529471464,0.9381096242860616,-3.0227695358026105
random_1,3,10,2,0.6154171715059955,0.8332525403417542,-2.5507390380518715
random_1,4,10,2,0.6285361446702766,0.7949750283800316,-2.667894080590359
random_1,5,10,2,0.6335867550396899,0.8131096242860616,-2.7047027861876205
random_1,1,11,2,0.703841691673937,0.9127492067546807,-3.14332328319015
random_1,2,11,2,0.6804631094718252,0.8426134601483459,-2.9083390093925217
random_1,3,11,2,0.689681722290087,0.8485573854800915,-2.985019706268736
random_1,4,11,2,0.6770718158474573,0.8437700016445522,-2.837420218768456
random_1,5,11,2,0.6818636696959148,0.8666810528574902,-2.8771772861669045
random_1,1,0,3,0.7128217012185716,0.8708124608545242,-3.293133243482681
random_1,2,0,3,0.7148327620531618,0.8708124608545242,-3.3145508072533776
random_1,3,0,3,0.7163935853874706,0.8708124608545242,-3.3315000190765804
random_1,4,0,3,0.7161276196188295,0.8708124608545242,-3.3285916808809812
random_1,5,0,3,0.6074325298148574,0.8404295738345772,-2.6218702259961155
random_1,1,1,3,0.7213687097655801,0.8858841192891226,-3.387430701332356
random_1,2,1,3,0.7137058745165379,0.8858841192891226,-3.3135989658960057
random_1,3,1,3,0.6386140801359503,0.8858841192891226,-2.7859720478110757
random_1,4,1,3,0.6553309739165234,0.8858841192891226,-2.839137540419599
random_1,5,1,3,0.6551293935262639,0.8858841192891226,-2.837354775470378
random_1,1,2,3,0.6109611144592252,0.8708124608545242,-2.668718910646673
random_1,2,2,3,0.6109611144592252,0.8708124608545242,-2.668718910646673
random_1,3,2,3,0.6109611144592252,0.8708124608545242,-2.668718910646673
random_1,4,2,3,0.6099128964298751,0.8708124608545242,-2.6566936158432797
random_1,5,2,3,0.6102396137377244,0.8708124608545242,-2.660427949246872
random_1,1,3,3,0.7042746926715631,0.8708124608545242,-3.2073954473271
random_1,2,3,3,0.6984928927721161,0.8708124608545242,-3.1542500335267674
random_1,3,3,3,0.6931763382896264,0.8708124608545242,-3.1088379868454483
random_1,4,3,3,0.5875527702327562,0.7745441946905268,-2.4210806869681973
random_1,5,3,3,0.5884376296081817,0.7745441946905268,-2.4283977314196807
random_1,1,4,3,0.6615396499365203,0.8708124608545242,-2.9071013919606266
random_1,2,4,3,0.6821530234910703,0.8708124608545242,-3.02523349047278
random_1,3,4,3,0.6881234775931091,0.8708124608545242,-3.0648548076882633
random_1,4,4,3,0.6661625602198078,0.7273743833697721,-2.8415753873199048
random_1,5,4,3,0.658283646680517,0.7424929126392448,-2.775442221826099
random_1,1,5,3,0.43096090033649204,0.037192803787800655,-1.668178599848125
random_1,2,5,3,0.4683304475995288,0.19629485782050027,-1.7076982033996058
random_1,3,5,3,0.37488884807965717,0.10209733677333366,-1.1584622935624886
random_1,4,5,3,0.2803547970535541,0.11117687369530571,-0.4872531185879354
random_1,5,5,3,0.1918053612367143,0.12401369071174706,0.19759792901586803
random_1,1,6,3,0.7128217012185716,0.8708124608545242,-3.293133243482681
random_1,2,6,3,0.7148327620531618,0.8708124608545242,-3.3145508072533776
random_1,3,6,3,0.7147352105947675,0.8708124608545242,-3.313500959472484
random_1,4,6,3,0.7140311835601294,0.8708124608545242,-3.305957290196348
random_1,5,6,3,0.7134322018290722,0.8708124608545242,-3.299584909854537
random_1,1,7,3,0.7213687097655801,0.8858841192891226,-3.387430701332356
random_1,2,7,3,0.718100735909371,0.8708124608545242,-3.3503650696794143
random_1,3,7,3,0.7130768358020644,0.8708124608545242,-3.295824150442302
random_1,4,7,3,0.7140311835601294,0.8708124608545242,-3.305957290196348
random_1,5,7,3,0.7127107011075714,0.8708124608545242,-3.2919649052387348
random_1,1,8,3,0.7213687097655801,0.8858841192891226,-3.387430701332356
random_1,2,8,3,0.7033905193735966,0.8708124608545242,-3.1776195650505326
random_1,3,8,3,0.7031852302334163,0.8332525403417542,-3.1773728393704124
random_1,4,8,3,0.6918915482129467,0.8404295738345772,-3.0533508713086723
random_1,5,8,3,0.6950031532276097,0.851401360668433,-3.0809996692353616
random_1,1,9,3,0.7213687097655801,0.8858841192891226,-3.387430701332356
random_1,2,9,3,0.7213687097655801,0.8858841192891226,-3.387430701332356
random_1,3,9,3,0.7213687097655801,0.8858841192891226,-3.387430701332356
random_1,4,9,3,0.7213687097655801,0.8858841192891226,-3.387430701332356
random_1,5,9,3,0.7213687097655801,0.8858841192891226,-3.387430701332356
random_1,1,10,3,0.6356675306985493,0.8858841192891226,-2.95352221291963
random_1,2,10,3,0.663897445397764,0.8858841192891226,-3.0013999692273243
random_1,3,10,3,0.6131511171729875,0.8332525403417542,-2.542740667404847
random_1,4,10,3,0.6204221371208942,0.7950548850969485,-2.537661594576177
random_1,5,10,3,0.6139784946167443,0.8492607367165932,-2.4247380191606944
random_1,1,11,3,0.7128217012185716,0.8708124608545242,-3.293133243482681
random_1,2,11,3,0.7050288404845344,0.8708124608545242,-3.214616235336697
random_1,3,11,3,0.7114184610093611,0.8708124608545242,-3.2784695919860347
random_1,4,11,3,0.710886529472079,0.8708124608545242,-3.272971294343593
random_1,5,11,3,0.7134322018290722,0.8708124608545242,-3.299584909854537
random_1,1,0,4,0.7250106655079781,0.9127492067546807,-3.2937577099571556
random_1,2,0,4,0.7270217263425683,0.9308487542659929,-3.3171590114270995
random_1,3,0,4,0.7285825496768772,0.9448961642747726,-3.335637911284338
random_1,4,0,4,0.7283165839082361,0.9425024723570029,-3.332469526163427
random_1,5,0,4,0.649480279291847,0.9442177382232122,-2.8359425160088994
random_1,1,1,4,0.7335576740549866,0.982654136643668,-3.396386560708553
random_1,2,1,4,0.7258948388059445,0.9310344827586207,-3.3029905983229497
random_1,3,1,4,0.650803044425357,0.8556210037068555,-2.6812823199125875
random_1,4,1,4,0.66751993820593,0.8556210037068555,-2.7545102575037537
random_1,5,1,4,0.6673183578156704,0.8556210037068555,-2.752207983440981
random_1,1,2,4,0.40322290459801896,0.010327716322242386,-1.3114018625215142
random_1,2,2,4,0.40322290459801896,0.010327716322242386,-1.3114018625215142
random_1,3,2,4,0.295337932546509,0.010327716322242386,-0.630460778839927
random_1,4,2,4,0.1870332397074549,0.0031658211214031784,0.046587640432036115
random_1,5,2,4,0.1083330673026697,0.003834209828735946,0.5453744783275376
random_1,1,3,4,0.7164636569609696,0.8556210037068555,-3.1994283102165655
random_1,2,3,4,0.7106818570615226,0.8556210037068555,-3.1403233790231777
random_1,3,3,4,0.7053653025790331,0.8556210037068555,-3.089326272175467
random_1,4,3,4,0.5979993124528299,0.7917550893562068,-2.4113353653148435
random_1,5,3,4,0.5988841718282552,0.7917550893562068,-2.4195892871049067
random_1,1,4,4,0.6737286142259268,0.8556210037068555,-2.8522730766757465
random_1,2,4,4,0.6943419877804768,0.8556210037068555,-2.993820947761701
random_1,3,4,4,0.7003124418825156,0.8556210037068555,-3.0373936423662267
random_1,4,4,4,0.6783515245092144,0.8188157075651286,-2.784202398675971
random_1,5,4,4,0.6704726109699235,0.7917550893562068,-2.711065075586622
random_1,1,5,4,0.589911712176932,0.7917550893562068,-2.319836286648963
random_1,2,5,4,0.5763395259646276,0.7917550893562068,-2.1140941867754566
random_1,3,5,4,0.5882780415159276,0.7917550893562068,-2.190630144156988
random_1,4,5,4,0.5988140110094368,0.8104270006588897,-2.26772060323949
random_1,5,5,4,0.5926229382926648,0.7917550893562068,-2.2031306282493652
random_1,1,6,4,0.7250106655079781,0.9127492067546807,-3.2937577099571556
random_1,2,6,4,0.7270217263425683,0.9308487542659929,-3.3171590114270995
random_1,3,6,4,0.726924174884174,0.9299707911404442,-3.3160132700175113
random_1,4,6,4,0.7262201478495359,0.923634547828701,-3.307776533148668
random_1,5,6,4,0.7256211661184787,0.9182437122491862,-3.300813105257917
random_1,1,7,4,0.7335576740549866,0.982654136643668,-3.396386560708553
random_1,2,7,4,0.7302897001987775,0.9602605189718754,-3.3561661220449777
random_1,3,7,4,0.7252658000914709,0.9150454180061159,-3.2967010830213086
random_1,4,7,4,0.7262201478495359,0.923634547828701,-3.307776533148668
random_1,5,7,4,0.7248996653969779,0.9117502057556797,-3.29247946018174
random_1,1,8,4,0.7335576740549866,0.982654136643668,-3.396386560708553
random_1,2,8,4,0.717347830258936,0.91991110195552,-3.1995890301928203
random_1,3,8,4,0.722501387505279,0.9442025999312285,-3.2605352396047644
random_1,4,8,4,0.7057957783685627,0.8556210037068555,-3.071459116100095
random_1,5,8,4,0.7129883646925739,0.8604823742317952,-3.1516818794078025
random_1,1,9,4,0.7335576740549866,0.982654136643668,-3.396386560708553
random_1,2,9,4,0.7335576740549866,0.982654136643668,-3.396386560708553
random_1,3,9,4,0.7335576740549866,0.982654136643668,-3.396386560708553
random_1,4,9,4,0.7335576740549866,0.982654136643668,-3.396386560708553
random_1,5,9,4,0.7335576740549866,0.982654136643668,-3.396386560708553
random_1,1,10,4,0.6471379209685669,0.8556210037068555,-2.729715227352671
random_1,2,10,4,0.6760864096871706,0.8556210037068555,-2.8585258844700303
random_1,3,10,4,0.6194921282460197,0.7917550893562068,-2.3311859195977247
random_1,4,10,4,0.6326111014103009,0.8188157075651286,-2.4483265051753382
random_1,5,10,4,0.6376617117797141,0.8556210037068555,-2.489755500240148
random_1,1,11,4,0.7250106655079781,0.9127492067546807,-3.2937577099571556
random_1,2,11,4,0.7172178047739409,0.8556210037068555,-3.2074176478476533
random_1,3,11,4,0.7236074252987676,0.9001200448717875,-3.277701350295729
random_1,4,11,4,0.7230754937614856,0.8953326610362482,-3.2716732802014867
random_1,5,11,4,0.7256211661184787,0.9182437122491862,-3.300813105257917
random_1,1,0,5,0.7270661401847661,0.9381096242860616,-3.3917200703981125
random_1,2,0,5,0.7270661401847661,0.9381096242860616,-3.3917200703981125
random_1,3,0,5,0.7220910158066567,0.8933335048830766,-3.3332586259487664
random_1,4,0,5,0.7218250500380157,0.8909398129653069,-3.3302138223325297
random_1,5,0,5,0.6123556152659508,0.8708124608545242,-2.6288034962282465
random_1,1,1,5,0.7270661401847661,0.9381096242860616,-3.3917200703981125
random_1,2,1,5,0.7270661401847661,0.9381096242860616,-3.3917200703981125
random_1,3,1,5,0.43945039944402536,0.27144295761939496,-1.2854584977117636
random_1,4,1,5,0.4597705427004894,0.4381096242860616,-1.0818635193343091
random_1,5,1,5,0.4044165675351935,0.4381096242860616,-0.5527915679646205
random_1,1,2,5,0.7270661401847661,0.9381096242860616,-3.3917200703981125
random_1,2,2,5,0.7270661401847661,0.9381096242860616,-3.3917200703981125
random_1,3,2,5,0.619181168133256,0.8708124608545242,-2.6995176475047726
random_1,4,2,5,0.6181329501039059,0.8708124608545242,-2.686962605900497
random_1,5,2,5,0.6184596674117553,0.8708124608545242,-2.6908622535698368
random_1,1,3,5,0.7270661401847661,0.9381096242860616,-3.3917200703981125
random_1,2,3,5,0.7270661401847661,0.9381096242860616,-3.3917200703981125
random_1,3,3,5,0.6988737687088125,0.8708124608545242,-3.0982355234163927
random_1,4,3,5,0.5911748669101904,0.7716810337743675,-2.406968529740351
random_1,5,3,5,0.592059726285616,0.7716810337743675,-2.414773474568546
random_1,1,4,5,0.7270661401847661,0.9381096242860616,-3.3917200703981125
random_1,2,4,5,0.7270661401847661,0.9381096242860616,-3.3917200703981125
random_1,3,4,5,0.6938209080122951,0.8708124608545242,-3.052725140904708
random_1,4,4,5,0.645305133895458,0.8174855725028861,-2.5088667515290792
random_1,5,4,5,0.5877702508888768,0.7341522391695527,-1.9505443345351354
random_1,1,5,5,0.7270661401847661,0.9381096242860616,-3.3917200703981125
random_1,2,5,5,0.7270661401847661,0.9381096242860616,-3.3917200703981125
random_1,3,5,5,0.5871030368125378,0.744079773539793,-2.4122674049644437
random_1,4,5,5,0.5923224771392163,0.7588643412671937,-2.4680262437030906
random_1,5,5,5,0.5861314044224442,0.7433044294808668,-2.4168141575080977
random_1,1,6,5,0.7270661401847661,0.9381096242860616,-3.3917200703981125
random_1,2,6,5,0.7270661401847661,0.9381096242860616,-3.3917200703981125
random_1,3,6,5,0.7204326410139534,0.8784081317487482,-3.314406721018557
random_1,4,6,5,0.7197286139793153,0.872071888437005,-3.306499595075352
random_1,5,6,5,0.7191296322482582,0.8708124608545242,-3.2998173312843395
random_1,1,7,5,0.7270661401847661,0.9381096242860616,-3.3917200703981125
random_1,2,7,5,0.7270661401847661,0.9381096242860616,-3.3917200703981125
random_1,3,7,5,0.7187742662212504,0.8708124608545242,-3.295872437698134
random_1,4,7,5,0.7197286139793153,0.872071888437005,-3.306499595075352
random_1,5,7,5,0.7184081315267574,0.8708124608545242,-3.291823256183509
random_1,1,8,5,0.7270661401847661,0.9381096242860616,-3.3917200703981125
random_1,2,8,5,0.7270661401847661,0.9381096242860616,-3.3917200703981125
random_1,3,8,5,0.7160098536350585,0.9381096242860616,-3.278338602487148
random_1,4,8,5,0.643716924760079,0.771442957619395,-2.4901188497533626
random_1,5,8,5,0.6504132273249567,0.8131096242860616,-2.532151702176741
random_1,1,9,5,0.7270661401847661,0.9381096242860616,-3.3917200703981125
random_1,2,9,5,0.7270661401847661,0.9381096242860616,-3.3917200703981125
random_1,3,9,5,0.7270661401847661,0.9381096242860616,-3.3917200703981125
random_1,4,9,5,0.7270661401847661,0.9381096242860616,-3.3917200703981125
random_1,5,9,5,0.7270661401847661,0.9381096242860616,-3.3917200703981125
random_1,1,10,5,0.7270661401847661,0.9381096242860616,-3.3917200703981125
random_1,2,10,5,0.7270661401847661,0.9381096242860616,-3.3917200703981125
random_1,3,10,5,0.5876594637715107,0.6047762909527283,-2.072787563658565
random_1,4,10,5,0.6092845507050634,0.7950548850969485,-2.304539839205532
random_1,5,10,5,0.6124920169899533,0.8492607367165932,-2.338987151921943
random_1,1,11,5,0.7270661401847661,0.9381096242860616,-3.3917200703981125
random_1,2,11,5,0.7270661401847661,0.9381096242860616,-3.3917200703981125
random_1,3,11,5,0.7171158914285471,0.8708124608545242,-3.2776557759874976
random_1,4,11,5,0.7165839598912651,0.8708124608545242,-3.271879974156432
random_1,5,11,5,0.7191296322482582,0.8708124608545242,-3.2998173312843395
random_1,1,0,6,0.7372394017123808,0.9867246679011442,-3.4235997667136395
random_1,2,0,6,0.7372394017123808,0.9867246679011442,-3.4235997667136395
random_1,3,0,6,0.7372394017123808,0.9867246679011442,-3.4235997667136395
random_1,4,0,6,0.7372394017123808,0.9867246679011442,-3.4235997667136395
random_1,5,0,6,0.11602454368332277,0.010014462949020642,0.5020103597314538
random_1,1,1,6,0.7372394017123808,0.9867246679011442,-3.4235997667136395
random_1,2,1,6,0.7372394017123808,0.9867246679011442,-3.4235997667136395
random_1,3,1,6,0.7372394017123808,0.9867246679011442,-3.4235997667136395
random_1,4,1,6,0.7372394017123808,0.9867246679011442,-3.4235997667136395
random_1,5,1,6,0.6710000854730646,0.8556210037068555,-2.7767024864613936
random_1,1,2,6,0.7372394017123808,0.9867246679011442,-3.4235997667136395
