filename,r,mae,mdae,r2
clustered_5,3,0.2533666666666667,0.04769999999999999,0.6781729206984293
clustered_5,4,0.2547308943089431,0.07446951219512195,0.6833420459043004
clustered_5,5,0.2323830601092896,0.03650983606557378,0.7215039458814625
clustered_6,1,0.19387222222222225,0.07905000000000001,0.942712276545417
clustered_6,2,0.2216260683760684,0.05915769230769233,0.8859820664944578
clustered_6,3,0.2176833333333333,0.0539,0.9032286493649399
clustered_6,4,0.18093075880758816,0.06463170731707321,0.9472021277142085
clustered_6,5,0.21707185792349715,0.05783442622950816,0.904203576684458
clustered_7,1,0.0891611111111111,0.0368,0.9687196088243102
clustered_7,2,0.10775170940170942,0.016246153846153855,0.9164383102728337
clustered_7,3,0.1472388888888888,0.0168,0.8700174946017717
clustered_7,4,0.17612777777777777,0.024604878048780487,0.8316795489082061
clustered_7,5,0.1679310564663024,0.028603278688524594,0.8449127567678647
clustered_8,1,0.27026666666666666,0.06700000000000003,0.8136601292588372
clustered_8,2,0.1993264957264957,0.05675,0.8898425068800665
clustered_8,3,0.17693333333333333,0.02085,0.9004358239088187
clustered_8,4,0.20416802168021686,0.02085,0.8547616017369181
clustered_8,5,0.1662559198542805,0.013963114754098373,0.911519436068208
clustered_9,1,0.18172222222222223,0.1027,0.9817930268432333
clustered_9,2,0.1303196581196582,0.0795,0.9915035722104074
clustered_9,3,0.1308666666666667,0.0627,0.9897740142028774
clustered_9,4,0.10925420054200544,0.06202804878048784,0.9915267125594652
clustered_9,5,0.07419726775956287,0.06862540983606558,0.996920925569718
clustered_10,1,0.24503888888888892,0.0776,0.7920021338512604
clustered_10,2,0.18559273504273505,0.06896923076923078,0.90504116601379
clustered_10,3,0.1203722222222222,0.04250000000000004,0.9554076113737708
clustered_10,4,0.12252669376693759,0.05654634146341464,0.9642602602920383
clustered_10,5,0.10524471766848814,0.0799360655737705,0.9754767775468415
clustered_11,1,0.17936666666666665,0.0895999999999999,0.9776481502375503
clustered_11,2,0.25766581196581195,0.13183846153846154,0.9619848215868615
clustered_11,3,0.21238888888888885,0.047050000000000036,0.969705519221111
clustered_11,4,0.1823189701897018,0.0919280487804878,0.9839674407773884
clustered_11,5,0.17718051001821492,0.13131229508196726,0.9852500895238343
clustered_12,1,0.21425,0.0275,0.6703916441743012
clustered_12,2,0.2082670940170941,0.0275,0.7208354938543067
clustered_12,3,0.12758333333333335,0.0275,0.908588379601815
clustered_12,4,0.12949850948509486,0.015304878048780488,0.8849525861408235
clustered_12,5,0.09148132969034613,0.01930327868852459,0.9542379489636532
clustered_13,1,0.4639944444444445,0.48085,0.5314514005958191
clustered_13,2,0.34875854700854697,0.24457692307692314,0.7374720162188879
clustered_13,3,0.27985,0.18799999999999994,0.8281184680829772
clustered_13,4,0.23041910569105697,0.07629268292682934,0.8530334692122796
clustered_13,5,0.2360612932604736,0.07849180327868854,0.8411942267118775
clustered_14,1,0.49411666666666665,0.2248,0.5423997486779522
clustered_14,2,0.43948931623931625,0.1358538461538462,0.513616519582199
clustered_14,3,0.4365833333333335,0.0897,0.4535202028149782
clustered_14,4,0.3841139566395665,0.035475609756097565,0.5299095074661468
clustered_14,5,0.40677750455373407,0.04883114754098361,0.46462017868781447
clustered_15,1,0.44173333333333337,0.10015,0.7157900117257157
clustered_15,2,0.25754017094017095,0.10015,0.9336609073908035
clustered_15,3,0.2485222222222223,0.06015,0.9195879010725969
clustered_15,4,0.18158455284552844,0.046974390243902445,0.9585847149155415
clustered_15,5,0.19398196721311478,0.05057295081967214,0.9497971549533188
clustered_16,1,0.3399055555555555,0.21885000000000002,0.8937992922231752
clustered_16,2,0.28426965811965815,0.22865,0.9038907795242478
clustered_16,3,0.2372611111111112,0.11359999999999992,0.9217750303473183
clustered_16,4,0.2178256097560976,0.09575975609756099,0.9221089743280355
clustered_16,5,0.2014765938069217,0.08081311475409847,0.9290234284452981
clustered_17,1,0.2555333333333334,0.13245,0.8767360432033334
clustered_17,2,0.12227948717948715,0.05371538461538461,0.9610921469997267
clustered_17,3,0.1383,0.08085000000000031,0.9550210143200286
clustered_17,4,0.14615907859078592,0.08670365853658524,0.964199484375336
clustered_17,5,0.15837868852459022,0.08150573770491842,0.9582836588216442
clustered_18,1,0.40512777777777775,0.10625000000000001,0.6083560591949901
clustered_18,2,0.3606833333333334,0.037796153846153854,0.579424760719994
clustered_18,3,0.2504055555555555,0.04395,0.8397047788077094
clustered_18,4,0.22162506775067742,0.05387073170731707,0.8861598321831925
clustered_18,5,0.19901047358834234,0.06096311475409837,0.9050171601949776
clustered_19,1,0.05690555555555553,0.01705,0.9926597702496607
clustered_19,2,0.08189529914529911,0.031815384615384606,0.9793179870514529
clustered_19,3,0.06052777777777775,0.04334999999999999,0.9915151407892704
clustered_19,4,0.051343224932249326,0.01881219512195126,0.9939372215753104
clustered_19,5,0.02754836065573768,0.008853278688524592,0.9976962669472129
clustered_20,1,0.19709444444444435,0.17845,0.9607445552724938
clustered_20,2,0.17170384615384623,0.06540384615384615,0.9601380319441948
clustered_20,3,0.15002777777777782,0.0786,0.9649239718294056
clustered_20,4,0.16921070460704613,0.06396585365853658,0.9448747088275958
clustered_20,5,0.17121903460837895,0.0386745901639344,0.9390834419802848
