filename,r,sample_id,mae,mdae,r2
random_5,2,2,0.4724803418803418,0.06785,0.17375771656769334
random_5,2,3,1.8992196581196576,0.1565153846153846,-14.59186782581319
random_5,2,4,0.6728000000000001,0.06785,-0.48044675514122126
random_5,2,5,0.6044239316239317,0.06785,-0.4130685011468058
random_5,2,6,0.6728000000000001,0.06785,-0.48044675514122126
random_5,2,7,0.8328777777777778,0.26365,-0.9207350120001507
random_5,2,8,0.5360478632478632,0.06785,0.04919832846437422
random_5,2,9,0.7355094017094017,0.26365,-0.5214060612837823
random_5,2,10,0.6728000000000001,0.06785,-0.48044675514122126
random_5,2,11,1.5317162393162393,0.06785,-6.769879124566181
random_5,3,0,1.348088888888889,0.30235,-7.0132701406833124
random_5,3,1,0.6728000000000001,0.06785,-0.48044675514122126
random_5,3,2,0.5572666666666666,0.06785,-0.009565039579945367
random_5,3,3,1.927344444444444,0.25215,-17.02683157399958
random_5,3,4,0.6728000000000001,0.06785,-0.48044675514122126
random_5,3,5,0.628411111111111,0.18809999999999993,-0.4213072782822038
random_5,3,6,0.6728000000000001,0.06785,-0.48044675514122126
random_5,3,7,0.5839888888888889,0.26365,-0.023203612062141277
random_5,3,8,0.5661333333333334,0.06785,-0.03666858898977665
random_5,3,9,0.7026888888888889,0.26365,-0.4787183472284251
random_5,3,10,0.6577222222222222,0.25215,-0.4412179336269919
random_5,3,11,1.203511111111111,0.06785,-3.5003678557022235
random_5,4,0,1.3538241192411928,0.3725939024390244,-7.182427640008495
random_5,4,1,0.6728000000000001,0.06785,-0.48044675514122126
random_5,4,2,0.5208439024390243,0.06785,0.08601431193685716
random_5,4,3,1.9828457994579942,0.1272719512195122,-20.185455989610745
random_5,4,4,0.6728000000000001,0.06785,-0.48044675514122126
random_5,4,5,0.6162701897018971,0.0255,-0.42190287451400676
random_5,4,6,0.6728000000000001,0.06785,-0.48044675514122126
random_5,4,7,0.5078691056910569,0.09843658536585398,0.0956780095841101
random_5,4,8,0.5427186991869919,0.06785,0.03165115087977366
random_5,4,9,0.6888135501355014,0.26365,-0.4650249567516189
random_5,4,10,0.6577222222222222,0.1272719512195122,-0.4507795855725081
random_5,4,11,0.8422888888888889,0.1696219512195122,-0.9699815718865417
random_5,5,0,1.2770548269581057,0.3757926229508196,-5.432059113179362
random_5,5,1,0.6728000000000001,0.06785,-0.48044675514122126
random_5,5,2,0.4366109289617486,0.06785,0.2099719416822633
random_5,5,3,2.0370927140255013,0.11616229508196729,-20.86774545646985
random_5,5,4,0.682127504553734,0.10754754098360651,-0.48174512648218926
random_5,5,5,0.6027644808743169,0.0255,-0.41412195720482137
random_5,5,6,0.6728000000000001,0.06785,-0.48044675514122126
random_5,5,7,0.4977229508196721,0.18305081967213077,0.13031921284428838
random_5,5,8,0.5707963570127504,0.06785,-0.05152513764328037
random_5,5,9,0.6671333333333335,0.23679508196721308,-0.44734203846486453
random_5,5,10,0.6868661202185793,0.26365,-0.4705571198660061
random_5,5,11,0.7840010928961747,0.10564754098360651,-0.7934240755811988
random_6,1,0,0.28382777777777773,0.0688,-0.3144548204385882
random_6,1,1,0.28382777777777773,0.0688,-0.3144548204385882
random_6,1,2,0.28382777777777773,0.0688,-0.3144548204385882
random_6,1,3,0.28382777777777773,0.0688,-0.3144548204385882
random_6,1,4,0.28382777777777773,0.0688,-0.3144548204385882
random_6,1,5,0.28382777777777773,0.0688,-0.3144548204385882
random_6,1,6,0.28382777777777773,0.0688,-0.3144548204385882
random_6,1,7,0.28382777777777773,0.0688,-0.3144548204385882
random_6,1,8,0.3596611111111111,0.0688,-0.7880732481547765
random_6,1,9,3.1137833333333336,0.0688,-318.4561314769719
random_6,1,10,0.3596611111111111,0.0688,-0.7880732481547765
random_6,1,11,1.9309500000000004,0.0688,-85.45064609923061
random_6,2,0,0.28382777777777773,0.0688,-0.3144548204385882
random_6,2,1,0.28382777777777773,0.0688,-0.3144548204385882
random_6,2,2,0.28382777777777773,0.0688,-0.3144548204385882
random_6,2,3,0.28382777777777773,0.0688,-0.3144548204385882
random_6,2,4,0.28382777777777773,0.0688,-0.3144548204385882
random_6,2,5,0.28382777777777773,0.0688,-0.3144548204385882
random_6,2,6,0.28382777777777773,0.0688,-0.3144548204385882
random_6,2,7,0.28382777777777773,0.0688,-0.3144548204385882
random_6,2,8,0.5237636752136753,0.0688,-3.196231553226305
random_6,2,9,3.0590824786324786,0.0688,-306.9734978879707
random_6,2,10,0.25025940170940175,0.0688,-0.23381947896188482
random_6,2,11,2.2044542735042736,0.0688,-114.71049260622574
random_6,3,0,0.28382777777777773,0.0688,-0.3144548204385882
random_6,3,1,0.28382777777777773,0.0688,-0.3144548204385882
random_6,3,2,0.28382777777777773,0.0688,-0.3144548204385882
random_6,3,3,0.28382777777777773,0.0688,-0.3144548204385882
random_6,3,4,0.28382777777777773,0.0688,-0.3144548204385882
random_6,3,5,0.28382777777777773,0.0688,-0.3144548204385882
random_6,3,6,0.28382777777777773,0.0688,-0.3144548204385882
random_6,3,7,0.28382777777777773,0.0688,-0.3144548204385882
random_6,3,8,0.60855,0.0688,-5.181794969891103
random_6,3,9,3.398227777777778,0.0688,-381.55484690493347
random_6,3,10,0.28855000000000003,0.0688,-0.3321504540016105
random_6,3,11,1.7176166666666668,0.0688,-66.8481494831561
random_6,4,0,0.28382777777777773,0.0688,-0.3144548204385882
random_6,4,1,0.28382777777777773,0.0688,-0.3144548204385882
random_6,4,2,0.28382777777777773,0.0688,-0.3144548204385882
random_6,4,3,0.28382777777777773,0.0688,-0.3144548204385882
random_6,4,4,0.2985462059620596,0.1263219512195122,-0.32566508923798754
random_6,4,5,0.28382777777777773,0.0688,-0.3144548204385882
random_6,4,6,0.28382777777777773,0.0688,-0.3144548204385882
random_6,4,7,0.28382777777777773,0.0688,-0.3144548204385882
random_6,4,8,0.6301369918699187,0.06592195121951219,-5.9606400103850765
random_6,4,9,3.664460840108402,0.0688,-445.7642162950338
