filename,r,type_id,mae,mdae,r2
random_1,1,0,0.5154275499234551,0.5537756209595467,-1.944054705262774
random_1,2,0,0.5585014322894906,0.5431184563977169,-2.0548794949031337
random_1,3,0,0.517073337776398,0.5,-1.7556027105553764
random_1,4,0,0.5460929725658404,0.6554230953120814,-1.77181405698806
random_1,5,0,0.5083714396151593,0.6550477207799479,-1.3596811157505648
random_1,1,1,0.7335396695530798,0.9861450244684484,-3.3784962487711434
random_1,2,1,0.7335396695530798,0.9861450244684484,-3.3784962487711434
random_1,3,1,0.7335396695530798,0.9861450244684484,-3.3784962487711434
random_1,4,1,0.7335396695530798,0.9861450244684484,-3.3784962487711434
random_1,5,1,0.7335396695530798,0.9861450244684484,-3.3784962487711434
random_1,1,2,0.6261215722871507,0.7039579979634719,-2.4483665868025346
random_1,2,2,0.6130117324362696,0.6146722836777576,-2.343379374309057
random_1,3,2,0.5862158985396868,0.6047762909527283,-2.0440406854011486
random_1,4,2,0.6097072589889039,0.6744386179636899,-2.1674986178258107
random_1,5,2,0.5766812329032779,0.668542849719326,-1.8145688619507854
random_1,1,3,0.48130389143615054,0.490279723684727,-1.8410386676665889
random_1,2,3,0.5161494202560503,0.47223404387434137,-1.9095857079979681
random_1,3,3,0.47211780829704547,0.28081475390105315,-1.4643375933112326
random_1,4,3,0.5192108801420557,0.4968341788785968,-1.4997888153185626
random_1,5,3,0.46769813791319,0.48998553705097936,-0.9924891171723234
random_1,1,4,0.517329972928526,0.7039579979634719,-1.736785500762923
random_1,2,4,0.5148167454152984,0.6146722836777576,-1.6885035820752128
random_1,3,4,0.445117146447921,0.5,-1.113401198090477
random_1,4,4,0.4525765311809919,0.5854823742317952,-0.9834697790255251
random_1,5,4,0.3734407356990743,0.4968341788785968,-0.48376722802446914
random_1,1,5,0.7270661401847661,0.9381096242860616,-3.3917200703981125
random_1,2,5,0.7270661401847661,0.9381096242860616,-3.3917200703981125
random_1,3,5,0.46027435248301934,0.32748460520293887,-1.478137235408902
random_1,4,5,0.5609200783888091,0.5854823742317952,-1.7796715291817797
random_1,5,5,0.517366139249133,0.5854823742317952,-1.343952410663412
random_1,1,6,0.7372394017123808,0.9867246679011442,-3.4235997667136395
random_1,2,6,0.7372394017123808,0.9867246679011442,-3.4235997667136395
random_1,3,6,0.7372394017123808,0.9867246679011442,-3.4235997667136395
random_1,4,6,0.7372394017123808,0.9867246679011442,-3.4235997667136395
random_1,5,6,0.376769395258169,0.48998553705097936,-0.5247245123644251
random_1,1,7,0.765768454006633,0.982654136643668,-3.4992365971544146
random_1,2,7,0.765768454006633,0.982654136643668,-3.4992365971544146
random_1,3,7,0.765768454006633,0.982654136643668,-3.4992365971544146
random_1,4,7,0.4938718673870058,0.5841522391695527,-1.3186712617145164
random_1,5,7,0.3845243699108592,0.47481323733166936,-0.6653644257213813
random_1,1,8,0.0,0.0,1.0
random_1,2,8,0.0,0.0,1.0
random_1,3,8,0.0,0.0,1.0
random_1,4,8,0.0,0.0,1.0
random_1,5,8,0.0,0.0,1.0
random_2,1,0,0.6115782603302878,0.7848687093836548,-4.261900991156929
random_2,2,0,0.6097721960242234,0.6061142156865693,-3.753946822830489
random_2,3,0,0.5986966974487249,0.6233302478451932,-3.551797374401205
random_2,4,0,0.6401945875195998,0.6753448998598452,-4.132205283967506
random_2,5,0,0.5690701954369227,0.6016471048125892,-3.2021507573630945
random_2,1,1,0.513022151260674,0.33333333333333337,-3.7566412131121485
random_2,2,1,0.358117812415921,0.20964420313955712,-1.8553583496591992
random_2,3,1,0.32132146155383406,0.2673128231696865,-1.1191234366648692
random_2,4,1,0.3842745444738515,0.43544074170772096,-1.5459833964432375
random_2,5,1,0.26457506680341436,0.2022759808036566,-0.6711313719149736
random_2,1,2,0.492144867389941,0.30280022087823855,-3.615920840199017
random_2,2,2,0.3651147332292349,0.30280022087823855,-1.9795234956991679
random_2,3,2,0.3195601063175221,0.32163560372317757,-1.1916185473904868
random_2,4,2,0.39002846527353896,0.4258398252246274,-1.7403151001526465
random_2,5,2,0.3897942887547798,0.4258398252246274,-1.487808897447331
random_2,1,3,0.8171218970519445,0.9632209735035188,-7.438438820661373
random_2,2,3,0.5453804440604915,0.6067931683898818,-3.07023696894346
random_2,3,3,0.5151072450372925,0.48937107952806114,-2.7124629275361607
random_2,4,3,0.5434553110759903,0.5888511954615087,-2.9927000906047847
random_2,5,3,0.5090779021058295,0.5663881399203105,-2.541509790672553
random_2,1,4,0.5444692297106081,0.47678547286539563,-3.9823985644687703
random_2,2,4,0.43884614908752745,0.30280022087823855,-2.37995667113292
random_2,3,4,0.45360194884332716,0.4694668875449053,-2.2614177527796415
random_2,4,4,0.5248932174875369,0.5694668875449052,-2.9863742782258065
random_2,5,4,0.41714195561083445,0.44977668421536054,-1.7876284685257842
random_2,1,5,0.81174815879932,0.9432980914925524,-7.626990575961004
random_2,2,5,0.81174815879932,0.9432980914925524,-7.626990575961004
random_2,3,5,0.29338300043086485,0.2865402710917607,-1.016985197213967
random_2,4,5,0.581910865857452,0.5908766203584002,-3.6212992413024114
random_2,5,5,0.5108827698653755,0.5647729727553972,-2.844920021862195
random_2,1,6,0.5463362375148246,0.7848687093836548,-4.266562635665114
random_2,2,6,0.48244734862593575,0.5848687093836547,-3.1742764724209502
random_2,3,6,0.30361554128463975,0.20964420313955712,-1.1166728735840614
random_2,4,6,0.3835278549025205,0.3225287043853051,-1.6790121636501376
random_2,5,6,0.48461626831134896,0.5920416155948507,-2.601485878282053
random_2,1,7,0.8632566451878275,0.9673240483340796,-7.985575767676192
random_2,2,7,0.8632566451878275,0.9673240483340796,-7.985575767676192
random_2,3,7,0.8632566451878275,0.9673240483340796,-7.985575767676192
random_2,4,7,0.8632566451878275,0.9673240483340796,-7.985575767676192
random_2,5,7,0.8632566451878275,0.9673240483340796,-7.985575767676192
random_2,1,8,0.8478597617798243,0.970082278164586,-7.783350904208099
random_2,2,8,0.48272307432215084,0.5889240296308818,-3.084144534441413
random_2,3,8,0.45342752734758995,0.3225287043853051,-2.0602119572981574
random_2,4,8,0.5035666124213155,0.47234977483449503,-2.654529146023044
random_2,5,8,0.4283793170912227,0.4880269994676115,-1.9633486013533035
random_3,1,0,0.5910555213318484,0.459523060739669,-4.111594200230576
random_3,2,0,0.6384914187677457,0.6261897274063357,-4.638408831013544
random_3,3,0,0.6039355824843741,0.6261897274063357,-3.9786786391757687
random_3,4,0,0.5603522581685288,0.5630994852242281,-3.506798092077031
random_3,5,0,0.5610355616333631,0.5655831506271483,-3.521871161019847
random_3,1,1,0.5291847896603561,0.49441197535681836,-3.416438783722442
random_3,2,1,0.5778061084878402,0.7086976896425327,-3.4538159735126994
random_3,3,1,0.5360506282380026,0.49803128270902597,-3.110467838841802
random_3,4,1,0.4358435885105654,0.398031282709026,-2.27851378463362
random_3,5,1,0.4373519003115987,0.39803128270902577,-2.3230667283240827
random_3,1,2,0.6207287254169321,0.5590775175228064,-4.432682475045163
random_3,2,2,0.6760070119452187,0.6543156127609018,-4.907641164239899
random_3,3,2,0.6734098866478769,0.7232189316642207,-4.776613916957227
random_3,4,2,0.6278344338619264,0.6511193161440608,-4.152386645219834
random_3,5,2,0.6390658914714896,0.6610713206612828,-4.299043837361572
random_3,1,3,0.8225484035597529,0.9832049337260476,-7.303873908723261
random_3,2,3,0.5169615946763562,0.3292238421323438,-3.3026821548894016
