filename,r,sample_id,type_id,mae,mdae,r2
random_1,1,0,0,0.7360481304587108,0.9521881815425906,-6.551376009531244
random_1,2,0,0,0.7360481304587108,0.9521881815425906,-6.551376009531244
random_1,3,0,0,0.7360481304587108,0.9521881815425906,-6.551376009531244
random_1,4,0,0,0.7201751145856949,0.9521881815425906,-6.258718964731249
random_1,5,0,0,0.6711010405116209,0.8525837496615369,-5.52656382602429
random_1,1,1,0,0.8412718749808233,0.9735068503495068,-7.695514739202348
random_1,2,1,0,0.8412718749808233,0.9735068503495068,-7.695514739202348
random_1,3,1,0,0.8412718749808233,0.9735068503495068,-7.695514739202348
random_1,4,1,0,0.8412718749808233,0.9735068503495068,-7.695514739202348
random_1,5,1,0,0.8042348379437865,0.9521881815425906,-7.038406569637633
random_1,1,2,0,0.8190496527586012,0.9735068503495068,-7.36152017249538
random_1,2,2,0,0.8095258432347917,0.9735068503495068,-7.247967097574207
random_1,3,2,0,0.8306898643988129,0.9735068503495068,-7.52441555964665
random_1,4,2,0,0.8322628659718144,0.9735068503495068,-7.548462422146711
random_1,5,2,0,0.8293671130760616,0.9735068503495068,-7.504569175414039
random_1,1,3,0,0.7891645952873367,0.9521881815425906,-6.891181906727453
random_1,2,3,0,0.7966433955697353,0.9521881815425906,-6.908021765164835
random_1,3,3,0,0.7951587288676772,0.9521881815425906,-6.849578320871309
random_1,4,3,0,0.7088621543358086,0.7634228167360615,-5.267132300765242
random_1,5,3,0,0.7321290968081945,0.7705676948459415,-5.6424040564390205
random_1,1,4,0,0.8412718749808233,0.9735068503495068,-7.695514739202348
random_1,2,4,0,0.8412718749808233,0.9735068503495068,-7.695514739202348
random_1,3,4,0,0.8233231570321055,0.9521881815425906,-7.356826405898154
random_1,4,4,0,0.7880505864654174,0.8936749175763976,-6.658464436778374
random_1,5,4,0,0.7915206311997289,0.8988799846778651,-6.723264685116628
random_1,1,5,0,0.8190496527586012,0.9735068503495068,-7.36152017249538
random_1,2,5,0,0.8095258432347917,0.9735068503495068,-7.247967097574207
random_1,3,5,0,0.814816848525797,0.9735068503495068,-7.308860475962449
random_1,4,5,0,0.7037872745890112,0.9521881815425906,-6.100965067972972
random_1,5,5,0,0.6956291164308532,0.9521881815425906,-5.94936532786139
random_1,1,6,0,0.8412718749808233,0.9735068503495068,-7.695514739202348
random_1,2,6,0,0.8412718749808233,0.9735068503495068,-7.695514739202348
random_1,3,6,0,0.8412718749808233,0.9735068503495068,-7.695514739202348
random_1,4,6,0,0.8412718749808233,0.9735068503495068,-7.695514739202348
random_1,5,6,0,0.8412718749808233,0.9735068503495068,-7.695514739202348
random_1,1,7,0,0.8412718749808233,0.9735068503495068,-7.695514739202348
random_1,2,7,0,0.8412718749808233,0.9735068503495068,-7.695514739202348
random_1,3,7,0,0.8412718749808233,0.9735068503495068,-7.695514739202348
random_1,4,7,0,0.8412718749808233,0.9735068503495068,-7.695514739202348
random_1,5,7,0,0.8412718749808233,0.9735068503495068,-7.695514739202348
random_1,1,8,0,0.6688580818773752,0.9521881815425906,-5.3108419944888645
random_1,2,8,0,0.6770206672513548,0.9521881815425906,-5.380005212744641
random_1,3,8,0,0.6899898236987723,0.9521881815425906,-5.4988353803304655
random_1,4,8,0,0.5247452643365658,0.511321976399927,-2.8899175951240625
random_1,5,8,0,0.5827312447984022,0.5257915754429563,-3.7118025662116976
random_1,1,9,0,0.7033408404980648,0.9521881815425906,-5.6326271133794865
random_1,2,9,0,0.7108370923721279,0.9521881815425906,-5.712845485258964
random_1,3,9,0,0.7414346751436237,0.9521881815425906,-6.06821281572846
random_1,4,9,0,0.6932162563369695,0.7424144133747169,-5.023591069595062
random_1,5,9,0,0.6979527562885703,0.7406710294539844,-5.087526059828156
random_1,1,10,0,0.8412718749808233,0.9735068503495068,-7.695514739202348
random_1,2,10,0,0.8412718749808233,0.9735068503495068,-7.695514739202348
random_1,3,10,0,0.8412718749808233,0.9735068503495068,-7.695514739202348
random_1,4,10,0,0.823531445475688,0.9693051696772379,-7.36318769834098
random_1,5,10,0,0.8103155455170312,0.9705217757226412,-7.160007053267355
random_1,1,11,0,0.7258828935745559,0.9735068503495068,-6.34848173725887
random_1,2,11,0,0.7322320999237623,0.9735068503495068,-6.434046271762161
random_1,3,11,0,0.7322771659861144,0.9735068503495068,-6.2448377079737885
random_1,4,11,0,0.7638246798865695,0.9609018083327001,-6.485818116677265
random_1,5,11,0,0.7830609455012374,0.9585814772151785,-6.71798029153395
random_1,1,12,0,0.8412718749808233,0.9735068503495068,-7.695514739202348
random_1,2,12,0,0.8412718749808233,0.9735068503495068,-7.695514739202348
random_1,3,12,0,0.8412718749808233,0.9735068503495068,-7.695514739202348
random_1,4,12,0,0.7340478764578448,0.9521881815425906,-6.529626469235332
random_1,5,12,0,0.8015814382754614,0.9462180322888593,-6.981193499940468
random_1,1,13,0,0.8412718749808233,0.9735068503495068,-7.695514739202348
random_1,2,13,0,0.8412718749808233,0.9735068503495068,-7.695514739202348
random_1,3,13,0,0.796827430536379,0.9735068503495068,-7.000342319165979
random_1,4,13,0,0.8065228402317887,0.9735068503495068,-7.108730616039299
random_1,5,13,0,0.7854517691607177,0.9521881815425906,-6.696995282540259
random_1,1,14,0,0.8412718749808233,0.9735068503495068,-7.695514739202348
random_1,2,14,0,0.8412718749808233,0.9735068503495068,-7.695514739202348
random_1,3,14,0,0.8412718749808233,0.9735068503495068,-7.695514739202348
random_1,4,14,0,0.8412718749808233,0.9735068503495068,-7.695514739202348
random_1,5,14,0,0.8412718749808233,0.9735068503495068,-7.695514739202348
random_1,1,15,0,0.8412718749808233,0.9735068503495068,-7.695514739202348
random_1,2,15,0,0.8412718749808233,0.9735068503495068,-7.695514739202348
random_1,3,15,0,0.8412718749808233,0.9735068503495068,-7.695514739202348
